"cID","SNP","PUBMEDID","Study","Disease_Trait","Initial_Sample_Size","Replication_Sample_Size","Region","Chr","Chr_pos","Reported_Gene","Mapped_gene","Upstream_gene_id","Downstream_gene_id","Strongest_SNP","SNPs","Snp_id_current","Context","Intergenic","Risk_Allele_Frequency","p_value","Pvalue_mog","p_value_text","OR_or_beta_text","OR_or_beta","CI_95","Platform","CNV","tID","Date_Added_to_Catalog","continuous_trait","GWS","tID","trait","match_available","jd_code","lab_available","lab_name","good_match"
12077,"rs6795735",20935629,"Meta-analysis identifies 13 new loci associated with waist-hip ratio and reveals sexual dimorphism in the genetic basis of fat distribution.","Waist-hip ratio","Up to 77,167 European descent individuals","Up to 113,636 European descent individuals","3p14.1",3,64705365,"ADAMTS9","ADAMTS9-AS2",NULL,NULL,"rs6795735-C","rs6795735",6795735,"intron",0,0.41,2E-16,15.699,"(women)",.04,0.04,"[NR] unit increase","Affymetrix, Illumina & Perlegen [up to 2,850,269](imputed)","N",2733,"2010-11-17",1,1,132,"Waist-hip ratio",1,278.1,NULL,NULL,NULL
12078,"rs4823006",20935629,"Meta-analysis identifies 13 new loci associated with waist-hip ratio and reveals sexual dimorphism in the genetic basis of fat distribution.","Waist-hip ratio","Up to 77,167 European descent individuals","Up to 113,636 European descent individuals","22q12.1",22,29451671,"ZNRF3, KREMEN1","ZNRF3",NULL,NULL,"rs4823006-A","rs4823006",4823006,"UTR-3",0,0.57,3E-11,10.5229,"(women)",.03,0.03,"[NR] unit increase","Affymetrix, Illumina & Perlegen [up to 2,850,269](imputed)","N",2733,"2010-11-17",1,1,132,"Waist-hip ratio",1,278.1,NULL,NULL,NULL
12079,"rs6784615",20935629,"Meta-analysis identifies 13 new loci associated with waist-hip ratio and reveals sexual dimorphism in the genetic basis of fat distribution.","Waist-hip ratio","Up to 77,167 European descent individuals","Up to 113,636 European descent individuals","3p21.1",3,52506426,"NISCH, STAB1","NISCH",NULL,NULL,"rs6784615-T","rs6784615",6784615,"intron",0,0.94,4E-10,9.39794,"",.04,0.04,"[NR] unit increase","Affymetrix, Illumina & Perlegen [up to 2,850,269](imputed)","N",2728,"2010-11-17",1,1,132,"Waist-hip ratio",1,278.1,NULL,NULL,NULL
12080,"rs6861681",20935629,"Meta-analysis identifies 13 new loci associated with waist-hip ratio and reveals sexual dimorphism in the genetic basis of fat distribution.","Waist-hip ratio","Up to 77,167 European descent individuals","Up to 113,636 European descent individuals","5q35.2",5,173362458,"CPEB4","CPEB4",NULL,NULL,"rs6861681-A","rs6861681",6861681,"intron",0,0.34,2E-9,8.69897,"",.02,0.02,"[NR] unit increase","Affymetrix, Illumina & Perlegen [up to 2,850,269](imputed)","N",2728,"2010-11-17",1,1,132,"Waist-hip ratio",1,278.1,NULL,NULL,NULL
12083,"rs9491696",20935629,"Meta-analysis identifies 13 new loci associated with waist-hip ratio and reveals sexual dimorphism in the genetic basis of fat distribution.","Waist-hip ratio","Up to 77,167 European descent individuals","Up to 113,636 European descent individuals","6q22.33",6,127452639,"RSPO3","RSPO3",NULL,NULL,"rs9491696-G","rs9491696",9491696,"intron",0,0.52,2E-32,31.699,"(women)",.05,0.05,"[NR] unit increase","Affymetrix, Illumina & Perlegen [up to 2,850,269](imputed)","N",2733,"2010-11-17",1,1,132,"Waist-hip ratio",1,278.1,NULL,NULL,NULL
329,"rs1883025",24097068,"Discovery and refinement of loci associated with lipid levels.","Cholesterol, total","94,595 Euroepan ancestry individuals","93,982 European ancestry individuals","9q31.1",9,107664301,"ABCA1","ABCA1",NULL,NULL,"rs1883025-T","rs1883025",1883025,"intron",0,0.25,6E-53,52.2218,"",.07,0.07,"[NR] unit decrease","NR (Imputed)","N",527,"2014-05-12",1,1,142,"Cholesterol, total",1,272.11,NULL,NULL,NULL
330,"rs2287623",24097068,"Discovery and refinement of loci associated with lipid levels.","Cholesterol, total","94,595 Euroepan ancestry individuals","93,982 European ancestry individuals","2q31.1",2,169830155,"ABCB11","ABCB11",NULL,NULL,"rs2287623-G","rs2287623",2287623,"intron",0,0.41,4E-12,11.3979,"",.03,0.03,"[NR] unit increase","NR (Imputed)","N",527,"2014-05-12",1,1,142,"Cholesterol, total",1,272.11,NULL,NULL,NULL
331,"rs4299376",24097068,"Discovery and refinement of loci associated with lipid levels.","Cholesterol, total","94,595 Euroepan ancestry individuals","93,982 European ancestry individuals","2p21",2,44072576,"ABCG5, ABCG8","ABCG8",NULL,NULL,"rs4299376-G","rs4299376",4299376,"intron",0,0.31,3E-73,72.5229,"",.08,0.08,"[NR] unit increase","NR (Imputed)","N",527,"2014-05-12",1,1,142,"Cholesterol, total",1,272.11,NULL,NULL,NULL
332,"rs9411489",24097068,"Discovery and refinement of loci associated with lipid levels.","Cholesterol, total","94,595 Euroepan ancestry individuals","93,982 European ancestry individuals","9q34.2",9,136155000,"ABO","ABO - LCN1P2",28,653163,"rs9411489-T","rs9411489",635634,"Intergenic",1,0.21,3E-35,34.5229,"",.07,0.07,"[NR] unit increase","NR (Imputed)","N",527,"2014-05-12",1,1,142,"Cholesterol, total",1,272.11,NULL,NULL,NULL
333,"rs2131925",24097068,"Discovery and refinement of loci associated with lipid levels.","Cholesterol, total","94,595 Euroepan ancestry individuals","93,982 European ancestry individuals","1p31.3",1,63025942,"ANGPTL3","DOCK7",NULL,NULL,"rs2131925-G","rs2131925",2131925,"intron",0,0.34,4E-80,79.3979,"",.08,0.08,"[NR] unit decrease","NR (Imputed)","N",527,"2014-05-12",1,1,142,"Cholesterol, total",1,272.11,NULL,NULL,NULL
334,"rs964184",24097068,"Discovery and refinement of loci associated with lipid levels.","Cholesterol, total","94,595 Euroepan ancestry individuals","93,982 European ancestry individuals","11q23.3",11,116648917,"APOA1","ZNF259",NULL,NULL,"rs964184-C","rs964184",964184,"nearGene-3",0,0.84,3E-55,54.5229,"",.12,0.12,"[NR] unit decrease","NR (Imputed)","N",527,"2014-05-12",1,1,142,"Cholesterol, total",1,272.11,NULL,NULL,NULL
335,"rs1367117",24097068,"Discovery and refinement of loci associated with lipid levels.","Cholesterol, total","94,595 Euroepan ancestry individuals","93,982 European ancestry individuals","2p24.1",2,21263900,"APOB","APOB",NULL,NULL,"rs1367117-A","rs1367117",1367117,"missense",0,0.32,3E-139,138.523,"",.10,0.10,"[NR] unit increase","NR (Imputed)","N",527,"2014-05-12",1,1,142,"Cholesterol, total",1,272.11,NULL,NULL,NULL
336,"rs4420638",24097068,"Discovery and refinement of loci associated with lipid levels.","Cholesterol, total","94,595 Euroepan ancestry individuals","93,982 European ancestry individuals","19q13.32",19,45422946,"APOE","APOC1",NULL,NULL,"rs4420638-G","rs4420638",4420638,"nearGene-3",0,0.19,1E-149,149,"",.20,0.20,"[NR] unit increase","NR (Imputed)","N",527,"2014-05-12",1,1,142,"Cholesterol, total",1,272.11,NULL,NULL,NULL
337,"rs1077514",24097068,"Discovery and refinement of loci associated with lipid levels.","Cholesterol, total","94,595 Euroepan ancestry individuals","93,982 European ancestry individuals","1p36.12",1,23766233,"ASAP3","ASAP3",NULL,NULL,"rs1077514-C","rs1077514",1077514,"intron",0,0.15,6E-9,8.22185,"",.03,0.03,"[NR] unit decrease","NR (Imputed)","N",527,"2014-05-12",1,1,142,"Cholesterol, total",1,272.11,NULL,NULL,NULL
338,"rs11065987",24097068,"Discovery and refinement of loci associated with lipid levels.","Cholesterol, total","94,595 Euroepan ancestry individuals","93,982 European ancestry individuals","12q24.12",12,112072424,"BRAP","ATXN2 - BRAP",6311,8315,"rs11065987-G","rs11065987",11065987,"Intergenic",1,0.41,2E-16,15.699,"",.03,0.03,"[NR] unit decrease","NR (Imputed)","N",527,"2014-05-12",1,1,142,"Cholesterol, total",1,272.11,NULL,NULL,NULL
339,"rs2814982",24097068,"Discovery and refinement of loci associated with lipid levels.","Cholesterol, total","94,595 Euroepan ancestry individuals","93,982 European ancestry individuals","6p21.31",6,34546560,"C6orf106","SPDEF - RPL7P25",25803,100129061,"rs2814982-T","rs2814982",2814982,"Intergenic",1,0.12,4E-15,14.3979,"",.04,0.04,"[NR] unit decrease","NR (Imputed)","N",527,"2014-05-12",1,1,142,"Cholesterol, total",1,272.11,NULL,NULL,NULL
340,"rs3764261",24097068,"Discovery and refinement of loci associated with lipid levels.","Cholesterol, total","94,595 Euroepan ancestry individuals","93,982 European ancestry individuals","16q13",16,56993324,"CETP","HERPUD1 - CETP",9709,1071,"rs3764261-A","rs3764261",3764261,"Intergenic",1,0.32,4E-31,30.3979,"",.05,0.05,"[NR] unit increase","NR (Imputed)","N",527,"2014-05-12",1,1,142,"Cholesterol, total",1,272.11,NULL,NULL,NULL
341,"rs10401969",24097068,"Discovery and refinement of loci associated with lipid levels.","Cholesterol, total","94,595 Euroepan ancestry individuals","93,982 European ancestry individuals","19p13.11",19,19407718,"CILP2","SUGP1",NULL,NULL,"rs10401969-C","rs10401969",10401969,"intron",0,0.09,4E-77,76.3979,"",.14,0.14,"[NR] unit decrease","NR (Imputed)","N",527,"2014-05-12",1,1,142,"Cholesterol, total",1,272.11,NULL,NULL,NULL
342,"rs7640978",24097068,"Discovery and refinement of loci associated with lipid levels.","Cholesterol, total","94,595 Euroepan ancestry individuals","93,982 European ancestry individuals","3p22.3",3,32533010,"CMTM6","CMTM6",NULL,NULL,"rs7640978-T","rs7640978",7640978,"intron",0,0.09,2E-8,7.69897,"",.04,0.04,"[NR] unit decrease","NR (Imputed)","N",527,"2014-05-12",1,1,142,"Cholesterol, total",1,272.11,NULL,NULL,NULL
343,"rs4530754",24097068,"Discovery and refinement of loci associated with lipid levels.","Cholesterol, total","94,595 Euroepan ancestry individuals","93,982 European ancestry individuals","5q23.2",5,122855416,"CSNK1G3","CSNK1G3",NULL,NULL,"rs4530754-G","rs4530754",4530754,"intron",0,0.46,2E-9,8.69897,"",.02,0.02,"[NR] unit decrease","NR (Imputed)","N",527,"2014-05-12",1,1,142,"Cholesterol, total",1,272.11,NULL,NULL,NULL
344,"rs2081687",24097068,"Discovery and refinement of loci associated with lipid levels.","Cholesterol, total","94,595 Euroepan ancestry individuals","93,982 European ancestry individuals","8q12.1",8,59388565,"CYP7A1","UBXN2B - CYP7A1",137886,1581,"rs2081687-T","rs2081687",2081687,"Intergenic",1,0.36,9E-12,11.0458,"",.04,0.04,"[NR] unit increase","NR (Imputed)","N",527,"2014-05-12",1,1,142,"Cholesterol, total",1,272.11,NULL,NULL,NULL
345,"rs314253",24097068,"Discovery and refinement of loci associated with lipid levels.","Cholesterol, total","94,595 Euroepan ancestry individuals","93,982 European ancestry individuals","17p13.1",17,7091650,"DLG4","ASGR1 - DLG4",432,1742,"rs314253-C","rs314253",314253,"Intergenic",1,0.37,3E-10,9.52288,"",.02,0.02,"[NR] unit decrease","NR (Imputed)","N",527,"2014-05-12",1,1,142,"Cholesterol, total",1,272.11,NULL,NULL,NULL
346,"rs12670798",24097068,"Discovery and refinement of loci associated with lipid levels.","Cholesterol, total","94,595 Euroepan ancestry individuals","93,982 European ancestry individuals","7p15.3",7,21607352,"DNAH11","DNAH11",NULL,NULL,"rs12670798-C","rs12670798",12670798,"intron",0,0.25,1E-16,16,"",.04,0.04,"[NR] unit increase","NR (Imputed)","N",527,"2014-05-12",1,1,142,"Cholesterol, total",1,272.11,NULL,NULL,NULL
347,"rs2277862",24097068,"Discovery and refinement of loci associated with lipid levels.","Cholesterol, total","94,595 Euroepan ancestry individuals","93,982 European ancestry individuals","20q11.22",20,34152782,"ERGIC3","FER1L4",NULL,NULL,"rs2277862-T","rs2277862",2277862,"ncRNA",0,0.15,5E-11,10.301,"",.04,0.04,"[NR] unit decrease","NR (Imputed)","N",527,"2014-05-12",1,1,142,"Cholesterol, total",1,272.11,NULL,NULL,NULL
348,"rs7515577",24097068,"Discovery and refinement of loci associated with lipid levels.","Cholesterol, total","94,595 Euroepan ancestry individuals","93,982 European ancestry individuals","1p22.1",1,93009438,"EVI5","EVI5",NULL,NULL,"rs7515577-C","rs7515577",7515577,"intron",0,0.23,2E-8,7.69897,"",.04,0.04,"[NR] unit decrease","NR (Imputed)","N",527,"2014-05-12",1,1,142,"Cholesterol, total",1,272.11,NULL,NULL,NULL
349,"rs174546",24097068,"Discovery and refinement of loci associated with lipid levels.","Cholesterol, total","94,595 Euroepan ancestry individuals","93,982 European ancestry individuals","11q12.2",11,61569830,"FADS1, FADS2, FADS3","FADS1",NULL,NULL,"rs174546-T","rs174546",174546,"UTR-3",0,0.36,3E-37,36.5229,"",.05,0.05,"[NR] unit decrease","NR (Imputed)","N",527,"2014-05-12",1,1,142,"Cholesterol, total",1,272.11,NULL,NULL,NULL
350,"rs11694172",24097068,"Discovery and refinement of loci associated with lipid levels.","Cholesterol, total","94,595 Euroepan ancestry individuals","93,982 European ancestry individuals","2q33.2",2,203532304,"FAM117B","FAM117B",NULL,NULL,"rs11694172-G","rs11694172",11694172,"intron",0,0.25,2E-9,8.69897,"",.03,0.03,"[NR] unit increase","NR (Imputed)","N",527,"2014-05-12",1,1,142,"Cholesterol, total",1,272.11,NULL,NULL,NULL
351,"rs492602",24097068,"Discovery and refinement of loci associated with lipid levels.","Cholesterol, total","94,595 Euroepan ancestry individuals","93,982 European ancestry individuals","19q13.33",19,49206417,"FLJ36070","FUT2",NULL,NULL,"rs492602-G","rs492602",492602,"cds-synon",0,0.47,1E-16,16,"",.03,0.03,"[NR] unit increase","NR (Imputed)","N",527,"2014-05-12",1,1,142,"Cholesterol, total",1,272.11,NULL,NULL,NULL
352,"rs9488822",24097068,"Discovery and refinement of loci associated with lipid levels.","Cholesterol, total","94,595 Euroepan ancestry individuals","93,982 European ancestry individuals","6q22.1",6,116312893,"FRK","FRK",NULL,NULL,"rs9488822-T","rs9488822",9488822,"intron",0,0.36,1E-9,9,"",.03,0.03,"[NR] unit increase","NR (Imputed)","N",527,"2014-05-12",1,1,142,"Cholesterol, total",1,272.11,NULL,NULL,NULL
353,"rs1260326",24097068,"Discovery and refinement of loci associated with lipid levels.","Cholesterol, total","94,595 Euroepan ancestry individuals","93,982 European ancestry individuals","2p23.3",2,27730940,"GCKR","GCKR",NULL,NULL,"rs1260326-T","rs1260326",1260326,"missense",0,0.39,3E-42,41.5229,"",.05,0.05,"[NR] unit increase","NR (Imputed)","N",527,"2014-05-12",1,1,142,"Cholesterol, total",1,272.11,NULL,NULL,NULL
354,"rs2255141",24097068,"Discovery and refinement of loci associated with lipid levels.","Cholesterol, total","94,595 Euroepan ancestry individuals","93,982 European ancestry individuals","10q25.2",10,113933886,"GPAM","GPAM",NULL,NULL,"rs2255141-A","rs2255141",2255141,"intron",0,0.3,7E-16,15.1549,"",.03,0.03,"[NR] unit increase","NR (Imputed)","N",527,"2014-05-12",1,1,142,"Cholesterol, total",1,272.11,NULL,NULL,NULL
355,"rs1997243",24097068,"Discovery and refinement of loci associated with lipid levels.","Cholesterol, total","94,595 Euroepan ancestry individuals","93,982 European ancestry individuals","7p22.3",7,1083777,"GPR146","C7orf50",NULL,NULL,"rs1997243-G","rs1997243",1997243,"intron",0,0.16,3E-10,9.52288,"",.03,0.03,"[NR] unit increase","NR (Imputed)","N",527,"2014-05-12",1,1,142,"Cholesterol, total",1,272.11,NULL,NULL,NULL
356,"rs9376090",24097068,"Discovery and refinement of loci associated with lipid levels.","Cholesterol, total","94,595 Euroepan ancestry individuals","93,982 European ancestry individuals","6q23.3",6,135411228,"HBS1L","HBS1L - MYB",10767,4602,"rs9376090-C","rs9376090",9376090,"Intergenic",1,0.28,3E-9,8.52288,"",.03,0.03,"[NR] unit decrease","NR (Imputed)","N",527,"2014-05-12",1,1,142,"Cholesterol, total",1,272.11,NULL,NULL,NULL
357,"rs1800562",24097068,"Discovery and refinement of loci associated with lipid levels.","Cholesterol, total","94,595 Euroepan ancestry individuals","93,982 European ancestry individuals","6p22.2",6,26093141,"HFE","HFE",NULL,NULL,"rs1800562-A","rs1800562",1800562,"missense",0,0.07,2E-12,11.699,"",.06,0.06,"[NR] unit decrease","NR (Imputed)","N",527,"2014-05-12",1,1,142,"Cholesterol, total",1,272.11,NULL,NULL,NULL
358,"rs3177928",24097068,"Discovery and refinement of loci associated with lipid levels.","Cholesterol, total","94,595 Euroepan ancestry individuals","93,982 European ancestry individuals","6p21.32",6,32412435,"HLA","HLA-DRA",NULL,NULL,"rs3177928-A","rs3177928",3177928,"UTR-3",0,0.17,1E-21,21,"",.05,0.05,"[NR] unit increase","NR (Imputed)","N",527,"2014-05-12",1,1,142,"Cholesterol, total",1,272.11,NULL,NULL,NULL
359,"rs12916",24097068,"Discovery and refinement of loci associated with lipid levels.","Cholesterol, total","94,595 Euroepan ancestry individuals","93,982 European ancestry individuals","5q13.3",5,74656539,"HMGCR","HMGCR",NULL,NULL,"rs12916-C","rs12916",12916,"UTR-3",0,0.4,5E-74,73.301,"",.68,0.68,"[NR] unit increase","NR (Imputed)","N",527,"2014-05-12",1,1,142,"Cholesterol, total",1,272.11,NULL,NULL,NULL
360,"rs1169288",24097068,"Discovery and refinement of loci associated with lipid levels.","Cholesterol, total","94,595 Euroepan ancestry individuals","93,982 European ancestry individuals","12q24.31",12,121416650,"HNF1A","HNF1A",NULL,NULL,"rs1169288-C","rs1169288",1169288,"missense",0,0.34,4E-17,16.3979,"",.03,0.03,"[NR] unit increase","NR (Imputed)","N",527,"2014-05-12",1,1,142,"Cholesterol, total",1,272.11,NULL,NULL,NULL
361,"rs1800961",24097068,"Discovery and refinement of loci associated with lipid levels.","Cholesterol, total","94,595 Euroepan ancestry individuals","93,982 European ancestry individuals","20q13.12",20,43042364,"HNF4A","HNF4A",NULL,NULL,"rs1800961-T","rs1800961",1800961,"missense",0,0.05,1E-24,24,"",.11,0.11,"[NR] unit decrease","NR (Imputed)","N",527,"2014-05-12",1,1,142,"Cholesterol, total",1,272.11,NULL,NULL,NULL
362,"rs2000999",24097068,"Discovery and refinement of loci associated with lipid levels.","Cholesterol, total","94,595 Euroepan ancestry individuals","93,982 European ancestry individuals","16q22.2",16,72108093,"HPR","HPR",NULL,NULL,"rs2000999-A","rs2000999",2000999,"intron",0,0.2,7E-41,40.1549,"",.06,0.06,"[NR] unit increase","NR (Imputed)","N",527,"2014-05-12",1,1,142,"Cholesterol, total",1,272.11,NULL,NULL,NULL
364,"rs514230",24097068,"Discovery and refinement of loci associated with lipid levels.","Cholesterol, total","94,595 Euroepan ancestry individuals","93,982 European ancestry individuals","1q42.3",1,234858597,"IRF2BP2","LOC100506810",NULL,NULL,"rs514230-A","rs514230",514230,"nearGene-5",0,0.48,5E-14,13.301,"",.04,0.04,"[NR] unit decrease","NR (Imputed)","N",527,"2014-05-12",1,1,142,"Cholesterol, total",1,272.11,NULL,NULL,NULL
365,"rs2758886",24097068,"Discovery and refinement of loci associated with lipid levels.","Cholesterol, total","94,595 Euroepan ancestry individuals","93,982 European ancestry individuals","6p21.2",6,39250837,"KCNK17","KCNK5 - KCNK17",8645,89822,"rs2758886-A","rs2758886",2758886,"Intergenic",1,0.3,3E-8,7.52288,"",.02,0.02,"[NR] unit increase","NR (Imputed)","N",527,"2014-05-12",1,1,142,"Cholesterol, total",1,272.11,NULL,NULL,NULL
366,"rs6511720",24097068,"Discovery and refinement of loci associated with lipid levels.","Cholesterol, total","94,595 Euroepan ancestry individuals","93,982 European ancestry individuals","19p13.2",19,11202306,"LDLR","LDLR",NULL,NULL,"rs6511720-T","rs6511720",6511720,"intron",0,0.12,5E-202,201.301,"",.19,0.19,"[NR] unit decrease","NR (Imputed)","N",527,"2014-05-12",1,1,142,"Cholesterol, total",1,272.11,NULL,NULL,NULL
367,"rs12027135",24097068,"Discovery and refinement of loci associated with lipid levels.","Cholesterol, total","94,595 Euroepan ancestry individuals","93,982 European ancestry individuals","1p36.11",1,25775733,"LDLRAP1","TMEM57",NULL,NULL,"rs12027135-A","rs12027135",12027135,"intron",0,0.46,5E-12,11.301,"",.03,0.03,"[NR] unit decrease","NR (Imputed)","N",527,"2014-05-12",1,1,142,"Cholesterol, total",1,272.11,NULL,NULL,NULL
368,"rs1532085",24097068,"Discovery and refinement of loci associated with lipid levels.","Cholesterol, total","94,595 Euroepan ancestry individuals","93,982 European ancestry individuals","15q21.3",15,58683366,"LIPC","RPL28P4 - LIPC",441726,3990,"rs1532085-A","rs1532085",1532085,"Intergenic",1,0.40,7E-47,46.1549,"",.05,0.05,"[NR] unit increase","NR (Imputed)","N",527,"2014-05-12",1,1,142,"Cholesterol, total",1,272.11,NULL,NULL,NULL
369,"rs7241918",24097068,"Discovery and refinement of loci associated with lipid levels.","Cholesterol, total","94,595 Euroepan ancestry individuals","93,982 European ancestry individuals","18q21.1",18,47160953,"LIPG","LIPG - ACAA2",9388,10449,"rs7241918-G","rs7241918",7241918,"Intergenic",1,0.19,4E-18,17.3979,"",.06,0.06,"[NR] unit decrease","NR (Imputed)","N",527,"2014-05-12",1,1,142,"Cholesterol, total",1,272.11,NULL,NULL,NULL
370,"rs1564348",24097068,"Discovery and refinement of loci associated with lipid levels.","Cholesterol, total","94,595 Euroepan ancestry individuals","93,982 European ancestry individuals","6q25.3",6,160578860,"LPA","SLC22A1",NULL,NULL,"rs1564348-C","rs1564348",1564348,"intron",0,0.18,3E-23,22.5229,"",.05,0.05,"[NR] unit increase","NR (Imputed)","N",527,"2014-05-12",1,1,142,"Cholesterol, total",1,272.11,NULL,NULL,NULL
371,"rs6831256",24097068,"Discovery and refinement of loci associated with lipid levels.","Cholesterol, total","94,595 Euroepan ancestry individuals","93,982 European ancestry individuals","4p16.3",4,3473139,"LRPAP1","DOK7",NULL,NULL,"rs6831256-G","rs6831256",6831256,"intron",0,0.42,1E-10,10,"",.03,0.03,"[NR] unit increase","NR (Imputed)","N",527,"2014-05-12",1,1,142,"Cholesterol, total",1,272.11,NULL,NULL,NULL
372,"rs2902940",24097068,"Discovery and refinement of loci associated with lipid levels.","Cholesterol, total","94,595 Euroepan ancestry individuals","93,982 European ancestry individuals","20q12",20,39091487,"MAFB","HSPE1P1 - MAFB",140895,9935,"rs2902940-G","rs2902940",2902940,"Intergenic",1,0.3,9E-10,9.04576,"",.02,0.02,"[NR] unit decrease","NR (Imputed)","N",527,"2014-05-12",1,1,142,"Cholesterol, total",1,272.11,NULL,NULL,NULL
373,"rs970548",24097068,"Discovery and refinement of loci associated with lipid levels.","Cholesterol, total","94,595 Euroepan ancestry individuals","93,982 European ancestry individuals","10q11.21",10,46013277,"MARCH8, ALOX5","MARCH8",NULL,NULL,"rs970548-C","rs970548",970548,"intron",0,0.26,8E-9,8.09691,"",.03,0.03,"[NR] unit increase","NR (Imputed)","N",527,"2014-05-12",1,1,142,"Cholesterol, total",1,272.11,NULL,NULL,NULL
374,"rs4722551",24097068,"Discovery and refinement of loci associated with lipid levels.","Cholesterol, total","94,595 Euroepan ancestry individuals","93,982 European ancestry individuals","7p15.2",7,25991826,"MIR148A","LOC100996355",NULL,NULL,"rs4722551-C","rs4722551",4722551,"intron",0,0.2,7E-9,8.1549,"",.03,0.03,"[NR] unit increase","NR (Imputed)","N",527,"2014-05-12",1,1,142,"Cholesterol, total",1,272.11,NULL,NULL,NULL
375,"rs2642442",24097068,"Discovery and refinement of loci associated with lipid levels.","Cholesterol, total","94,595 Euroepan ancestry individuals","93,982 European ancestry individuals","1q41",1,220973563,"MOSC1","MARC1",NULL,NULL,"rs2642442-C","rs2642442",2642442,"intron",0,0.33,3E-11,10.5229,"",.04,0.04,"[NR] unit decrease","NR (Imputed)","N",527,"2014-05-12",1,1,142,"Cholesterol, total",1,272.11,NULL,NULL,NULL
376,"rs3757354",24097068,"Discovery and refinement of loci associated with lipid levels.","Cholesterol, total","94,595 Euroepan ancestry individuals","93,982 European ancestry individuals","6p22.3",6,16127407,"MYLIP","MYLIP",NULL,NULL,"rs3757354-T","rs3757354",3757354,"nearGene-5",0,0.24,2E-15,14.699,"",.04,0.04,"[NR] unit decrease","NR (Imputed)","N",527,"2014-05-12",1,1,142,"Cholesterol, total",1,272.11,NULL,NULL,NULL
377,"rs1495741",24097068,"Discovery and refinement of loci associated with lipid levels.","Cholesterol, total","94,595 Euroepan ancestry individuals","93,982 European ancestry individuals","8p22",8,18272881,"NAT2","NAT2 - PSD3",10,23362,"rs1495741-G","rs1495741",1495741,"Intergenic",1,0.26,3E-8,7.52288,"",.03,0.03,"[NR] unit increase","NR (Imputed)","N",527,"2014-05-12",1,1,142,"Cholesterol, total",1,272.11,NULL,NULL,NULL
378,"rs2072183",24097068,"Discovery and refinement of loci associated with lipid levels.","Cholesterol, total","94,595 Euroepan ancestry individuals","93,982 European ancestry individuals","7p13",7,44579180,"NPC1L1","NPC1L1",NULL,NULL,"rs2072183-C","rs2072183",2072183,"cds-synon",0,0.29,4E-15,14.3979,"",.04,0.04,"[NR] unit increase","NR (Imputed)","N",527,"2014-05-12",1,1,142,"Cholesterol, total",1,272.11,NULL,NULL,NULL
380,"rs2479409",24097068,"Discovery and refinement of loci associated with lipid levels.","Cholesterol, total","94,595 Euroepan ancestry individuals","93,982 European ancestry individuals","1p32.3",1,55504650,"PCSK9","PCSK9",NULL,NULL,"rs2479409-G","rs2479409",2479409,"nearGene-5",0,0.32,2E-39,38.699,"",.05,0.05,"[NR] unit increase","NR (Imputed)","N",527,"2014-05-12",1,1,142,"Cholesterol, total",1,272.11,NULL,NULL,NULL
381,"rs4883201",24097068,"Discovery and refinement of loci associated with lipid levels.","Cholesterol, total","94,595 Euroepan ancestry individuals","93,982 European ancestry individuals","12p13.31",12,9082581,"PHC1, A2ML1","PHC1",NULL,NULL,"rs4883201-G","rs4883201",4883201,"intron",0,0.12,2E-9,8.69897,"",.04,0.04,"[NR] unit decrease","NR (Imputed)","N",527,"2014-05-12",1,1,142,"Cholesterol, total",1,272.11,NULL,NULL,NULL
382,"rs11603023",24097068,"Discovery and refinement of loci associated with lipid levels.","Cholesterol, total","94,595 Euroepan ancestry individuals","93,982 European ancestry individuals","11q23.3",11,118486067,"PHLDB1","PHLDB1",NULL,NULL,"rs11603023-T","rs11603023",11603023,"intron",0,0.42,1E-8,8,"",.02,0.02,"[NR] unit increase","NR (Imputed)","N",527,"2014-05-12",1,1,142,"Cholesterol, total",1,272.11,NULL,NULL,NULL
383,"rs11136341",24097068,"Discovery and refinement of loci associated with lipid levels.","Cholesterol, total","94,595 Euroepan ancestry individuals","93,982 European ancestry individuals","8q24.3",8,145043543,"PLEC1","PLEC",NULL,NULL,"rs11136341-G","rs11136341",11136341,"intron",0,0.40,6E-9,8.22185,"",.04,0.04,"[NR] unit increase","NR (Imputed)","N",527,"2014-05-12",1,1,142,"Cholesterol, total",1,272.11,NULL,NULL,NULL
384,"rs4253772",24097068,"Discovery and refinement of loci associated with lipid levels.","Cholesterol, total","94,595 Euroepan ancestry individuals","93,982 European ancestry individuals","22q13.31",22,46627603,"PPARA","PPARA",NULL,NULL,"rs4253772-T","rs4253772",4253772,"intron",0,0.11,1E-8,8,"",.03,0.03,"[NR] unit increase","NR (Imputed)","N",527,"2014-05-12",1,1,142,"Cholesterol, total",1,272.11,NULL,NULL,NULL
385,"rs9987289",24097068,"Discovery and refinement of loci associated with lipid levels.","Cholesterol, total","94,595 Euroepan ancestry individuals","93,982 European ancestry individuals","8p23.1",8,9183358,"PPP1R3B","LOC157273",NULL,NULL,"rs9987289-A","rs9987289",9987289,"intron",0,0.10,2E-36,35.699,"",.08,0.08,"[NR] unit decrease","NR (Imputed)","N",527,"2014-05-12",1,1,142,"Cholesterol, total",1,272.11,NULL,NULL,NULL
