SNP	pheno	maf	PheWAS_MAF_W	prev	table	minN	jd_string	PheWAS_OR	PheWAS_P	logit_OR	logit_p-val	fisher_OR	fisher_pval	exact_OR	exact_p-val	pval_norm	bayes factor
exm145262	pheno_642.1	2.43E-03	0.002425	6.86E-03	"[[15105, 79], [98, 6]]"	6	Preeclampsia and eclampsia	13.84	3.90E-09	0	0.00E+00	11.71	2.43E-05	11.71	6.92E-06	2.07E-08	49.71
exm145262	pheno_697	2.43E-03	0.002425	1.11E-02	"[[25094, 120], [273, 9]]"	9	Sarcoidosis	6.48	1.15E-07	6.75	5.46E-08	6.89	1.40E-05	6.89	5.29E-06	4.15E-08	129.24
exm1452870	pheno_334.2	1.28E-03	0.001281	5.70E-03	"[[22287, 47, 4], [123, 6, 0]]"	6	Anterior horn cell disease	10.96	1.85E-09	10.99	1.64E-09	19.32	1.44E-06	19.32	3.27E-07	1.49E-11	81.74
exm1454373	pheno_270.33	1.80E-03	0.0018	1.48E-03	"[[27551, 97], [38, 3]]"	3	Amyloidosis	25.45	1.36E-07	24.04	1.94E-07	22.42	4.41E-04	22.42	8.47E-05	5.61E-07	9.06
exm1461849	pheno_523.32	4.16E-03	0.004154	1.13E-03	"[[27289, 219, 2], [27, 4, 0]]"	4	Chronic periodontitis	15.61	5.73E-08	15.56	7.83E-08	16.95	1.30E-04	16.95	2.92E-05	9.44E-08	17.75
exm1464497	pheno_731	1.51E-03	0.001514	1.38E-03	"[[25242, 72], [32, 3]]"	3	Osteitis deformans and osteopathies associated with other disorders classified elsewhere	33.66	1.50E-08	33.81	1.25E-08	32.87	1.52E-04	32.87	2.43E-05	2.63E-08	9.88
exm1464849	pheno_731	2.04E-03	0.002039	1.38E-03	"[[22326, 82], [29, 3]]"	3	Osteitis deformans and osteopathies associated with other disorders classified elsewhere	36.16	1.10E-08	33.63	1.70E-08	28.17	2.40E-04	28.17	4.14E-05	1.10E-07	9.47
exm1466048	pheno_090	3.53E-03	0.003532	1.18E-03	"[[29389, 203, 1], [31, 4, 0]]"	4	Sexually transmitted infections (not HIV or hepatitis)	18.01	3.60E-08	16.98	4.87E-08	17.44	1.15E-04	17.44	2.54E-05	6.47E-08	18.18
exm1469571	pheno_642.1	3.31E-03	0.003308	6.86E-03	"[[15054, 100], [97, 7]]"	7	Preeclampsia and eclampsia	13.84	2.51E-10	0	0.00E+00	10.86	8.32E-06	10.86	2.47E-06	4.40E-09	85.86
exm1476003	pheno_425.11	1.09E-03	0.001093	3.20E-03	"[[27085, 55], [83, 4]]"	4	Hypertrophic obstructive cardiomyopathy	23.52	2.76E-09	23.49	2.54E-09	23.73	3.87E-05	23.73	7.58E-06	3.86E-09	20.22
exm1477513	pheno_642.1	2.65E-03	0.002651	6.86E-03	"[[15068, 83], [98, 7]]"	7	Preeclampsia and eclampsia	15.32	6.43E-11	0	0.00E+00	12.97	2.80E-06	12.97	7.68E-07	3.72E-10	105.9
exm1477976	pheno_642.1	2.51E-03	0.002505	6.86E-03	"[[15047, 80], [98, 6]]"	6	Preeclampsia and eclampsia	13.41	6.13E-09	0	0.00E+00	11.52	2.65E-05	11.52	7.61E-06	2.53E-08	48.85
exm1477976	pheno_575.1	2.51E-03	0.002505	8.59E-03	"[[27058, 130], [229, 8]]"	8	Cholangitis	7.58	5.29E-08	7.49	5.68E-08	7.27	2.79E-05	7.27	1.01E-05	9.67E-08	86.2
exm1479072	pheno_306.9	1.63E-03	0.001633	1.17E-03	"[[20340, 54], [21, 3]]"	3	Tension headache	53.89	5.26E-10	54.46	2.66E-10	53.81	4.01E-05	53.81	5.06E-06	5.51E-10	10.33
exm1479072	pheno_306	1.63E-03	0.001633	4.92E-03	"[[20340, 54], [97, 4]]"	4	Other mental disorder	16.54	1.42E-07	16.95	1.15E-07	15.53	1.92E-04	15.53	4.64E-05	3.10E-07	16.32
exm1479109	pheno_642.1	1.06E-03	0.001062	6.86E-03	"[[15142, 30], [101, 4]]"	4	Preeclampsia and eclampsia	24.56	1.37E-08	0	0.00E+00	19.99	8.34E-05	19.99	1.83E-05	4.66E-08	17.62
exm1479366	pheno_272.11	8.06E-02	0.0806	1.71E-01	"[[13384, 2503, 111], [3191, 426, 24]]"	474	Hypercholesterolemia	0.7	1.10E-10	0.71	2.86E-10	0.75	7.72E-09	0.75	3.32E-09	7.97E-09	150112399.4
exm1479366	pheno_272.1	8.06E-02	0.0806	3.25E-01	"[[13384, 2503, 111], [7216, 1064, 60]]"	1184	Hyperlipidemia	0.78	5.92E-10	0.79	1.85E-09	0.82	3.73E-08	0.82	1.71E-08	2.33E-08	14762335.94
exm1479366	pheno_272	8.06E-02	0.0806	3.26E-01	"[[13384, 2503, 111], [7237, 1072, 60]]"	1192	Disorders of lipoid metabolism	0.78	1.19E-09	0.8	3.48E-09	0.82	6.43E-08	0.82	2.80E-08	3.75E-08	8583804.8
exm1479658	pheno_323.8	1.26E-03	0.001262	1.54E-03	"[[29033, 71], [42, 3]]"	3	"Encephalitis, non-infectious"	30.14	3.11E-08	30.4	2.53E-08	29.21	2.06E-04	29.21	3.50E-05	5.93E-08	9.76
exm1480010	pheno_306	1.51E-03	0.001514	4.92E-03	"[[20356, 53], [96, 5]]"	5	Other mental disorder	18.91	1.26E-09	19.38	1.01E-09	20	9.76E-06	20	2.14E-06	6.10E-10	38.62
exm1480052	pheno_724.9	1.52E-03	0.001514	1.27E-03	"[[24225, 69], [28, 3]]"	3	Other unspecified back disorders	36.44	1.12E-08	36.19	9.92E-09	37.62	1.05E-04	37.62	1.58E-05	9.10E-09	10.06
exm1480685	pheno_724.9	1.06E-03	0.00106	1.27E-03	"[[24256, 49], [28, 3]]"	3	Other unspecified back disorders	51.89	5.90E-10	51.17	5.25E-10	53.04	3.97E-05	53.04	5.06E-06	4.11E-10	10.55
exm1483449	pheno_798.1	1.06E-03	0.00106	3.15E-03	"[[17376, 34], [52, 3]]"	3	Chronic fatigue syndrome	30.95	6.63E-08	27.71	1.09E-07	29.48	2.13E-04	29.48	3.68E-05	7.84E-08	9.54
exm1483634	pheno_642.1	1.98E-03	0.001979	6.86E-03	"[[15063, 60], [98, 5]]"	5	Preeclampsia and eclampsia	14.58	4.44E-08	0	0.00E+00	12.81	7.69E-05	12.81	2.08E-05	1.16E-07	27.95
exm1483929	pheno_731	2.37E-03	0.002372	1.38E-03	"[[22015, 95], [27, 4]]"	4	Osteitis deformans and osteopathies associated with other disorders classified elsewhere	42.21	1.49E-11	40.53	1.94E-11	34.33	1.08E-05	34.33	1.73E-06	1.53E-10	21.49
exm1484439	pheno_580.4	1.82E-03	0.001818	3.89E-03	"[[22162, 76], [82, 5]]"	5	"Renal sclerosis, NOS"	18.26	1.32E-09	18.63	8.17E-10	17.78	1.62E-05	17.78	3.71E-06	2.07E-09	36.71
exm1487504	pheno_428.4	1.13E-03	0.001127	3.26E-02	"[[23357, 41, 0], [779, 9, 1]]"	11	Heart failure with preserved EF [Diastolic heart failure]	7.35	4.17E-08	7.18	3.19E-08	8.01	7.59E-07	8.01	2.93E-07	9.18E-10	355.74
exm1488379	pheno_008.6	7.15E-03	0.007164	4.29E-03	"[[27900, 394, 1], [112, 10, 0]]"	10	Viral Enteritis	6.36	2.21E-08	6.33	2.50E-08	6.06	1.21E-05	6.06	4.74E-06	3.89E-08	174.11
exm1488931	pheno_306.9	1.28E-03	0.001278	1.17E-03	"[[20362, 47], [21, 3]]"	3	Tension headache	59.1	2.46E-10	60.85	1.14E-10	61.89	2.69E-05	61.89	3.19E-06	1.53E-10	10.47
exm1490365	pheno_697	2.16E-03	0.002159	1.11E-02	"[[25055, 106], [275, 9]]"	9	Sarcoidosis	7.24	2.24E-08	7.6	8.93E-09	7.74	5.93E-06	7.74	2.12E-06	7.33E-09	164.75
exm1490365	pheno_642.1	2.16E-03	0.002159	6.86E-03	"[[15090, 68], [100, 5]]"	5	Preeclampsia and eclampsia	13.02	1.20E-07	0	0.00E+00	11.1	1.45E-04	11.1	4.20E-05	5.01E-07	24.8
exm1490419	pheno_703	1.90E-03	0.001919	4.32E-03	"[[27761, 96, 1], [116, 5, 0]]"	5	Diseases of nail	13	3.19E-08	11.77	6.51E-08	11.97	9.00E-05	11.97	2.48E-05	1.23E-07	28.73
exm1491829	pheno_642.1	1.96E-03	0.001957	6.86E-03	"[[15096, 63], [99, 6]]"	6	Preeclampsia and eclampsia	18.06	1.63E-10	0	0.00E+00	14.52	7.74E-06	14.52	2.01E-06	1.47E-09	60.64
exm1495873	pheno_642.1	1.61E-03	0.001609	6.86E-03	"[[15046, 46], [100, 5]]"	5	Preeclampsia and eclampsia	18.45	4.05E-09	0	0.00E+00	16.35	2.61E-05	16.35	6.36E-06	9.04E-09	32.99
exm1496574	pheno_642.1	2.79E-03	0.002791	6.86E-03	"[[14952, 88, 0], [97, 7, 0]]"	7	Preeclampsia and eclampsia	14.5	1.38E-10	0	0.00E+00	11.87	4.31E-06	11.87	1.23E-06	7.65E-10	102.77
exm1496574	pheno_697	2.79E-03	0.002791	1.11E-02	"[[24802, 135, 1], [272, 11, 0]]"	11	Sarcoidosis	6.61	2.06E-09	6.81	1.03E-09	7.2	1.03E-06	7.2	3.84E-07	4.97E-10	442.26
exm1496654	pheno_288.3	1.25E-03	0.001244	5.35E-03	"[[21710, 47], [113, 4]]"	4	Eosinophilia	16.7	1.10E-07	16.33	1.34E-07	16.35	1.60E-04	16.35	3.79E-05	1.98E-07	16.73
exm1497753	pheno_772.6	1.04E-03	0.001043	2.13E-03	"[[26683, 55], [54, 3]]"	3	Facial weakness	26.48	8.42E-08	26.96	6.61E-08	26.95	2.59E-04	26.95	4.60E-05	1.16E-07	9.58
exm1498335	pheno_427.61	1.54E-01	0.1542	3.68E-03	"[[13160, 4805, 432], [32, 27, 9]]"	45	Supraventricular premature beats	2.73	4.58E-08	2.73	4.70E-08	2.72	2.93E-07	2.72	1.53E-07	2.77E-08	6289.04
exm1498550	pheno_352.1	1.09E-02	0.0109	6.54E-03	"[[25407, 547, 7], [155, 16, 0]]"	16	Trigeminal nerve disorders [CN5]	4.42	1.02E-08	4.42	8.20E-09	4.49	1.71E-06	4.49	7.93E-07	6.81E-09	857.49
exm1499934	pheno_697	1.54E-03	0.001538	1.11E-02	"[[25039, 73], [273, 8]]"	8	Sarcoidosis	9.76	1.84E-09	9.93	1.24E-09	10.05	3.26E-06	10.05	1.03E-06	1.17E-09	144.25
exm1511238	pheno_337	3.60E-03	0.0036	7.74E-03	"[[22536, 143, 7], [168, 9, 0]]"	9	Disorders of the autonomic nervous system	5.56	7.00E-08	5.62	5.04E-08	7.51	6.58E-06	7.51	2.35E-06	7.35E-09	168.31
exm1511238	pheno_255.11	3.60E-03	0.0036	2.06E-03	"[[25543, 173, 8], [49, 3, 1]]"	5	Cushing's syndrome	8.2	1.42E-07	8.05	1.69E-07	13.43	5.34E-05	13.43	1.37E-05	3.34E-08	31.72
exm1512613	pheno_751.1	1.04E-03	0.001043	6.73E-03	"[[27827, 56], [184, 5]]"	5	Congenital anomalies of genital organs	30.02	7.61E-09	29.83	6.23E-08	13.5	5.75E-05	13.5	1.52E-05	5.16E-08	30.03
exm1513371	pheno_642.1	1.94E-03	0.001941	6.86E-03	"[[15096, 53], [98, 7]]"	7	Preeclampsia and eclampsia	24.3	1.45E-13	0	0.00E+00	20.35	1.71E-07	20.35	3.86E-08	5.11E-13	156.44
exm1513371	pheno_642	1.94E-03	0.001941	1.21E-02	"[[15096, 53], [179, 7]]"	7	"Hypertension complicating pregnancy, childbirth, and the puerperium"	12.8	1.51E-09	0	0.00E+00	11.14	7.74E-06	11.14	2.35E-06	4.54E-09	83.97
exm1513977	pheno_795	1.28E-02	0.01281	9.12E-03	"[[28497, 728, 3], [247, 21, 1]]"	23	"Other and nonspecific abnormal cytological, histological and immunological findings"	3.49	8.23E-09	3.49	8.55E-09	3.51	7.19E-07	3.51	3.79E-07	5.52E-09	2498.26
exm1513977	pheno_795.8	1.28E-02	0.01281	8.65E-03	"[[28497, 728, 3], [234, 20, 1]]"	22	"Abnormal tumor markers, elevated CEA or CA 125"	3.53	1.28E-08	3.52	1.37E-08	3.55	1.06E-06	3.55	5.56E-07	9.06E-09	1918.43
exm1515229	pheno_642.1	1.86E-03	0.001855	6.86E-03	"[[15104, 59], [99, 5]]"	5	Preeclampsia and eclampsia	15.25	2.52E-08	0	0.00E+00	12.93	7.38E-05	12.93	1.99E-05	1.06E-07	28.15
exm1516632	pheno_642.1	2.67E-03	0.002667	6.86E-03	"[[15068, 85], [98, 7]]"	7	Preeclampsia and eclampsia	14.64	1.36E-10	0	0.00E+00	12.66	3.24E-06	12.66	8.99E-07	5.21E-10	103.15
exm1517564	pheno_348.4	2.51E-03	0.002506	1.98E-03	"[[22577, 113, 1], [41, 4, 0]]"	4	Cerebral cysts	15.99	1.03E-07	15.81	1.07E-07	18.31	9.58E-05	18.31	2.09E-05	3.92E-08	18.65
exm1517715	pheno_580.1	1.60E-03	0.001598	1.27E-02	"[[22190, 66, 0], [279, 7, 0]]"	7	Glomerulonephritis	9.14	4.80E-08	8.98	6.41E-08	8.34	4.03E-05	8.34	1.39E-05	1.31E-07	59.91
exm1517715	pheno_580.14	1.60E-03	0.001598	4.07E-03	"[[22190, 66, 0], [87, 4, 0]]"	4	"Chronic glomerulonephritis, NOS"	17.52	6.62E-08	16.25	1.32E-07	15.13	1.98E-04	15.13	4.80E-05	2.86E-07	16.65
exm1519673	pheno_530.6	2.25E-03	0.002254	2.13E-03	"[[19139, 80, 1], [37, 4, 0]]"	4	"Diverticulum of esophagus, acquired"	19.9	1.58E-08	19.18	1.73E-08	23.99	3.55E-05	23.99	6.81E-06	2.54E-09	20.82
exm1519922	pheno_642.1	2.03E-03	0.002027	6.86E-03	"[[15080, 62], [100, 5]]"	5	Preeclampsia and eclampsia	14.45	4.38E-08	0	0.00E+00	12.16	9.68E-05	12.16	2.69E-05	1.99E-07	26.8
exm1520234	pheno_303.4	1.46E-03	0.001463	4.20E-03	"[[20358, 52], [82, 4]]"	4	Somatoform disorder	22.99	7.41E-09	21.59	1.30E-08	19.1	8.99E-05	19.1	1.96E-05	4.31E-08	18.12
exm1520234	pheno_907	1.46E-03	0.001463	5.26E-03	"[[29246, 79], [150, 5]]"	5	Injuries to the nervous system	11.98	1.25E-07	12.04	1.17E-07	12.34	8.32E-05	12.34	2.27E-05	1.16E-07	28.51
exm1522677	pheno_722.7	1.84E-03	0.001835	2.71E-03	"[[24184, 91], [62, 4]]"	4	Intervertebral disc disorder with myelopathy	17.09	9.00E-08	16.97	8.36E-08	17.15	1.30E-04	17.15	2.95E-05	1.07E-07	17.43
exm1526864	pheno_731	2.23E-03	0.00223	1.38E-03	"[[22289, 93], [29, 3]]"	3	Osteitis deformans and osteopathies associated with other disorders classified elsewhere	31.29	3.30E-08	29.24	5.26E-08	24.79	3.45E-04	24.79	6.32E-05	3.12E-07	9.17
exm1527494	pheno_334.1	1.17E-02	0.01176	2.24E-03	"[[22178, 508, 4], [43, 8, 0]]"	8	Spinocerebellar disease	7.08	1.34E-07	7.36	7.61E-08	7.4	2.50E-05	7.4	8.80E-06	7.86E-08	88.54
exm1532786	pheno_550.1	2.00E-03	0.002001	2.13E-02	"[[25850, 89, 0], [551, 13, 0]]"	13	Inguinal hernia	7.77	1.56E-10	8.02	6.32E-11	6.78	2.79E-07	6.78	1.11E-07	1.43E-10	888.21
exm1536916	pheno_454.11	1.19E-03	0.001194	7.29E-03	"[[22571, 48], [161, 5]]"	5	"Varicose veins of lower extremity, symptomtic"	14.86	3.18E-08	15.05	2.04E-08	14.6	4.18E-05	14.6	1.07E-05	2.59E-08	31.22
exm1538406	pheno_471	1.09E-03	0.001093	5.08E-03	"[[20897, 45], [103, 4]]"	4	Nasal polyps	19.43	2.72E-08	20.23	1.85E-08	18.03	1.12E-04	18.03	2.54E-05	7.97E-08	17.54
exm1538486	pheno_189.12	1.35E-03	0.001345	3.42E-03	"[[28173, 74], [93, 4]]"	4	Malignant neoplasm of renal pelvis	17.14	9.91E-08	17.34	8.33E-08	16.37	1.51E-04	16.37	3.52E-05	1.51E-07	17.19
exm1538838	pheno_697	1.02E-03	0.001019	1.11E-02	"[[24948, 42, 2], [277, 7, 0]]"	7	Sarcoidosis	9.76	1.18E-08	9.93	1.02E-08	13.55	2.15E-06	13.55	5.97E-07	2.15E-10	109.72
exm1543637	pheno_200.1	1.18E-03	0.00118	7.29E-03	"[[26850, 58], [193, 5]]"	5	Polycythemia vera	12.61	9.03E-08	12.38	1.06E-07	11.99	9.85E-05	11.99	2.76E-05	1.90E-07	27.16
exm1545524	pheno_555.21	1.23E-03	0.001228	7.29E-03	"[[21198, 49], [151, 5]]"	5	Ulcerative colitis (chronic)	14.66	2.04E-08	14.65	2.09E-08	14.32	4.57E-05	14.32	1.18E-05	3.25E-08	30.74
exm1546174	pheno_573.5	1.72E-03	0.001717	1.70E-02	"[[23196, 76, 1], [394, 9, 0]]"	9	Jaundice (not of newborn)	6.43	1.15E-07	6.4	1.23E-07	6.73	1.80E-05	6.73	6.99E-06	7.61E-08	116.48
exm1548723	pheno_751.1	1.80E-03	0.001799	6.73E-03	"[[27791, 92], [182, 7]]"	7	Congenital anomalies of genital organs	11.34	8.73E-08	11.27	1.98E-07	11.62	4.95E-06	11.62	1.43E-06	1.07E-09	99.78
exm1549680	pheno_377.1	7.96E-03	0.007958	4.44E-03	"[[25411, 387, 1], [105, 10, 0]]"	10	Optic atrophy	6.03	5.83E-08	6.08	4.81E-08	5.98	1.37E-05	5.98	5.41E-06	5.08E-08	166.09
exm1550114	pheno_912	1.22E-02	0.01218	4.17E-03	"[[27968, 683, 2], [107, 13, 0]]"	13	Insect bite	4.87	6.84E-08	4.88	6.17E-08	4.72	9.32E-06	4.72	4.17E-06	6.85E-08	298.05
exm1551006	pheno_733.6	2.86E-03	0.002859	7.90E-04	"[[25176, 136], [17, 3]]"	3	Costochondritis	33.68	3.08E-08	33.83	2.71E-08	32.67	1.72E-04	32.67	2.74E-05	5.66E-08	9.42
exm1551354	pheno_323.8	1.38E-03	0.001379	1.54E-03	"[[29028, 77], [42, 3]]"	3	"Encephalitis, non-infectious"	26.52	8.96E-08	25.97	1.04E-07	26.93	2.60E-04	26.93	4.58E-05	1.18E-07	9.58
exm1552432	pheno_531.3	2.79E-03	0.002792	5.62E-03	"[[28350, 155], [154, 7]]"	7	Duodenal ulcer	8.18	1.26E-07	8.33	9.26E-08	8.31	3.80E-05	8.31	1.27E-05	9.94E-08	62.89
exm1552519	pheno_550.6	2.62E-03	0.002624	1.65E-02	"[[25821, 118], [423, 11]]"	11	Incisional hernia	5.41	1.41E-07	5.29	1.98E-07	5.69	9.87E-06	5.69	4.14E-06	5.06E-08	205.27
exm1552621	pheno_574.2	4.86E-02	0.04854	6.46E-03	"[[24813, 2484, 65], [141, 33, 4]]"	41	Calculus of bile duct	2.61	1.02E-08	2.61	9.42E-09	2.59	3.02E-07	2.59	1.72E-07	8.54E-09	9489.73
exm155319	pheno_642.1	1.81E-03	0.001805	6.86E-03	"[[15107, 62], [99, 5]]"	5	Preeclampsia and eclampsia	14.63	3.80E-08	0	0.00E+00	12.31	9.18E-05	12.31	2.53E-05	1.75E-07	27.08
exm1557785	pheno_733.6	1.11E-03	0.00111	7.90E-04	"[[25262, 52], [18, 2]]"	2	Costochondritis	56.86	1.19E-07	53.44	1.68E-07	53.98	8.27E-04	53.98	9.87E-05	3.17E-07	4.54
exm1559565	pheno_958.1	1.41E-03	0.001413	1.52E-03	"[[28841, 78], [41, 3]]"	3	Postoperative shock	27.05	6.58E-08	27.35	5.71E-08	27.06	2.57E-04	27.06	4.51E-05	1.14E-07	9.58
exm1560247	pheno_571.6	1.95E-03	0.00195	1.01E-02	"[[23031, 91], [229, 8]]"	8	Primary biliary cirrhosis	8.87	7.03E-09	8.43	1.38E-08	8.84	7.72E-06	8.84	2.58E-06	7.13E-09	119.14
exm1560906	pheno_642.1	2.45E-03	0.002451	6.86E-03	"[[15058, 80], [99, 6]]"	6	Preeclampsia and eclampsia	13.97	3.52E-09	0	0.00E+00	11.41	2.78E-05	11.41	8.04E-06	2.84E-08	48.37
exm1560906	pheno_575.1	2.45E-03	0.002451	8.59E-03	"[[27099, 126], [229, 8]]"	8	Cholangitis	7.79	3.53E-08	7.72	3.65E-08	7.51	2.24E-05	7.51	8.00E-06	6.13E-08	91.8
exm1560906	pheno_575	2.45E-03	0.002451	2.40E-02	"[[27099, 126], [654, 14]]"	14	Other biliary tract disease	4.6	8.53E-08	4.66	6.32E-08	4.6	7.24E-06	4.6	3.42E-06	7.27E-08	342.3
exm1560906	pheno_697	2.45E-03	0.002451	1.11E-02	"[[24994, 121], [272, 9]]"	9	Sarcoidosis	6.41	1.34E-07	6.69	6.32E-08	6.83	1.50E-05	6.83	5.66E-06	4.73E-08	126.76
exm1561696	pheno_642.1	2.67E-03	0.002673	6.86E-03	"[[15038, 87], [98, 7]]"	7	Preeclampsia and eclampsia	15.39	5.86E-11	0	0.00E+00	12.35	3.79E-06	12.35	1.06E-06	7.46E-10	100.22
exm1562499	pheno_305.21	2.63E-03	0.002624	1.13E-03	"[[20308, 103], [20, 3]]"	3	Anorexia nervosa	31.35	8.92E-08	32.36	7.09E-08	29.57	2.23E-04	29.57	3.74E-05	1.09E-07	9.32
exm1564963	pheno_642.1	2.96E-03	0.002955	6.86E-03	"[[15057, 87], [98, 7]]"	7	Preeclampsia and eclampsia	14.45	1.57E-10	0	0.00E+00	12.36	3.76E-06	12.36	1.05E-06	7.32E-10	100.39
exm1565191	pheno_571.6	1.15E-03	0.001147	1.01E-02	"[[23177, 52], [231, 6]]"	6	Primary biliary cirrhosis	11.74	1.92E-08	11.37	2.74E-08	11.58	2.60E-05	11.58	7.60E-06	2.51E-08	48.73
exm1567935	pheno_041.4	4.16E-03	0.004154	2.34E-02	"[[24760, 201], [577, 20]]"	20	E. coli	4.09	4.22E-09	4.1	3.58E-09	4.27	2.85E-07	4.27	1.40E-07	9.72E-10	2547.8
exm1570372	pheno_575.1	2.01E-03	0.00201	8.59E-03	"[[27146, 105], [229, 7]]"	7	Cholangitis	8.38	8.90E-08	8.13	1.26E-07	7.9	5.31E-05	7.9	1.84E-05	2.12E-07	56.94
exm1570830	pheno_272.9	1.15E-03	0.001147	1.24E-03	"[[18495, 41], [21, 2]]"	2	Unspecified disorder of lipoid metabolism	68.22	1.00E-07	55.39	1.94E-07	42.96	1.29E-03	42.96	1.73E-04	1.38E-06	4.45
exm1572935	pheno_965.1	4.11E-03	0.004104	1.78E-03	"[[24479, 195, 1], [39, 5, 0]]"	5	Opiates and related narcotics causing adverse effects in therapeutic use	15.12	6.90E-09	15	7.19E-09	15.03	3.22E-05	15.03	7.83E-06	9.57E-09	34.38
exm1573539	pheno_642.1	2.35E-03	0.002347	6.86E-03	"[[15077, 74], [98, 6]]"	6	Preeclampsia and eclampsia	14.75	1.88E-09	0	0.00E+00	12.47	1.73E-05	12.47	4.81E-06	9.61E-09	52.93
exm1574360	pheno_642.1	2.31E-03	0.002311	6.86E-03	"[[15087, 73], [99, 6]]"	6	Preeclampsia and eclampsia	15.45	1.06E-09	0	0.00E+00	12.53	1.70E-05	12.53	4.70E-06	9.16E-09	53.13
exm1574360	pheno_571.6	2.31E-03	0.002311	1.01E-02	"[[23124, 111], [229, 8]]"	8	Primary biliary cirrhosis	7.19	1.31E-07	6.87	2.38E-07	7.28	2.87E-05	7.28	1.05E-05	1.08E-07	84.38
exm1575038	pheno_726.2	1.71E-03	0.001704	1.27E-03	"[[23400, 82], [27, 3]]"	3	Synoviopathy	43.19	2.40E-09	36.13	8.51E-09	31.71	1.73E-04	31.71	2.80E-05	4.20E-08	9.71
exm1575257	pheno_627.5	1.90E-03	0.0019	6.64E-03	"[[11044, 27], [70, 4]]"	4	Premature menopause and other ovarian failure	21.4	3.53E-08	0	0.00E+00	23.37	4.92E-05	23.37	1.01E-05	1.35E-08	18.31
exm1577409	pheno_571.6	2.25E-03	0.002253	1.01E-02	"[[23044, 105], [229, 8]]"	8	Primary biliary cirrhosis	7.57	6.60E-08	7.29	1.06E-07	7.67	2.03E-05	7.67	7.21E-06	5.31E-08	92.96
exm1578615	pheno_571.6	1.23E-03	0.001232	1.01E-02	"[[23160, 57], [232, 6]]"	6	Primary biliary cirrhosis	10.64	6.15E-08	10.38	7.77E-08	10.51	4.30E-05	10.51	1.31E-05	7.61E-08	44.16
exm1580664	pheno_974	4.44E-03	0.004453	3.88E-03	"[[24389, 213, 0], [90, 5, 1]]"	7	"Poisoning by water, mineral, and uric acid metabolism drugs"	8.69	3.72E-08	9.02	1.90E-08	8.7	2.69E-05	8.7	8.75E-06	4.11E-08	70.7
exm1581271	pheno_300.3	4.09E-03	0.004103	3.22E-03	"[[20258, 154], [60, 6]]"	6	Obsessive-compulsive disorders	13.89	2.32E-09	13.99	2.28E-09	13.15	1.28E-05	13.15	3.38E-06	4.50E-09	56.4
exm158139	pheno_174.3	2.52E-03	0.002523	3.62E-03	"[[25508, 109, 4], [87, 6, 0]]"	6	Neoplasm of uncertain behavior of breast	10.56	3.18E-08	10.86	1.20E-08	14.57	6.18E-06	14.57	1.56E-06	4.67E-10	69.2
exm158139	pheno_259.3	2.52E-03	0.002523	1.51E-03	"[[25609, 116, 3], [36, 3, 0]]"	3	Delay in sexual development and puberty NEC	19.75	9.90E-08	29.01	1.41E-08	16.83	9.28E-04	16.83	2.04E-04	3.78E-06	8.45
exm1581616	pheno_642.1	2.40E-03	0.002398	6.86E-03	"[[15065, 71], [98, 5]]"	5	Preeclampsia and eclampsia	13	1.17E-07	0	0.00E+00	10.83	1.62E-04	10.83	4.72E-05	6.39E-07	24.27
exm1581991	pheno_300.3	4.22E-03	0.004238	3.22E-03	"[[20256, 155, 1], [60, 6, 0]]"	6	Obsessive-compulsive disorders	11.34	1.46E-08	11.04	2.60E-08	12.33	1.57E-05	12.33	4.28E-06	5.13E-09	57.79
exm158209	pheno_250.13	3.08E-03	0.003078	6.32E-03	"[[21402, 131, 0], [130, 6, 1]]"	8	Type 1 diabetes with ophthalmic manifestations	9.42	1.54E-09	9.4	1.02E-09	9.86	3.17E-06	9.86	9.91E-07	7.64E-10	156.2
exm1583497	pheno_425.11	2.05E-03	0.002052	3.20E-03	"[[27032, 111], [82, 5]]"	5	Hypertrophic obstructive cardiomyopathy	14.72	1.19E-08	14.77	1.05E-08	14.85	3.60E-05	14.85	8.89E-06	1.46E-08	33.02
exm1588806	pheno_642.1	2.23E-03	0.002224	6.86E-03	"[[15107, 66], [98, 6]]"	6	Preeclampsia and eclampsia	16.71	4.24E-10	0	0.00E+00	14.01	9.35E-06	14.01	2.46E-06	2.28E-09	58.88
exm1589046	pheno_686.2	7.50E-03	0.007502	1.58E-03	"[[24196, 384, 1], [33, 6, 0]]"	6	Impetigo	10.53	7.16E-08	10.53	7.24E-08	10.53	3.88E-05	10.53	1.13E-05	5.04E-08	46.79
exm1592	pheno_575	3.01E-03	0.003006	2.40E-02	"[[26790, 149], [651, 16]]"	16	Other biliary tract disease	4.47	1.86E-08	4.44	2.16E-08	4.42	2.75E-06	4.42	1.32E-06	2.09E-08	640.49
exm1593952	pheno_642.1	2.59E-03	0.002585	6.86E-03	"[[15061, 75], [100, 5]]"	5	Preeclampsia and eclampsia	13.33	9.58E-08	0	0.00E+00	10.04	2.25E-04	10.04	6.81E-05	1.34E-06	22.62
exm1594803	pheno_856	1.57E-02	0.01566	1.87E-03	"[[24286, 779, 1], [38, 9, 0]]"	9	Vascular complications of surgery and medical procedures	7.22	1.02E-07	7.24	9.13E-08	6.69	1.82E-05	6.69	6.75E-06	7.42E-08	117.54
