"cID","SNP","PUBMEDID","Study","Disease_Trait","Initial_Sample_Size","Replication_Sample_Size","Region","Chr","Chr_pos","Reported_Gene","Mapped_gene","Upstream_gene_id","Downstream_gene_id","Strongest_SNP","SNPs","Snp_id_current","Context","Intergenic","Risk_Allele_Frequency","p_value","Pvalue_mog","p_value_text","OR_or_beta_text","OR_or_beta","CI_95","Platform","CNV","tID","Date_Added_to_Catalog","continuous_trait","GWS","tID","trait","match_available","jd_code","lab_available","lab_name","good_match"
12713,"rs1511412",20711176,"A genome-wide association study identifies four susceptibility loci for keloid in the Japanese population.","Keloid","178 Japanese cases, 906 Japanese controls","621 Japanese cases, 2,271 Japanese controls","3q23",3,138713704,"LOC389151, FOXL2","C3orf72 - PRR23A",401089,729627,"rs1511412-A","rs1511412",1511412,"Intergenic",1,0.08,2E-13,12.699,"",1.87,1.87,"[1.58-2.21]","Illumina [452,038]","N",1299,"2010-09-22",0,1,855,"Keloid",1,701.4,NULL,NULL,NULL
12543,"rs4676049",20885792,"Dementia revealed: novel chromosome 6 locus for late-onset Alzheimer disease provides genetic evidence for folate-pathway abnormalities.","Alzheimer's disease (late onset)","931 cases, 1,104 controls","1,338 cases, 2,003 controls","2q12.3",2,109635257,"Intergenic","EDAR - SH3RF3-AS1",10913,100287216,"rs4676049-A","rs4676049",4676049,"Intergenic",1,0.08,4E-8,7.39794,"",1.76,1.76,"[1.44-2.15]","Illumina [483,399]","N",153,"2010-10-14",0,1,890,"Alzheimer's disease (late onset)",1,290.11,NULL,NULL,NULL
12038,"rs12188300",20953186,"Common variants at TRAF3IP2 are associated with susceptibility to psoriatic arthritis and psoriasis.","Psoriatic arthritis","572 German cases, 888 German controls","Up to 1,761 European descent cases, 3,727 European descent controls","5q33.3",5,158829527,"IL12B","IL12B - ADRA1B",3593,147,"rs12188300-T","rs12188300",12188300,"Intergenic",1,0.08,7E-17,16.1549,"",1.70,1.70,"[1.50-1.93]","Affymetrix [1,585,307] (imputed)","N",2117,"2010-11-30",0,1,1118,"Psoriatic arthritis",1,696.42,NULL,NULL,NULL
1960,"rs2474937",23708190,"A genome-wide association study identifies two risk loci for congenital heart malformations in Han Chinese populations.","Congenital heart malformation","945 Han Chinese ancestry cases, 1,246 Han Chinese ancestry controls","2,160 Han Chinese ancestry cases, 3,866 Han Chinese ancestry controls","1p12",1,118902978,"TBX15, SPAG17","SPAG17 - PSMC1P12",200162,644094,"rs2474937-C","rs2474937",2474937,"Intergenic",1,0.08,8E-10,9.09691,"",1.40,1.40,"[1.26-1.56]","Illumina [708,275]","N",634,"2013-11-15",0,1,1438,"Congenital heart malformation",1,747.1,NULL,NULL,NULL
10642,"rs16942421",21658281,"GWAS for discovery and replication of genetic loci associated with sudden cardiac arrest in patients with coronary artery disease.","Sudden cardiac arrest","89 European ancestry cases, 520 European ancestry controls","NR","18q11.2",18,24156425,"KCTD1","KCTD1",NULL,NULL,"rs16942421-?","rs16942421",16942421,NULL,0,0.08,8E-10,9.09691,"(Recessive)",1.68,1.68,"[1.43-1.98]","Affymetrix [319,222]","N",2532,"2011-07-20",0,1,2079,"Sudden cardiac arrest",1,427.42,NULL,NULL,NULL
11798,"rs12720356",21102463,"Genome-wide meta-analysis increases to 71 the number of confirmed Crohn's disease susceptibility loci.","Crohn's disease","6,333 European ancestry cases, 15,056 European ancestry controls","15,694 European ancestry cases, 14,026 European ancestry controls, 414 European ancestry parent-offspring trios","19p13.2",19,10469975,"TYK2,ICAM1,ICAM3","TYK2",NULL,NULL,"rs12720356-G","rs12720356",12720356,"missense",0,0.084,1E-12,12,"",1.12,1.12,"[1.06-1.19]","Affymetrix & Illumina [953,241] (imputed)","N",665,"2012-10-19",0,1,1,"Crohn's disease",1,555.1,NULL,NULL,NULL
8466,"rs4915077",22493691,"Novel associations for hypothyroidism include known autoimmune risk loci.","Hypothyroidism","3,736 European ancestry cases, 35,546 European ancestry controls","NR","1p13.3",1,108366016,"VAV3","VAV3",NULL,NULL,"rs4915077-C","rs4915077",4915077,"intron",0,0.084,8E-10,9.09691,"",1.30,1.30,"[1.20-1.41]","Illumina [870,065]","N",1101,"2012-05-25",0,1,175,"Hypothyroidism",1,244.4,NULL,NULL,NULL
6674,"rs817826",23023329,"Genome-wide association study in Chinese men identifies two new prostate cancer risk loci at 9q31.2 and 19q13.4.","Prostate cancer","1,417 Han Chinese cases, 1,008 Han Chinese controls","3,067 Han Chinese cases, 7,926 Han Chinese controls","9q31.2",9,110156300,"RAD23B, KLF4","RAD23B - HMGN2P32",5887,100874473,"rs817826-C","rs817826",817826,"Intergenic",1,0.084,5E-14,13.301,"",1.41,1.41,"[1.29-1.54]","Illumina [587,294]","N",2025,"2012-12-11",0,1,177,"Prostate cancer",1,185,NULL,NULL,NULL
11825,"rs7714584",21102463,"Genome-wide meta-analysis increases to 71 the number of confirmed Crohn's disease susceptibility loci.","Crohn's disease","6,333 European ancestry cases, 15,056 European ancestry controls","15,694 European ancestry cases, 14,026 European ancestry controls, 414 European ancestry parent-offspring trios","5q33.1",5,150270420,"IRGM","IRGM - ZNF300",345611,91975,"rs7714584-G","rs7714584",7714584,"Intergenic",1,0.088,8E-19,18.0969,"",1.37,1.37,"[1.28-1.47]","Affymetrix & Illumina [953,241] (imputed)","N",665,"2012-10-19",0,1,1,"Crohn's disease",1,555.1,NULL,NULL,NULL
6441,"rs8005161",23128233,"Host-microbe interactions have shaped the genetic architecture of inflammatory bowel disease.","Inflammatory bowel disease","12,924 European ancestry cases, 21,442 European ancestry controls","25,683 European ancestry cases, 17,015 European ancestry controls","14q31.3",14,88472595,"GPR65,GALC","GPR65",NULL,NULL,"rs8005161-T","rs8005161",8005161,"intron",0,0.089,2E-14,13.699,"",1.15,1.15,"[1.097-1.211]","Affymetrix & Illumina [1.23 million](imputed)","N",1232,"2013-02-12",0,1,333,"Inflammatory bowel disease",1,555,NULL,NULL,NULL
16164,"rs11747270",18587394,"Genome-wide association defines more than 30 distinct susceptibility loci for Crohn's disease.","Crohn's disease","3,230 cases4,829 controls","1,339 trios, 2,325 cases, 1,809 controls","5q33.1",5,150258867,"IRGM","IRGM - ZNF300",345611,91975,"rs11747270-G","rs11747270",11747270,"Intergenic",1,0.09,3E-16,15.5229,"",1.33,1.33,"[NR]","Affymetrix and Illumina[635,547](imputed)","N",665,"2008-11-25",0,1,1,"Crohn's disease",1,555.1,NULL,NULL,NULL
16919,"rs2476601",17554260,"Robust associations of four new chromosome regions from genome-wide analyses of type 1 diabetes.","Type 1 diabetes","1,963 cases,2,938 controls","2997 trios, 4,000 cases, 5,000 controls","1p13.2",1,114377568,"PTPN22","PTPN22",NULL,NULL,"rs2476601-T","rs2476601",2476601,NULL,0,0.09,2E-80,79.699,"",1.98,1.98,"[1.82-2.15]","see WTCCC","N",2627,"2008-11-25",0,1,49,"Type 1 diabetes",1,250.1,NULL,NULL,NULL
10731,"rs10484761",21642993,"Genome-wide association study identifies three new susceptibility loci for esophageal squamous-cell carcinoma in Chinese populations.","Esophageal cancer","2,031 Han Chinese cases, 2,044 Han Chinese controls","3,986 Han Chinese cases, 4,157 Han Chinese controls","6p21.1",6,40802261,"UNC5CL","LRFN2 - UNC5CL",57497,222643,"rs10484761-G","rs10484761",10484761,"Intergenic",1,0.09,7E-12,11.1549,"",1.33,1.33,"[1.23-1.45]","Affymetrix [666,141]","N",819,"2011-06-16",0,1,65,"Esophageal cancer",1,150,NULL,NULL,NULL
12707,"rs11248051",20711177,"Common genetic variation in the HLA region is associated with late-onset sporadic Parkinson's disease.","Parkinson's disease","2,000 European ancestry cases, 1,986 European ancestry controls","Up to 1,447 cases, 1,468 controls","4p16.3",4,858332,"GAK","GAK",NULL,NULL,"rs11248051-T","rs11248051",11248051,"intron",0,0.09,3E-9,8.52288,"",1.46,1.46,"[1.29-1.65]","Illumina [811,597]","N",1918,"2010-09-22",0,1,136,"Parkinson's disease",1,332,NULL,NULL,NULL
16451,"rs4242384",18264097,"Multiple newly identified loci associated with prostate cancer susceptibility.","Prostate cancer","1,854 cases, 1,894 controls","3,268 cases, 3,366 controls","8q24.21",8,128518554,"Intergenic","POU5F1B - MYC",5462,4609,"rs4242384-C","rs4242384",4242384,"Intergenic",1,0.09,3E-16,15.5229,"",1.88,1.88,"[NR]","Illumina [541,129]","N",2025,"2008-11-25",0,1,177,"Prostate cancer",1,185,NULL,NULL,NULL
16986,"rs1447295",17401366,"Genome-wide association study identifies a second prostate cancer susceptibility variant at 8q24.","Prostate cancer","1,453 cases,3,064 controls","1,210 EA cases, 2,445 EA controls; 373 AA cases, 372 AA controls","8q24.21",8,128485038,"Intergenic","LOC727677",NULL,NULL,"rs1447295-A","rs1447295",1447295,"intron",0,0.09,6E-18,17.2218,"",1.60,1.60,"[1.43-1.77]","Illumina[316,515]","N",2025,"2008-11-25",0,1,177,"Prostate cancer",1,185,NULL,NULL,NULL
11413,"rs943072",21297633,"Meta-analysis identifies 29 additional ulcerative colitis risk loci, increasing the number of confirmed associations to 47.","Ulcerative colitis","6,687 European ancestry cases, 19,718 European ancestry controls","9,628 European ancestry cases, 12,917 European ancestry controls","6p21.1",6,43795968,"Intergenic","VEGFA - C6orf223",7422,221416,"rs943072-G","rs943072",943072,"Intergenic",1,0.09,2E-10,9.69897,"",1.15,1.15,"[1.08-1.23]","Affymetrix & Illumina [~1.1 million] (imputed)","N",2656,"2011-03-29",0,1,181,"Ulcerative colitis",1,555.2,NULL,NULL,NULL
10497,"rs36600",21725308,"A genome-wide association study identifies two new lung cancer susceptibility loci at 13q12.12 and 22q12.2 in Han Chinese.","Lung cancer","2,331 Chinese ancestry cases, 3,077 Chinese ancestry controls","6,313 Chinese ancestry cases, 6,409 Chinese ancestry controls","22q12.2",22,30337586,"MTMR3","MTMR3",NULL,NULL,"rs36600-A","rs36600",36600,"intron",0,0.09,6E-13,12.2218,"",1.29,1.29,"[1.20-1.38]","Affymetrix [906,703]","N",1395,"2011-08-03",0,1,215,"Lung cancer",1,165.1,NULL,NULL,NULL
8887,"rs11984041",22306652,"Genome-wide association study identifies a variant in HDAC9 associated with large vessel ischemic stroke.","Stroke","3,548 European ancestry cases, 5,972 European ancestry controls","6,594 European ancestry cases, 34,864 European ancestry controls","7p21.1",7,19031935,"HDAC9","HDAC9",NULL,NULL,"rs11984041-A","rs11984041",11984041,"intron",0,0.09,2E-11,10.699,"(LVD)",1.42,1.42,"[1.28-1.57]","Illumina [495,851]","N",2509,"2012-03-09",0,1,408,"Stroke",1,433.21,NULL,NULL,NULL
13348,"rs13315591",20453842,"Genome-wide association study meta-analysis identifies seven new rheumatoid arthritis risk loci.","Rheumatoid arthritis","5,539 European ancestry cases, 20,169 European ancestry controls","6,768 European ancestry cases, 8,806 European ancestry controls","3p14.3",3,58556841,"PXK","FAM107A",NULL,NULL,"rs13315591-C","rs13315591",13315591,"intron",0,0.09,5E-8,7.30103,"",1.29,1.29,"[NR]","Affymetrix & Illumina [~2,716,259] (imputed)","N",2384,"2010-06-13",0,1,416,"Rheumatoid arthritis",1,714.1,NULL,NULL,NULL
14532,"rs4324798",19836008,"A genome-wide association study of lung cancer identifies a region of chromosome 5p15 associated with risk for adenocarcinoma.","Lung adenocarcinoma","5,739 European descent cases, 5,848 European descent controls","7,561 European descent cases, 13,818 European descent controls","6p22.1",6,28776117,"TRNAA-UGC","NOP56P1 - RPL13P",646192,387044,"rs4324798-A","rs4324798",4324798,"Intergenic",1,0.09,2E-8,7.69897,"",1.16,1.16,"[1.09-1.24]","Illumina [515,922]","N",1393,"2009-11-09",0,1,539,"Lung adenocarcinoma",1,165.1,NULL,NULL,NULL
11608,"rs10818854",21151128,"Genome-wide association study identifies susceptibility loci for polycystic ovary syndrome on chromosome 2p16.3, 2p21 and 9q33.3.","Polycystic ovary syndrome","744 Han Chinese ancestry cases, 895 Han Chinese ancestry controls","3,338 Han Chinese ancestry cases, 5,792 Han Chinese ancestry controls","9q33.3",9,126446778,"DENND1A","DENND1A",NULL,NULL,"rs10818854-A","rs10818854",10818854,"intron",0,0.09,9E-18,17.0458,"",1.51,1.51,"[1.37-1.65]","Affymetrix [611,633]","N",1991,"2011-01-16",0,1,659,"Polycystic ovary syndrome",1,256.4,NULL,NULL,NULL
14928,"rs258322",19578364,"Genome-wide association study identifies three loci associated with melanoma risk.","Melanoma","1,539 European ancestry cases, 3,917 European ancestry controls","2,312 European ancestry cases, 1,867 European ancestry controls","16q24.3",16,89755903,"MC1R","CDK10",NULL,NULL,"rs258322-A","rs258322",258322,"intron",0,0.09,3E-27,26.5229,"",1.67,1.67,"[1.52-1.83]","Illumina [~317,000]","N",1450,"2009-07-16",0,1,1281,"Melanoma",1,172.11,NULL,NULL,NULL
16185,"rs910873",18488026,"Common sequence variants on 20q11.22 confer melanoma susceptibility.","Melanoma","864 cases,864 controls","1,230 cases,1,251 controls","20q11.22",20,33171772,"CDC91L1","PIGU",NULL,NULL,"rs910873-T","rs910873",910873,"intron",0,0.09,1E-15,15,"",1.75,1.75,"[1.53-2.01]","Illumina[535,150](pooled)","N",1450,"2008-11-25",0,1,1281,"Melanoma",1,172.11,NULL,NULL,NULL
15058,"rs189897",19478819,"A genome-wide association study identifies ITGA9 conferring risk of nasopharyngeal carcinoma.","Nasopharyngeal carcinoma","111 Chinese ancestry cases, 260 Chinese ancestry controls","168 Chinese ancestry cases, 252 Chinese ancestry controls","3p22.2",3,37518545,"ITGA9","ITGA9",NULL,NULL,"rs189897-A","rs189897",189897,"intron",0,0.09,7E-8,7.1549,"",3.18,3.18,"[1.94-5.21]","Illumina [533,048]","N",1658,"2009-06-14",0,0,1394,"Nasopharyngeal carcinoma",1,149.2,NULL,NULL,NULL
7360,"rs4958881",23055271,"Risk for myasthenia gravis maps to a (151) Pro&#x02192;Ala change in TNIP1 and to human leukocyte antigen-B*08.","Myasthenia gravis","400 European ancestry cases, 5,505 European ancestry controls","249 European ancestry cases, 3,415 European ancestry controls","5q33.1",5,150450236,"TNIP1","TNIP1",NULL,NULL,"rs4958881-G","rs4958881",4958881,"intron",0,0.09,3E-10,9.52288,"",1.73,1.73,"[1.46-2.06]","Illumina [274,256]","N",1635,"2012-11-22",0,1,1840,"Myasthenia gravis",1,358.1,NULL,NULL,NULL
10629,"rs16866933",21658281,"GWAS for discovery and replication of genetic loci associated with sudden cardiac arrest in patients with coronary artery disease.","Sudden cardiac arrest","89 European ancestry cases, 520 European ancestry controls","NR","2q31.2",2,180566678,"ZNF385B","ZNF385B",NULL,NULL,"rs16866933-?","rs16866933",16866933,"intron",0,0.09,6E-14,13.2218,"(Recessive)",1.69,1.69,"[1.48-1.93]","Affymetrix [319,222]","N",2532,"2011-07-20",0,1,2079,"Sudden cardiac arrest",1,427.42,NULL,NULL,NULL
8468,"rs6679677",22493691,"Novel associations for hypothyroidism include known autoimmune risk loci.","Hypothyroidism","3,736 European ancestry cases, 35,546 European ancestry controls","NR","1p13.2",1,114303808,"PHTF1, RSBN1, PTPN22","PHTF1 - RSBN1",10745,54665,"rs6679677-A","rs6679677",6679677,"Intergenic",1,0.091,3E-13,12.5229,"",1.36,1.36,"[1.25-1.48]","Illumina [870,065]","N",1101,"2012-05-25",0,1,175,"Hypothyroidism",1,244.4,NULL,NULL,NULL
128,"rs17125944",24162737,"Meta-analysis of 74,046 individuals identifies 11 new susceptibility loci for Alzheimer's disease.","Alzheimer's disease (late onset)","17,008 European ancestry cases, 37,154 European ancestry controls","8,572 European ancestry cases, 11,312 European ancestry controls","14q22.1",14,53400629,"FERMT2","FERMT2",NULL,NULL,"rs17125944-C","rs17125944",17125944,"intron",0,0.092,8E-9,8.09691,"",1.14,1.14,"[1.09-1.19]","Illumina [7,055,881] (Imputed)","N",153,"2014-04-16",0,1,890,"Alzheimer's disease (late onset)",1,290.11,NULL,NULL,NULL
6392,"rs11741861",23128233,"Host-microbe interactions have shaped the genetic architecture of inflammatory bowel disease.","Inflammatory bowel disease","12,924 European ancestry cases, 21,442 European ancestry controls","25,683 European ancestry cases, 17,015 European ancestry controls","5q33.1",5,150277909,"TNIP1,IRGM,ZNF300P1","ZNF300",NULL,NULL,"rs11741861-G","rs11741861",11741861,"intron",0,0.093,3E-37,36.5229,"",1.25,1.25,"[1.186-1.314]","Affymetrix & Illumina [1.23 million](imputed)","N",1232,"2013-02-12",0,1,333,"Inflammatory bowel disease",1,555,NULL,NULL,NULL
13140,"rs1861046",20585324,"Genome-wide association study of conduct disorder symptomatology.","Conduct disorder (case status)","872 cases, 3,091 controls","NR","4p15.32",4,15397906,"C1QTNF7","C1QTNF7",NULL,NULL,"rs1861046-?","rs1861046",1861046,"intron",0,0.095,6E-8,7.22185,"",1.65,1.65,"[1.38-1.98]","Illumina [948,658]","N",627,"2010-07-13",0,0,616,"Conduct disorder (case status)",1,312,NULL,NULL,NULL
1419,"rs11235667",23850713,"Genome-wide association study of Crohn's disease in Koreans revealed three new susceptibility loci and common attributes of genetic susceptibility across ethnic populations.","Crohn's disease","532 Korean ancestry cases, 733 Korean ancestry controls","1,779 Korean ancestry cases, 1,709 Korean ancestry controls","11q13.4",11,72863697,"STARD10, ATG16L2, FCHSD2","FCHSD2 - P2RY2",9873,5029,"rs11235667-G","rs11235667",11235667,"Intergenic",1,0.096,7E-9,8.1549,"",1.46,1.46,"[1.28-1.65]","Illumina [5,664,371] (imputed)","N",665,"2014-02-04",0,1,1,"Crohn's disease",1,555.1,NULL,NULL,NULL
6339,"rs13126505",23128233,"Host-microbe interactions have shaped the genetic architecture of inflammatory bowel disease.","Crohn's disease","Up to 12,924 European ancestry cases, up to 21,442 European ancestry controls","Up to 25,683 European ancestry cases, up to 17,015 European ancestry controls","4q24",4,102865304,"Intergenic","BANK1",NULL,NULL,"rs13126505-A","rs13126505",13126505,"intron",0,0.096,2E-12,11.699,"",1.17,1.17,"[1.10-1.248]","Affyemtrix & Illumina [1.23 million] (imputed)","N",665,"2013-02-12",0,1,1,"Crohn's disease",1,555.1,NULL,NULL,NULL
7668,"rs16861990",22672568,"A genome-wide association study of venous thromboembolism identifies risk variants in chromosomes 1q24.2 and 9q.","Venous thromboembolism","1,503 European and other ancestry cases, 1,459 European and other ancestry controls","1,407 cases, 1,418 controls","1q24.2",1,169135127,"NME7","NME7",NULL,NULL,"rs16861990-C","rs16861990",16861990,"intron",0,0.099,2E-12,11.699,"",2.02,2.02,"[1.66-2.45]","Illumina [~2.5 million] (imputed)","N",2690,"2012-08-15",0,1,205,"Venous thromboembolism",1,452,NULL,NULL,NULL
3196,"rs13081855",23455636,"Seven new loci associated with age-related macular degeneration.","Age-related macular degeneration","6,713 European ancestry cases, 48,402 European ancestry contols, 110 Southern Indian ancestry cases, 119 Southern Indian ancestry controls, 827 Japanese ancestry cases, 3,323 Japanese ancestry controls","9,070 European ancestry cases, 7,683 European ancestry contols, 122 Chinese ancestry cases, 151 Chinese ancestry controls, 339 Korean ancestry cases, 396 Korean ancestry controls","3q12.1",3,99481539,"COL8A1, FILIP1L","COL8A1",NULL,NULL,"rs13081855-T","rs13081855",13081855,"intron",0,0.1,4E-13,12.3979,"",1.23,1.23,"[1.17-1.29]","Illumina & Affymetrix [2,442,884] (Imputed)","N",96,"2013-07-31",0,1,34,"Age-related macular degeneration",1,362.2,NULL,NULL,NULL
16478,"rs3131379",18204446,"Genome-wide association scan in women with systemic lupus erythematosus identifies susceptibility variants in ITGAM, PXK, KIAA1542 and other loci.","Systemic lupus erythematosus","720 female cases,2,337 female controls","1,846 female cases,1,825 female controls","6p21.33",6,31721033,"HLA region","MSH5;MSH5-SAPCD1",NULL,NULL,"rs3131379-A","rs3131379",3131379,"intron;intron",0,0.1,2E-52,51.699,"",2.36,2.36,"[2.11-2.64]","Illumina [317,501]","N",2539,"2008-11-25",0,1,38,"Systemic lupus erythematosus",1,695.42,NULL,NULL,NULL
2206,"rs1265883",23612905,"Robust evidence for five new Graves' disease risk loci from a staged genome-wide association analysis.","Graves' disease","1,442 Han Chinese ancestry cases, 1,468 Han Chinese ancestry controls","7,891 Han Chinese ancestry cases, 8,351 Han Chinese ancestry controls","1q23.2",1,160464911,"SLAMF6","SLAMF6",NULL,NULL,"rs1265883-C","rs1265883",1265883,"intron",0,0.1,2E-18,17.699,"",1.34,1.34,"[1.25-1.43]","Illumina [8,019,905] (Imputed)","N",935,"2013-09-14",0,1,267,"Graves' disease",1,242.1,NULL,NULL,NULL
15145,"rs7202877",19430480,"Genome-wide association study and meta-analysis find that over 40 loci affect risk of type 1 diabetes.","Type 1 diabetes","7,514 cases, 9,045 controls","4,267 cases, 4,670 controls, 4,342 trios","16q23.1",16,75247245,"Intergenic","CTRB2 - CTRB1",440387,1504,"rs7202877-G","rs7202877",7202877,"Intergenic",1,0.10,3E-15,14.5229,"",1.28,1.28,"[1.17-1.41]","Affymetrix & Illumina [841,622] (imputed)","N",2627,"2009-06-01",0,1,49,"Type 1 diabetes",1,250.1,NULL,NULL,NULL
16893,"rs6679677",17554300,"Genome-wide association study of 14,000 cases of seven common diseases and 3,000 shared controls.","Type 1 diabetes","1,963 cases,2,938 controls","(see Todd 2007)","1p13.2",1,114303808,"PTPN22","PHTF1 - RSBN1",10745,54665,"rs6679677-A","rs6679677",6679677,"Intergenic",1,0.10,5E-26,25.301,"",1.82,1.82,"[1.59-2.09]","Affymetrix[469,557]","N",2627,"2008-11-25",0,1,49,"Type 1 diabetes",1,250.1,NULL,NULL,NULL
16917,"rs6679677",17554260,"Robust associations of four new chromosome regions from genome-wide analyses of type 1 diabetes.","Type 1 diabetes","1,963 cases,2,938 controls","2997 trios, 4,000 cases, 5,000 controls","1p13.2",1,114303808,"PHTF1, PTPN22","PHTF1 - RSBN1",10745,54665,"rs6679677-A","rs6679677",6679677,"Intergenic",1,0.10,8E-24,23.0969,"",1.89,1.89,"[1.67-2.13]","see WTCCC","N",2627,"2008-11-25",0,1,49,"Type 1 diabetes",1,250.1,NULL,NULL,NULL
9213,"rs17095830",22138694,"A genome-wide association study in Han Chinese identifies new susceptibility loci for ankylosing spondylitis.","Ankylosing spondylitis","1,837 Han Chinese cases, 4,231 Han Chinese controls","2,100 Han Chinese cases, 3,496 Han Chinese controls","12q12",12,45774908,"ANO6","ANO6",NULL,NULL,"rs17095830-G","rs17095830",17095830,"intron",0,0.10,2E-8,7.69897,"",1.29,1.29,"[1.18-1.41]","Illumina [1,356,350] (imputed)","N",182,"2012-01-04",0,1,199,"Ankylosing spondylitis",1,715.2,NULL,NULL,NULL
8531,"rs3129934",22457343,"A genome-wide association study in progressive multiple sclerosis.","Multiple sclerosis","197 European ancestry cases, 234 European ancestry controls","379 European ancestry cases, 398 European ancestry controls","6p21.32",6,32336187,"C6orf10","C6orf10",NULL,NULL,"rs3129934-T","rs3129934",3129934,"intron",0,0.10,7E-16,15.1549,"",2.34,2.34,"[1.90-2.87]","Affymetrix [277,866]","N",1613,"2012-05-11",0,1,222,"Multiple sclerosis",1,335,NULL,NULL,NULL
11034,"rs3764650",21460840,"Common variants at ABCA7, MS4A6A/MS4A4E, EPHA1, CD33 and CD2AP are associated with Alzheimer's disease.","Alzheimer's disease","6,688 European ancestry cases, 13,685 European ancestry controls","13,182 European ancestry cases, 26,161 European ancestry controls","19p13.3",19,1046520,"ABCA7","ABCA7",NULL,NULL,"rs3764650-?","rs3764650",3764650,"intron",0,0.10,5E-17,16.301,"",1.23,1.23,"[1.18-1.30]","Affymetrix & Illumina [496,763]","N",146,"2011-05-02",0,1,292,"Alzheimer's disease",1,290.11,NULL,NULL,NULL
13750,"rs13098911",20190752,"Multiple common variants for celiac disease influencing immune gene expression.","Celiac disease","4,533 European descent cases, 10,750 European descent controls","4,918 European descent cases, 5,684 European descent controls","3p21.31",3,46235201,"CCR1, CCR2, CCRL2, CCR3, CCR5, CCR9","FLT1P1 - CCR1",391533,1230,"rs13098911-A","rs13098911",13098911,"Intergenic",1,0.10,3E-17,16.5229,"",1.30,1.30,"[1.23-1.39]","Illumina [292,387]","N",516,"2010-03-29",0,1,304,"Celiac disease",1,557.1,NULL,NULL,NULL
13362,"rs2476601",20453842,"Genome-wide association study meta-analysis identifies seven new rheumatoid arthritis risk loci.","Rheumatoid arthritis","5,539 European ancestry cases, 20,169 European ancestry controls","6,768 European ancestry cases, 8,806 European ancestry controls","1p13.2",1,114377568,"PTPN22","PTPN22",NULL,NULL,"rs2476601-A","rs2476601",2476601,NULL,0,0.10,9E-74,73.0458,"",1.94,1.94,"[1.81-2.08]","Affymetrix & Illumina [~2,716,259] (imputed)","N",2384,"2010-06-13",0,1,416,"Rheumatoid arthritis",1,714.1,NULL,NULL,NULL
16050,"rs6679677",18794853,"Common variants at CD40 and other loci confer risk of rheumatoid arthritis.","Rheumatoid arthritis","3,393 cases,12,460 controls","3,929 cases,5,807 controls","1p13.2",1,114303808,"PTPN22","PHTF1 - RSBN1",10745,54665,"rs6679677-?","rs6679677",6679677,"Intergenic",1,0.10,6E-42,41.2218,"",1.79,1.79,"[1.65-1.94]","Illumina[818,728]Affymetrix[~340,000](imputed)","N",2384,"2008-11-25",0,1,416,"Rheumatoid arthritis",1,714.1,NULL,NULL,NULL
16798,"rs2476601",17804836,"TRAF1-C5 as a risk locus for rheumatoid arthritis--a genomewide study.","Rheumatoid arthritis","1,493 cases,1,831 controls","1,053 cases,1,858 controls","1p13.2",1,114377568,"PTPN22","PTPN22",NULL,NULL,"rs2476601-?","rs2476601",2476601,NULL,0,0.10,2E-11,10.699,"",1.72,1.72,"[NR]","Illumina [297,086]","N",2384,"2008-11-25",0,1,416,"Rheumatoid arthritis",1,714.1,NULL,NULL,NULL
16883,"rs6679677",17554300,"Genome-wide association study of 14,000 cases of seven common diseases and 3,000 shared controls.","Rheumatoid arthritis","1,860 cases,2,938 controls","NR","1p13.2",1,114303808,"PTPN22","PHTF1 - RSBN1",10745,54665,"rs6679677-A","rs6679677",6679677,"Intergenic",1,0.10,6E-25,24.2218,"",1.98,1.98,"[1.72-2.27]","Affymetrix[469,557]","N",2384,"2008-11-25",0,1,416,"Rheumatoid arthritis",1,714.1,NULL,NULL,NULL
10472,"rs2233287",21750679,"Genome-wide scan identifies TNIP1, PSORS1C1, and RHOB as novel risk loci for systemic sclerosis.","Systemic sclerosis","564 European ancestry cases, 1,776 European ancestry controls","1,682 European ancestry cases, 3,926 European ancestry controls","5q33.1",5,150440097,"TNIP1","TNIP1",NULL,NULL,"rs2233287-A","rs2233287",2233287,"intron",0,0.10,5E-9,8.30103,"",1.31,1.31,"[1.15-1.43]","Illumina [489,814]","N",2546,"2011-08-03",0,1,418,"Systemic sclerosis",1,709.3,NULL,NULL,NULL
14531,"rs3117582",19836008,"A genome-wide association study of lung cancer identifies a region of chromosome 5p15 associated with risk for adenocarcinoma.","Lung adenocarcinoma","5,739 European descent cases, 5,848 European descent controls","7,561 European descent cases, 13,818 European descent controls","6p21.33",6,31620520,"BAT3, APOM","BAG6;APOM",NULL,NULL,"rs3117582-C","rs3117582",3117582,"nearGene-5;intron",0,0.10,5E-12,11.301,"",1.22,1.22,"[1.15-1.29]","Illumina [515,922]","N",1393,"2009-11-09",0,1,539,"Lung adenocarcinoma",1,165.1,NULL,NULL,NULL
10486,"rs8124695",21732829,"Wnt signaling and Dupuytren's disease.","Dupuytren's disease","856 European ancestry cases, 2,836 European ancestry controls","1,298 European ancestry cases, 7,136 European ancestry controls","20q12",20,39028436,"AL049691.1, MAFB","HSPE1P1 - MAFB",140895,9935,"rs8124695-A","rs8124695",8124695,"Intergenic",1,0.10,8E-10,9.09691,"",1.48,1.48,"[1.30-1.68]","Illumina [234,939]","N",741,"2012-03-03",0,1,642,"Dupuytren's disease",1,728.71,NULL,NULL,NULL
