SNP	pheno	maf	PheWAS_MAF_W	prev	table	minN	jd_string	PheWAS_OR	PheWAS_P	logit_OR	logit_p-val	fisher_OR	fisher_pval	exact_OR	exact_p-val	pval_norm	bayes factor
exm1124179	pheno_571.8	1.909e-02	0.01908	2.335e-02	[[22451, 833, 5], [511, 38, 8]]	54.0	Liver abscess and sequelae of chronic liver disease	2.72	2.685e-12	2.73	2.217e-12	2.76	3.658e-10	2.76	2.401e-10	1.158e-12	nan
exm1124179	pheno_571.5	1.909e-02	0.01908	4.083e-02	[[22451, 833, 5], [921, 61, 10]]	81.0	Other chronic nonalcoholic liver disease	2.27	3.197e-12	2.28	2.783e-12	2.31	2.094e-10	2.31	9.578e-11	1.205e-12	nan
exm1124179	pheno_571.81	1.909e-02	0.01908	1.551e-02	[[22451, 833, 5], [337, 23, 7]]	37.0	Portal hypertension	2.83	1.212e-09	2.84	1.102e-09	2.88	6.680e-08	2.88	3.929e-08	6.392e-10	nan
exm1124179	pheno_571	1.909e-02	0.01908	4.975e-02	[[22451, 833, 5], [1143, 67, 10]]	87.0	Chronic liver disease and cirrhosis	1.98	1.744e-09	1.98	1.672e-09	2.01	2.820e-08	2.01	1.184e-08	8.076e-10	177689.28
exm1124179	pheno_530.2	1.909e-02	0.01908	1.879e-02	[[18499, 696, 9], [338, 25, 5]]	35.0	Esophageal bleeding (varices/hemorrhage)	2.61	4.43e-08	2.59	5.271e-08	2.64	1.641e-06	2.64	6.499e-07	3.432e-08	3862.65
exm1124193	pheno_531.1	4.004e-03	0.004003	3.531e-03	[[28280, 224], [94, 7]]	7	Hemorrhage from gastrointestinal ulcer	9.48	2.104e-08	9.46	1.911e-08	9.40	1.847e-05	9.40	5.784e-06	2.164e-08	74.49
exm1124516	pheno_420.22	2.204e-03	0.002203	3.524e-03	[[27032, 113], [91, 5]]	5	Chronic pericarditis	13.18	4.183e-08	13.16	4.202e-08	13.14	6.251e-05	13.14	1.639e-05	5.746e-08	30.07
exm1124581	pheno_071	1.194e-03	0.001194	5.005e-03	[[24393, 57, 1], [118, 5, 0]]	5.0	Human immunodeficiency virus [HIV] disease	17.21	1.11e-09	17.54	8.616e-10	17.18	1.807e-05	17.18	4.240e-06	2.361e-09	36.97
exm1125014	pheno_339	2.353e-03	0.002352	7.844e-04	[[27730, 117, 4], [20, 1, 1]]	3.0	Other headache syndromes	16.32	9.955e-08	16.64	7.954e-08	32.53	1.462e-04	32.53	2.323e-05	1.802e-08	10.17
exm1127406	pheno_571.6	1.181e-03	0.001181	1.011e-02	[[23185, 46, 0], [232, 6, 0]]	6.0	Primary biliary cirrhosis	12.34	1.232e-08	12.25	1.284e-08	12.88	1.446e-05	12.88	4.043e-06	6.306e-09	54.74
exm112779	pheno_526.41	3.264e-03	0.003263	2.357e-03	[[27340, 168, 3], [61, 3, 1]]	5.0	Temporomandibular joint disorder, unspecified	10.25	6.277e-08	9.74	9.800e-08	12.61	7.021e-05	12.61	1.863e-05	6.455e-08	30.31
exm1127996	pheno_220	3.382e-03	0.003381	6.740e-03	[[12161, 70], [77, 6]]	6	Benign neoplasm of ovary	12.92	7.084e-09	0.00	0.000e+00	13.54	1.172e-05	13.54	3.128e-06	4.288e-09	55.72
exm1130553	pheno_697	2.585e-03	0.002584	1.112e-02	[[25008, 126], [272, 10]]	10	Sarcoidosis	6.8	1.113e-08	7.15	4.106e-09	7.30	3.000e-06	7.30	1.105e-06	3.022e-09	251.83
exm1130553	pheno_575.1	2.585e-03	0.002584	8.587e-03	[[27113, 135], [229, 8]]	8	Cholangitis	7.18	1.132e-07	7.16	1.064e-07	7.02	3.551e-05	7.02	1.309e-05	1.577e-07	80.41
exm1134114	pheno_790.8	1.598e-03	0.001598	4.640e-03	[[25875, 78], [116, 5]]	5	Elevated C-reactive protein (CRP)	14.93	1.113e-08	14.46	1.531e-08	14.30	4.307e-05	14.30	1.094e-05	2.344e-08	31.95
exm113805	pheno_502	3.096e-03	0.003095	1.763e-02	[[20117, 111, 2], [354, 7, 2]]	11.0	Postinflammatory pulmonary fibrosis	5.28	5.359e-08	5.21	6.332e-08	5.40	1.537e-05	5.40	6.624e-06	1.128e-07	177.15
exm1144019	pheno_614.1	1.834e-03	0.001833	5.762e-03	[[14265, 55], [78, 5]]	5	Pelvic peritoneal adhesions, female (postoperative) (postinfection)	17.19	3.71e-09	0.00	0.000e+00	16.63	2.396e-05	16.63	5.736e-06	7.066e-09	33.57
exm1144074	pheno_367.9	1.026e-03	0.001026	1.024e-02	[[27315, 51], [277, 6]]	6	Blindness and low vision	11.72	2.487e-08	11.94	1.507e-08	11.60	2.554e-05	11.60	7.469e-06	2.384e-08	49.02
exm1145890	pheno_733.4	1.044e-03	0.001043	7.411e-03	[[25246, 48], [184, 5]]	5	Aseptic necrosis of bone	14.22	2.604e-08	13.49	4.931e-08	14.29	4.576e-05	14.29	1.187e-05	3.181e-08	30.85
exm1146241	pheno_686.3	2.709e-03	0.002708	1.016e-03	[[24447, 137], [21, 4]]	4	Pilonidal cyst	33.49	5.399e-10	33.03	6.094e-10	33.99	1.190e-05	33.99	1.909e-06	2.676e-10	20.76
exm1147252	pheno_642.1	2.429e-03	0.002428	6.860e-03	[[15092, 77], [98, 6]]	6	Preeclampsia and eclampsia	13.96	3.529e-09	0.00	0.000e+00	12.00	2.129e-05	12.00	6.004e-06	1.537e-08	50.96
exm1149181	pheno_642.1	2.182e-03	0.002181	6.860e-03	[[15059, 67], [98, 6]]	6	Preeclampsia and eclampsia	16.28	5.664e-10	0.00	0.000e+00	13.76	1.030e-05	13.76	2.734e-06	2.873e-09	57.93
exm1150507	pheno_441	1.043e-03	0.001043	6.773e-03	[[24000, 51], [159, 5]]	5	Vascular insufficiency of intestine	14.94	1.398e-08	14.76	1.575e-08	14.80	3.874e-05	14.80	9.850e-06	2.061e-08	31.82
exm1150507	pheno_550.3	1.043e-03	0.001043	7.704e-04	[[25886, 53], [18, 2]]	2	Femoral hernia	76.83	3.076e-08	72.55	3.678e-08	54.27	8.172e-04	54.27	9.724e-05	3.039e-07	4.54
exm1153299	pheno_446.6	2.810e-03	0.002809	1.453e-03	[[23919, 129], [31, 4]]	4	Polyarteritis nodosa	22.52	8.644e-09	22.97	6.296e-09	23.92	4.076e-05	23.92	7.780e-06	5.985e-09	19.42
exm115552	pheno_054	1.098e-03	0.001098	8.153e-03	[[24290, 49], [196, 5]]	5	Herpes simplex	13.18	6.659e-08	13.37	6.110e-08	12.65	8.007e-05	12.65	2.204e-05	1.242e-07	27.90
exm1157929	pheno_411.41	1.346e-03	0.001345	2.540e-03	[[21935, 53], [53, 3]]	3	Aneurysm and dissection of heart	27.03	9.637e-08	25.60	1.218e-07	23.43	3.913e-04	23.43	7.455e-05	4.018e-07	9.17
exm1160128	pheno_368.3	5.115e-03	0.005113	8.431e-04	[[26988, 262, 3], [19, 4, 0]]	4.0	Anisometropia	16.5	2.954e-08	16.22	2.957e-08	19.27	8.366e-05	19.27	1.760e-05	3.241e-08	18.54
exm1161045	pheno_696.41	1.292e-01	0.1292	1.226e-02	[[18091, 5306, 399], [181, 97, 17]]	131.0	Psoriasis vulgaris	2.02	2.672e-10	1.93	4.537e-11	1.94	6.150e-10	1.94	2.242e-10	2.064e-11	3305927.21
exm1161045	pheno_696.4	1.292e-01	0.1292	1.610e-02	[[18091, 5306, 399], [247, 125, 17]]	159.0	Psoriasis	1.84	8.001e-10	1.74	7.297e-10	1.75	4.799e-09	1.75	2.100e-09	3.429e-10	1088612.23
exm1161045	pheno_696	1.292e-01	0.1292	1.667e-02	[[18091, 5306, 399], [259, 127, 17]]	161.0	Psoriasis and related disorders	1.76	9.815e-09	1.69	3.707e-09	1.70	1.691e-08	1.70	8.651e-09	1.780e-09	415863.63
exm1161676	pheno_374.2	1.719e-03	0.001719	1.089e-03	[[25284, 87], [25, 3]]	3	Lagophthalmos	32.54	2.374e-08	33.67	1.540e-08	34.87	1.322e-04	34.87	2.046e-05	1.921e-08	9.87
exm1165508	pheno_697	2.227e-03	0.002226	1.112e-02	[[25064, 108, 1], [275, 9, 0]]	9.0	Sarcoidosis	6.62	4.794e-08	6.86	2.479e-08	7.35	8.196e-06	7.35	2.999e-06	1.287e-08	154.22
exm1165508	pheno_642.1	2.227e-03	0.002226	6.860e-03	[[15093, 69, 0], [99, 5, 0]]	5.0	Preeclampsia and eclampsia	13.9	6.105e-08	0.00	0.000e+00	10.80	1.538e-04	10.80	4.504e-05	5.126e-07	25.05
exm1169144	pheno_874	3.348e-03	0.003347	1.904e-03	[[26033, 171], [44, 6]]	6	Complication of amputation stump	19.16	2.958e-11	19.16	2.795e-11	20.76	1.072e-06	20.76	2.258e-07	9.918e-12	80.68
exm1170353	pheno_110.12	2.433e-03	0.002432	4.029e-03	[[25495, 115], [97, 5]]	5	Althete's foot	12.86	7.993e-08	12.26	1.114e-07	11.43	1.182e-04	11.43	3.318e-05	2.700e-07	26.57
exm1171782	pheno_642.1	2.701e-03	0.002701	6.860e-03	[[15070, 83], [98, 6]]	6	Preeclampsia and eclampsia	11.82	3.156e-08	0.00	0.000e+00	11.12	3.189e-05	11.12	9.313e-06	3.852e-08	47.08
exm1173113	pheno_378.1	1.935e-03	0.001934	1.001e-02	[[25713, 96], [252, 9]]	9	Strabismus (not specified as paralytic)	8.64	9.363e-09	8.33	1.911e-08	9.57	1.145e-06	9.57	3.708e-07	2.231e-10	250.60
exm1174428	pheno_571.6	2.383e-03	0.002382	1.011e-02	[[23087, 112], [229, 8]]	8	Primary biliary cirrhosis	7.19	1.305e-07	6.86	2.405e-07	7.20	3.086e-05	7.20	1.129e-05	1.250e-07	82.67
exm1176384	pheno_642.1	2.400e-03	0.002399	6.860e-03	[[15057, 70], [99, 6]]	6	Preeclampsia and eclampsia	15.1	1.501e-09	0.00	0.000e+00	13.04	1.374e-05	13.04	3.736e-06	5.625e-09	55.15
exm1177565	pheno_751.11	4.037e-03	0.004036	2.175e-03	[[15030, 111, 1], [29, 4, 0]]	4.0	Congenital anomalies of female genital organs	25.72	9.184e-09	0.00	0.000e+00	17.23	1.257e-04	17.23	2.825e-05	9.281e-08	17.64
exm1177994	pheno_642.1	1.453e-03	0.001453	6.860e-03	[[15093, 47], [100, 5]]	5	Preeclampsia and eclampsia	18.6	3.714e-09	0.00	0.000e+00	16.06	2.830e-05	16.06	6.945e-06	1.095e-08	32.64
exm117887	pheno_389.2	1.211e-03	0.001211	1.652e-02	[[25838, 50, 2], [426, 9, 0]]	9.0	Conductive hearing loss	7.76	3.793e-08	7.43	1.206e-07	10.01	9.397e-07	10.01	3.084e-07	2.139e-10	242.03
exm1179874	pheno_642.1	2.210e-03	0.00221	6.860e-03	[[15081, 67], [98, 6]]	6	Preeclampsia and eclampsia	16.7	4.104e-10	0.00	0.000e+00	13.78	1.022e-05	13.78	2.710e-06	2.816e-09	58.02
exm1180284	pheno_474.1	1.901e-03	0.0019	1.478e-03	[[20859, 83], [28, 3]]	3	Acute tonsillitis	32.2	5.025e-08	31.73	5.801e-08	26.93	2.754e-04	26.93	4.849e-05	1.673e-07	9.34
exm1180599	pheno_165	3.322e-01	0.3322	4.352e-02	[[12577, 12299, 3077], [483, 611, 178]]	967.0	Cancer within the respiratory system	1.25	7.803e-08	1.26	6.804e-08	1.24	2.106e-07	1.24	1.068e-07	8.630e-08	208793.21
exm1180599	pheno_165.1	3.322e-01	0.3322	4.284e-02	[[12577, 12299, 3077], [475, 600, 176]]	952.0	Cancer of bronchus; lung	1.26	8.22e-08	1.26	7.074e-08	1.25	2.125e-07	1.25	1.078e-07	8.706e-08	205070.19
exm1181642	pheno_297.2	2.355e-03	0.002355	2.833e-03	[[20319, 91], [54, 4]]	4	Suicide or self-inflicted injury	16.72	1.265e-07	16.20	1.802e-07	16.54	1.525e-04	16.54	3.514e-05	1.716e-07	16.89
exm1181796	pheno_686.3	1.194e-03	0.001194	1.016e-03	[[24529, 56], [23, 2]]	2	Pilonidal cyst	68.68	1.265e-07	58.93	2.783e-07	38.09	1.582e-03	38.09	2.238e-04	2.494e-06	4.42
exm1184280	pheno_519.2	1.057e-03	0.001056	2.132e-03	[[24069, 45], [51, 3]]	3	Respiratory complications	33.97	1.181e-08	34.20	1.067e-08	31.46	1.698e-04	31.46	2.812e-05	3.477e-08	9.85
exm1187096	pheno_870.5	1.009e-03	0.001009	2.246e-03	[[26158, 48], [56, 3]]	3	Open wound of lip and mouth	29.96	2.84e-08	29.90	2.774e-08	29.19	2.077e-04	29.19	3.559e-05	6.122e-08	9.74
exm1188984	pheno_575.1	1.030e-03	0.001029	8.587e-03	[[27218, 51], [231, 6]]	6	Cholangitis	14.06	1.688e-09	14.05	1.554e-09	13.86	9.653e-06	13.86	2.588e-06	2.342e-09	59.09
exm1188984	pheno_157	1.030e-03	0.001029	8.602e-03	[[25215, 49], [215, 5]]	5	Pancreatic cancer	12.7	1.089e-07	11.80	2.658e-07	11.97	1.027e-04	11.97	2.904e-05	2.240e-07	26.61
exm1189248	pheno_530.15	3.971e-03	0.003969	2.646e-03	[[19069, 149], [45, 6]]	6	Eosinophilic esophagitis	15.39	7.729e-09	15.73	2.925e-09	17.06	3.284e-06	17.06	7.645e-07	1.950e-10	68.40
exm1189673	pheno_358.1	1.077e-03	0.001076	5.102e-03	[[26663, 52], [132, 5]]	5	Myasthenia gravis	20.31	3.71e-10	19.97	4.500e-10	19.42	1.087e-05	19.42	2.415e-06	7.404e-10	38.59
exm1189673	pheno_358	1.077e-03	0.001076	5.657e-03	[[26663, 52], [147, 5]]	5	Myoneural disorders	18.1	1.44e-09	17.82	1.741e-09	17.44	1.792e-05	17.44	4.199e-06	2.778e-09	36.03
exm1189778	pheno_643	2.052e-03	0.002052	1.773e-03	[[15139, 63], [24, 3]]	3	Excessive vomiting in pregnancy	36.81	1.896e-08	0.00	0.000e+00	30.04	2.111e-04	30.04	3.547e-05	8.891e-08	9.40
exm1190406	pheno_642.1	2.310e-03	0.002326	6.860e-03	[[15006, 72], [99, 5]]	5	Preeclampsia and eclampsia	13.37	9.079e-08	0.00	0.000e+00	10.53	1.830e-04	10.53	5.419e-05	8.473e-07	23.65
exm1190406	pheno_571.6	2.310e-03	0.002326	1.011e-02	[[22978, 108], [229, 8]]	8	Primary biliary cirrhosis	7.34	1.001e-07	7.04	1.717e-07	7.43	2.499e-05	7.43	9.018e-06	8.161e-08	87.71
exm119231	pheno_529	2.170e-03	0.002169	3.079e-03	[[27409, 116], [80, 5]]	5	Diseases and other conditions of the tongue	14.45	1.466e-08	14.37	1.523e-08	14.77	3.688e-05	14.77	9.124e-06	1.556e-08	32.89
exm1192377	pheno_365.11	1.379e-03	0.001379	1.462e-02	[[26415, 67], [385, 8]]	8	Primary open angle glaucoma	9.32	4.318e-08	9.15	2.215e-08	8.19	1.398e-05	8.19	4.917e-06	2.851e-08	99.29
exm1193525	pheno_537.1	2.507e-03	0.002506	1.772e-03	[[25775, 132], [42, 4]]	4	Lesions of stomach and duodenum	18.86	4.932e-08	18.19	5.805e-08	18.60	9.924e-05	18.60	2.143e-05	5.670e-08	17.88
exm1193637	pheno_803.3	4.291e-03	0.00429	5.317e-03	[[25228, 208], [128, 8]]	8	Fracture of clavicle or scapula	7.54	5.274e-08	7.53	5.408e-08	7.58	2.122e-05	7.58	7.459e-06	5.544e-08	92.94
exm1193931	pheno_327.5	1.447e-03	0.001446	1.108e-03	[[24285, 63, 1], [24, 3, 0]]	3.0	Parasomnia	29.9	7.468e-08	28.85	1.857e-07	44.01	6.117e-05	44.01	8.473e-06	1.051e-09	10.76
exm1193943	pheno_441	4.997e-03	0.004995	6.773e-03	[[23829, 219, 1], [154, 9, 1]]	11.0	Vascular insufficiency of intestine	7.04	3.26e-10	7.06	2.926e-10	7.52	6.370e-07	7.52	2.289e-07	1.574e-10	527.03
exm1193943	pheno_283.1	4.997e-03	0.004995	3.712e-03	[[18874, 181, 1], [65, 5, 1]]	7.0	Autoimmune hemolytic anemias	9.93	3.606e-09	9.65	4.581e-09	10.75	7.540e-06	10.75	2.218e-06	2.426e-09	94.14
exm1194288	pheno_701.5	2.153e-03	0.002153	2.154e-03	[[26301, 109, 1], [53, 4, 0]]	4.0	Abnormal granulation tissue	15.17	9.014e-08	15.03	9.772e-08	17.27	1.173e-04	17.27	2.632e-05	6.534e-08	18.25
exm1196037	pheno_743.4	1.279e-03	0.001278	1.777e-03	[[22974, 60], [38, 3]]	3	Stress fracture	29.12	5.944e-08	29.71	3.896e-08	30.23	1.920e-04	30.23	3.214e-05	5.194e-08	9.73
exm1196213	pheno_697	2.616e-03	0.002615	1.112e-02	[[25028, 130], [273, 10]]	10	Sarcoidosis	6.72	1.291e-08	6.92	6.953e-09	7.05	3.984e-06	7.05	1.490e-06	5.337e-09	232.10
exm1196213	pheno_575.1	2.616e-03	0.002615	8.587e-03	[[27140, 137], [229, 8]]	8	Cholangitis	7.23	9.928e-08	7.06	1.300e-07	6.92	3.893e-05	6.92	1.444e-05	1.899e-07	78.26
exm1197686	pheno_619.3	2.122e-03	0.002122	3.169e-03	[[14382, 69], [42, 4]]	4	Noninflammatory disorders of cervix	20.58	2.189e-08	0.00	0.000e+00	19.85	8.228e-05	19.85	1.747e-05	3.992e-08	17.93
exm1199056	pheno_750.22	1.463e-03	0.001481	1.468e-03	[[24589, 68], [29, 3]]	3	Congenital anomaly of gallbladder, bile ducts, liver, pancreas	38.88	1.045e-08	35.42	2.166e-08	37.41	1.065e-04	37.41	1.600e-05	9.222e-09	10.07
exm1199091	pheno_580.31	1.598e-03	0.001614	1.120e-02	[[22189, 68], [245, 7]]	7	Nephritis and nephropathy in diseases classified elsewhere	9.72	1.842e-08	9.52	2.236e-08	9.32	2.106e-05	9.32	6.857e-06	3.376e-08	69.84
exm1199091	pheno_750.22	1.598e-03	0.001614	1.468e-03	[[27798, 85], [38, 3]]	3	Congenital anomaly of gallbladder, bile ducts, liver, pancreas	26.83	1.409e-07	25.42	2.106e-07	25.82	2.956e-04	25.82	5.306e-05	1.771e-07	9.43
exm1199819	pheno_724	3.062e-03	0.003061	4.587e-03	[[24170, 136, 1], [105, 7, 0]]	7.0	Other and unspecified disorders of back	10.92	1.153e-09	11.02	8.737e-10	11.33	5.248e-06	11.33	1.513e-06	9.575e-10	103.12
exm1199819	pheno_724.1	3.062e-03	0.003061	8.221e-04	[[24170, 136, 1], [17, 3, 0]]	3.0	Disorders of sacrum	26.58	5.289e-08	26.94	4.774e-08	28.48	2.176e-04	28.48	3.691e-05	6.556e-08	9.79
exm1201371	pheno_575.1	1.477e-03	0.001476	8.587e-03	[[27036, 73], [229, 6]]	6	Cholangitis	9.75	1.332e-07	9.85	1.085e-07	9.70	6.224e-05	9.70	1.952e-05	1.578e-07	41.47
exm1202219	pheno_209	1.009e-03	0.001009	1.818e-03	[[29585, 57], [51, 3]]	3	Neuroendocrine tumors	30.33	2.545e-08	29.32	3.242e-08	30.53	1.807e-04	30.53	3.013e-05	3.869e-08	9.89
exm1204512	pheno_529	7.301e-03	0.007299	3.079e-03	[[27135, 388, 2], [77, 8, 0]]	8.0	Diseases and other conditions of the tongue	6.91	1.34e-07	6.87	1.423e-07	6.89	3.731e-05	6.89	1.363e-05	1.553e-07	81.57
exm1204723	pheno_780	1.548e-03	0.001547	2.334e-03	[[29409, 86], [64, 5]]	5	Hypothermia/Chills	24.96	3.086e-11	25.47	2.023e-11	26.72	2.379e-06	26.72	4.426e-07	9.744e-12	46.38
exm1206135	pheno_735.3	1.094e-03	0.001094	7.415e-03	[[26294, 54], [192, 5]]	5	Hallux valgus (Bunion)	13.1	1.136e-07	12.68	1.256e-07	12.68	7.738e-05	12.68	2.116e-05	1.090e-07	28.32
exm1207461	pheno_593.1	8.075e-03	0.008072	8.588e-03	[[20919, 320, 1], [171, 13, 0]]	13.0	Gross hematuria	4.99	3.747e-08	5.01	3.210e-08	4.79	7.963e-06	4.79	3.569e-06	5.141e-08	317.04
exm1208411	pheno_259.1	2.305e-03	0.002304	3.370e-03	[[25614, 114], [82, 5]]	5	Nonspecific abnormal results of other endocrine function study	12.44	9.293e-08	13.01	5.116e-08	13.70	5.227e-05	13.70	1.342e-05	3.783e-08	30.92
exm1208970	pheno_157	2.372e-03	0.002371	8.602e-03	[[25246, 107], [212, 8]]	8	Pancreatic cancer	9.14	4.488e-09	8.74	1.004e-08	8.90	7.095e-06	8.90	2.345e-06	5.531e-09	123.60
exm1210031	pheno_593.1	1.045e-03	0.001044	8.588e-03	[[21164, 32], [179, 5]]	5	Gross hematuria	24.19	2.198e-10	23.06	2.818e-10	18.47	1.559e-05	18.47	3.663e-06	2.866e-09	34.73
exm1210031	pheno_367.1	1.045e-03	0.001044	2.723e-02	[[27271, 48], [756, 10]]	10	Myopia	7.58	8.723e-09	7.68	7.534e-09	7.52	3.434e-06	7.52	1.325e-06	7.636e-09	205.36
exm1210044	pheno_593.1	1.077e-03	0.001076	8.588e-03	[[21206, 34], [179, 5]]	5	Gross hematuria	21.99	6.639e-10	21.30	6.703e-10	17.42	2.011e-05	17.42	4.840e-06	5.194e-09	33.77
exm1210765	pheno_378.1	1.151e-02	0.01151	1.001e-02	[[25223, 578, 5], [241, 20, 0]]	20.0	Strabismus (not specified as paralytic)	3.77	2.628e-08	3.65	6.468e-08	3.46	4.555e-06	3.46	2.415e-06	7.506e-08	816.93
exm1212566	pheno_281.9	2.170e-03	0.002169	7.086e-03	[[18983, 74, 0], [130, 6, 0]]	6.0	Deficiency anemias	12.13	1.417e-08	11.82	1.652e-08	11.60	2.320e-05	11.60	6.663e-06	1.518e-08	52.12
exm1213606	pheno_255.3	1.767e-03	0.001766	1.165e-03	[[25632, 93], [27, 3]]	3	Adrenogenital disorders	36.88	1.132e-08	34.12	1.953e-08	30.62	1.894e-04	30.62	3.122e-05	5.448e-08	9.66
exm1213606	pheno_724.9	1.767e-03	0.001766	1.274e-03	[[24221, 83], [28, 3]]	3	Other unspecified back disorders	30.57	4.494e-08	31.51	3.178e-08	31.27	1.783e-04	31.27	2.915e-05	4.524e-08	9.71
exm1214448	pheno_642.1	2.226e-03	0.002225	6.860e-03	[[15094, 68], [100, 5]]	5	Preeclampsia and eclampsia	13.0	1.232e-07	0.00	0.000e+00	11.10	1.449e-04	11.10	4.190e-05	5.000e-07	24.81
exm121746	pheno_305.21	1.598e-03	0.001598	1.126e-03	[[20343, 69], [20, 3]]	3	Anorexia nervosa	64.89	3.638e-10	69.61	2.102e-10	44.22	7.061e-05	44.22	9.775e-06	3.433e-09	10.05
exm1217630	pheno_571.6	1.232e-03	0.001231	1.011e-02	[[23175, 53], [229, 6]]	6	Primary biliary cirrhosis	11.19	3.589e-08	10.99	4.167e-08	11.46	2.739e-05	11.46	8.042e-06	2.807e-08	48.30
exm1217917	pheno_446.3	1.377e-03	0.001377	1.826e-03	[[21276, 50, 0], [40, 3, 0]]	3.0	Hypersensitivity angiitis	31.21	2.572e-08	32.26	1.770e-08	30.80	1.714e-04	30.80	2.854e-05	2.968e-08	10.04
exm1220681	pheno_283.2	1.377e-02	0.01377	3.347e-03	[[18516, 486, 8], [53, 10, 0]]	10.0	Non-autoimmune hemolytic anemias	6.14	2.889e-08	6.25	2.075e-08	6.44	8.348e-06	6.44	3.180e-06	2.296e-08	185.82
exm1221478	pheno_283.1	4.054e-03	0.004053	3.712e-03	[[18910, 147, 0], [64, 7, 0]]	7.0	Autoimmune hemolytic anemias	13.6	1.528e-10	14.06	8.350e-11	13.39	1.885e-06	13.39	4.998e-07	8.621e-11	124.26
exm1221478	pheno_283	4.054e-03	0.004053	8.945e-03	[[18910, 147, 0], [163, 9, 0]]	9.0	Acquired hemolytic anemias	6.98	3.955e-08	7.07	2.951e-08	6.94	1.244e-05	6.94	4.636e-06	2.900e-08	137.93
exm1221833	pheno_735.1	4.341e-03	0.004339	2.119e-03	[[26149, 218, 0], [50, 6, 0]]	6.0	Flat foot	14.49	1.043e-09	14.39	1.079e-09	13.64	8.922e-06	13.64	2.302e-06	1.211e-09	64.70
exm1221854	pheno_550.1	1.009e-03	0.001009	2.128e-02	[[25891, 47], [556, 8]]	8	Inguinal hernia	9.92	3.117e-08	9.90	2.827e-08	7.93	2.022e-05	7.93	7.404e-06	7.745e-08	84.86
exm1222295	pheno_874	1.615e-03	0.001615	1.904e-03	[[26130, 76], [46, 4]]	4	Complication of amputation stump	31.7	1.363e-10	31.61	1.295e-10	29.90	1.654e-05	29.90	2.858e-06	3.551e-10	21.70
exm1223760	pheno_385.5	1.127e-03	0.001127	1.341e-03	[[26007, 59], [32, 3]]	3	Tympanosclerosis and middle ear disease related to otitis media	39.9	2.772e-09	38.30	4.130e-09	41.32	7.912e-05	41.32	1.135e-05	3.442e-09	10.30
exm1224152	pheno_694	4.778e-03	0.004777	1.078e-02	[[25008, 233, 1], [263, 12, 0]]	12.0	Dyschromia and Vitiligo	5.07	7.242e-08	4.96	9.316e-08	4.77	1.818e-05	4.77	8.182e-06	1.755e-07	201.81
exm1225195	pheno_293	2.052e-03	0.002052	1.054e-03	[[27380, 104], [26, 3]]	3	Symptoms involving head and neck	31.46	2.533e-08	30.23	3.520e-08	30.38	1.941e-04	30.38	3.207e-05	5.910e-08	9.63
exm1226011	pheno_523.32	1.178e-03	0.001177	1.126e-03	[[27448, 63], [28, 3]]	3	Chronic periodontitis	42.91	2.269e-09	46.87	6.526e-10	46.68	5.631e-05	46.68	7.595e-06	1.206e-09	10.45
exm122672	pheno_279.2	1.834e-03	0.001833	1.133e-03	[[27229, 97], [28, 3]]	3	Autoimmune disease NEC	28.8	6.699e-08	28.54	6.566e-08	30.08	1.977e-04	30.08	3.286e-05	6.025e-08	9.65
exm1238297	pheno_635.2	1.161e-03	0.00116	2.866e-03	[[15272, 34], [41, 3]]	3	Antepartum hemorrhage, abruptio placentae, and placenta previa	39.76	9.385e-09	0.00	0.000e+00	32.87	1.595e-04	32.87	2.618e-05	3.564e-08	9.68
exm1238729	pheno_596.5	1.060e-03	0.00106	2.110e-02	[[26495, 47], [564, 8]]	8	Functional disorders of bladder	8.7	2.148e-08	8.89	1.744e-08	8.00	1.901e-05	8.00	6.931e-06	6.826e-08	86.33
exm1239281	pheno_158	7.049e-03	0.007047	9.416e-03	[[25013, 337, 4], [228, 12, 1]]	14.0	Neoplasm of unspecified nature of digestive system	4.15	1.294e-07	4.19	1.136e-07	4.37	9.834e-06	4.37	4.623e-06	9.444e-08	332.23
exm1239974	pheno_277	1.855e-03	0.001855	8.238e-03	[[25246, 89, 0], [219, 4, 1]]	6.0	Other disorders of metabolism	13.76	5.486e-09	14.92	3.909e-09	7.71	1.973e-04	7.71	6.867e-05	1.804e-06	31.49
exm1240317	pheno_300.3	3.146e-03	0.003145	3.223e-03	[[20290, 122], [61, 5]]	5	Obsessive-compulsive disorders	13.99	3.556e-08	14.10	3.475e-08	13.63	5.596e-05	13.63	1.439e-05	4.998e-08	29.99
exm1241620	pheno_642.1	2.792e-03	0.002791	6.860e-03	[[15034, 88], [98, 7]]	7	Preeclampsia and eclampsia	15.02	8.298e-11	0.00	0.000e+00	12.20	4.071e-06	12.20	1.149e-06	8.796e-10	98.88
exm1241620	pheno_697	2.792e-03	0.002791	1.112e-02	[[24962, 136], [270, 11]]	11	Sarcoidosis	7.07	1.082e-09	7.36	4.317e-10	7.48	7.882e-07	7.48	2.881e-07	3.322e-10	461.24
exm1241703	pheno_200.1	6.188e-03	0.006186	7.286e-03	[[26121, 147], [183, 9]]	9	Polycythemia vera	2.99	5.282e-10	0.00	0.000e+00	8.74	2.202e-06	8.74	7.334e-07	8.201e-10	218.95
