SNP	pheno	maf	PheWAS_MAF_W	prev	table	minN	jd_string	PheWAS_OR	PheWAS_P	logit_OR	logit_p-val	fisher_OR	fisher_pval	exact_OR	exact_p-val	pval_norm	bayes factor
exm191908	pheno_705	2.542e-03	0.002541	3.253e-03	[[26512, 127], [81, 5]]	5	Disorders of sweat glands	13.5	3.304e-08	12.78	5.852e-08	12.89	6.885e-05	12.89	1.331e-03	8.672e-03	29.46
exm193385	pheno_524.3	5.670e-03	0.005668	2.863e-03	[[27200, 305, 2], [72, 7, 0]]	7.0	Anomalies of tooth position/malocclusion	8.41	7.42e-08	8.61	5.784e-08	8.21	3.854e-05	8.21	7.694e-04	6.746e-03	64.28
exm194521	pheno_958.1	1.144e-03	0.001144	1.519e-03	[[28862, 62], [41, 3]]	3	Postoperative shock	33.01	1.197e-08	32.69	1.263e-08	34.06	1.337e-04	34.06	1.773e-03	3.254e-03	10.07
exm194756	pheno_958.1	1.363e-03	0.001362	1.519e-03	[[28847, 76], [41, 3]]	3	Postoperative shock	26.96	6.817e-08	26.85	6.943e-08	27.77	2.385e-04	27.77	2.206e-03	4.629e-03	9.64
exm194759	pheno_292.6	2.052e-03	0.002052	2.859e-03	[[23977, 86], [65, 4]]	4	Hallucinations	18.35	3.891e-08	17.77	5.025e-08	17.16	1.299e-04	17.16	1.841e-03	8.335e-03	17.44
exm194759	pheno_969	2.052e-03	0.002052	2.264e-03	[[24573, 103], [52, 4]]	4	Poisoning by psychotropic agents	16.76	1.081e-07	16.74	1.151e-07	18.35	1.023e-04	18.35	1.708e-03	7.866e-03	17.95
exm195338	pheno_471	1.043e-03	0.001043	5.083e-03	[[20898, 44, 0], [104, 2, 1]]	4.0	Nasal polyps	15.34	1.402e-07	15.20	1.536e-07	18.11	1.060e-04	18.11	1.718e-03	7.945e-03	17.94
exm195480	pheno_571.6	1.890e-03	0.001889	1.011e-02	[[23151, 85], [230, 8]]	8	Primary biliary cirrhosis	9.14	4.554e-09	8.93	6.188e-09	9.47	4.817e-06	9.47	3.478e-04	4.863e-03	133.16
exm195480	pheno_575.1	1.890e-03	0.001889	8.587e-03	[[27186, 96], [230, 7]]	7	Cholangitis	8.93	4.142e-08	8.88	4.006e-08	8.62	3.158e-05	8.62	7.645e-04	6.671e-03	65.11
exm1971857	pheno_571.6	2.161e-03	0.00216	1.011e-02	[[23122, 104], [230, 8]]	8	Primary biliary cirrhosis	7.54	6.93e-08	7.26	1.124e-07	7.73	1.913e-05	7.73	5.551e-04	5.438e-03	94.45
exm1989611	pheno_731	2.121e-03	0.002121	1.381e-03	[[21667, 83], [28, 3]]	3	Osteitis deformans and osteopathies associated with other disorders classified elsewhere	36.05	1.147e-08	33.32	1.854e-08	27.97	2.466e-04	27.97	2.331e-03	4.618e-03	9.43
exm199436	pheno_259.8	2.625e-03	0.002625	8.932e-04	[[25580, 136, 1], [20, 3, 0]]	3.0	Polyglandular activity in multiple endocrine adenomatosis	23.03	1.377e-07	22.80	1.425e-07	25.93	2.801e-04	25.93	2.289e-03	5.120e-03	9.62
exm199718	pheno_259.8	1.094e-03	0.001093	8.932e-04	[[25669, 58], [20, 3]]	3	Polyglandular activity in multiple endocrine adenomatosis	66.32	4.706e-11	64.10	5.624e-11	66.39	2.166e-05	66.39	9.977e-04	6.149e-04	10.61
exm200008	pheno_724.1	1.985e-03	0.001985	8.221e-04	[[24210, 96], [17, 3]]	3	Disorders of sacrum	44.95	2.547e-09	43.11	3.294e-09	44.50	7.088e-05	44.50	1.564e-03	1.893e-03	9.96
exm200008	pheno_724	1.985e-03	0.001985	4.587e-03	[[24210, 96], [107, 5]]	5	Other and unspecified disorders of back	12.05	1.365e-07	11.64	1.821e-07	11.78	1.036e-04	11.78	1.540e-03	9.184e-03	27.22
exm202620	pheno_642.1	2.460e-03	0.002459	6.860e-03	[[15104, 76], [98, 6]]	6	Preeclampsia and eclampsia	14.25	2.789e-09	0.00	0.000e+00	12.17	1.978e-05	12.17	8.068e-04	7.253e-03	51.68
exm202620	pheno_575.1	2.460e-03	0.002459	8.587e-03	[[27196, 129], [229, 8]]	8	Cholangitis	7.58	5.234e-08	7.52	5.318e-08	7.36	2.560e-05	7.36	6.033e-04	5.578e-03	88.42
exm202620	pheno_571.6	2.460e-03	0.002459	1.011e-02	[[23154, 112], [230, 8]]	8	Primary biliary cirrhosis	7.19	1.284e-07	6.91	2.126e-07	7.19	3.116e-05	7.19	6.654e-04	5.716e-03	82.45
exm202942	pheno_642.1	2.953e-03	0.002952	6.860e-03	[[15066, 90], [97, 8]]	8	Preeclampsia and eclampsia	17.89	3.213e-13	0.00	0.000e+00	13.81	3.618e-07	13.81	1.695e-04	4.261e-03	218.70
exm202942	pheno_642	2.953e-03	0.002952	1.209e-02	[[15066, 90], [177, 8]]	8	Hypertension complicating pregnancy, childbirth, and the puerperium	9.37	6.786e-09	0.00	0.000e+00	7.57	2.398e-05	7.57	6.343e-04	5.605e-03	86.11
exm203326	pheno_362.23	1.043e-03	0.001043	8.276e-03	[[26423, 51], [216, 5]]	5	Cystoid macular degeneration of retina	13.8	1.031e-07	14.37	3.473e-08	11.99	1.007e-04	11.99	1.588e-03	9.168e-03	26.81
exm206573	pheno_245.1	1.884e-03	0.001884	1.148e-03	[[23418, 80, 3], [24, 3, 0]]	3.0	Thyroiditis, acute and subacute	17.4	1.326e-07	16.84	1.680e-07	32.09	1.513e-04	32.09	1.791e-03	3.603e-03	10.16
exm207737	pheno_642.1	2.044e-03	0.002044	6.860e-03	[[15079, 60], [99, 5]]	5	Preeclampsia and eclampsia	14.99	3.046e-08	0.00	0.000e+00	12.69	8.011e-05	12.69	1.488e-03	8.879e-03	27.74
exm207982	pheno_381.9	1.211e-03	0.001211	4.240e-03	[[26007, 59], [106, 5]]	5	Otorrhea	20.01	4.051e-10	19.19	8.841e-10	20.79	7.821e-06	20.79	6.870e-04	6.327e-03	40.45
exm213626	pheno_726.2	4.308e-03	0.004307	1.272e-03	[[20464, 163, 1], [24, 4, 0]]	4.0	Synoviopathy	16.8	9.944e-08	17.03	6.506e-08	19.16	8.409e-05	19.16	1.556e-03	7.524e-03	18.67
exm213961	pheno_386.1	4.847e-03	0.004846	4.299e-03	[[24989, 246], [101, 8]]	8	Meniere's disease	8.55	1.493e-08	8.38	1.533e-08	8.05	1.448e-05	8.05	4.991e-04	5.295e-03	102.13
exm2152130	pheno_642.1	1.774e-03	0.001773	6.860e-03	[[15088, 55], [99, 5]]	5	Preeclampsia and eclampsia	16.32	1.314e-08	0.00	0.000e+00	13.85	5.435e-05	13.85	1.314e-03	8.407e-03	29.63
exm215711	pheno_697	3.069e-03	0.003068	1.112e-02	[[25037, 147], [270, 12]]	12	Sarcoidosis	7.05	2.283e-10	7.40	6.867e-11	7.57	2.261e-07	7.57	5.780e-05	1.779e-03	823.48
exm215711	pheno_642.1	3.069e-03	0.003068	6.860e-03	[[15068, 99], [98, 7]]	7	Preeclampsia and eclampsia	12.87	6.827e-10	0.00	0.000e+00	10.87	8.280e-06	10.87	5.117e-04	5.981e-03	85.95
exm215711	pheno_575.1	3.069e-03	0.003068	8.587e-03	[[27139, 160], [226, 10]]	10	Cholangitis	7.77	8.828e-10	7.73	8.405e-10	7.51	2.267e-06	7.51	1.790e-04	3.127e-03	277.96
exm215711	pheno_571.51	3.069e-03	0.003068	2.985e-02	[[23116, 135], [697, 17]]	17	Cirrhosis of liver without mention of alcohol	4.49	9.483e-09	4.35	1.733e-08	4.18	3.080e-06	4.18	9.965e-05	1.078e-03	659.13
exm215711	pheno_571.5	3.069e-03	0.003068	4.083e-02	[[23116, 135], [969, 20]]	20	Other chronic nonalcoholic liver disease	3.72	6.189e-08	3.65	8.970e-08	3.53	5.367e-06	3.53	1.101e-04	8.763e-04	649.46
exm215711	pheno_571	3.069e-03	0.003068	4.975e-02	[[23116, 135], [1192, 23]]	23	Chronic liver disease and cirrhosis	3.44	6.366e-08	3.37	9.595e-08	3.30	3.577e-06	3.30	7.746e-05	5.982e-04	940.76
exm215711	pheno_642	3.069e-03	0.003068	1.209e-02	[[15068, 99], [178, 8]]	8	Hypertension complicating pregnancy, childbirth, and the puerperium	7.79	8.286e-08	0.00	0.000e+00	6.84	4.681e-05	6.84	8.160e-04	6.032e-03	71.24
exm215711	pheno_575	3.069e-03	0.003068	2.400e-02	[[27139, 160], [654, 16]]	16	Other biliary tract disease	4.14	9.224e-08	4.20	6.369e-08	4.15	5.701e-06	4.15	1.378e-04	1.366e-03	477.40
exm215815	pheno_389.2	3.247e-03	0.003246	1.652e-02	[[25732, 157, 1], [422, 13, 0]]	13.0	Conductive hearing loss	4.74	1.324e-07	4.74	1.664e-07	4.92	6.556e-06	4.92	1.834e-04	2.093e-03	331.12
exm215877	pheno_695.8	3.028e-03	0.003027	3.788e-03	[[25094, 152], [90, 6]]	6	Other specified erythematous conditions	10.79	3.598e-08	11.20	1.913e-08	11.01	3.117e-05	11.01	8.855e-04	7.553e-03	48.77
exm2169606	pheno_642.1	1.739e-03	0.001739	6.860e-03	[[15099, 54], [100, 5]]	5	Preeclampsia and eclampsia	16.66	1.068e-08	0.00	0.000e+00	13.98	5.226e-05	13.98	1.299e-03	8.361e-03	29.80
exm217187	pheno_642.1	2.849e-03	0.002848	6.860e-03	[[15084, 89], [98, 7]]	7	Preeclampsia and eclampsia	14.29	1.621e-10	0.00	0.000e+00	12.11	4.272e-06	12.11	4.186e-04	5.704e-03	98.02
exm219077	pheno_573.3	2.540e-03	0.002539	4.316e-03	[[23189, 113], [96, 5]]	5	Hepatomegaly	13.36	7.008e-08	12.75	1.328e-07	10.69	1.612e-04	10.69	1.816e-03	9.789e-03	24.81
exm219371	pheno_333.8	2.137e-03	0.002136	1.408e-03	[[22588, 98], [28, 4]]	4	Other degenerative diseases of the basal ganglia	29.89	6.982e-10	29.04	8.846e-10	32.93	1.250e-05	32.93	9.436e-04	4.181e-03	21.35
exm2216265	pheno_964	2.390e-03	0.002389	2.103e-03	[[24610, 58], [49, 3]]	3	Poisoning by agents primarily affecting blood constituents	5.32	5.288e-08	0.00	0.000e+00	25.98	2.899e-04	25.98	2.388e-03	5.140e-03	9.46
exm2216464	pheno_726.2	3.511e-03	0.003476	1.272e-03	[[23393, 2, 85], [27, 0, 3]]	6.0	Synoviopathy	5.8	2.214e-08	5.71	2.342e-08	30.22	1.143e-07	30.22	1.884e-04	4.280e-03	108.66
exm221811	pheno_750.22	3.484e-03	0.003483	1.468e-03	[[27677, 190, 0], [37, 4, 0]]	4.0	Congenital anomaly of gallbladder, bile ducts, liver, pancreas	18.34	7.6e-08	18.02	8.566e-08	14.99	2.002e-04	14.99	2.047e-03	9.232e-03	16.76
exm2219587	pheno_642.1	2.646e-03	0.002646	6.860e-03	[[15086, 85], [98, 7]]	7	Preeclampsia and eclampsia	14.93	9.171e-11	0.00	0.000e+00	12.68	3.214e-06	12.68	3.856e-04	5.596e-03	103.31
exm2219587	pheno_697	2.646e-03	0.002646	1.112e-02	[[25060, 131], [273, 10]]	10	Sarcoidosis	6.54	2.079e-08	6.85	8.391e-09	7.01	4.198e-06	7.01	2.301e-04	3.306e-03	228.61
exm221973	pheno_594.8	1.178e-03	0.001177	1.533e-03	[[27296, 58], [39, 3]]	3	Renal colic	32.65	1.696e-08	35.87	5.448e-09	36.20	1.133e-04	36.20	1.679e-03	2.899e-03	10.15
exm2221622	pheno_724.8	1.792e-02	0.01791	1.151e-03	[[23443, 856, 8], [20, 8, 0]]	8.0	Other symptoms referable to back	8.88	1.877e-08	9.07	1.283e-08	9.12	7.301e-06	9.12	4.496e-04	5.095e-03	112.16
exm2230594	pheno_642.1	2.350e-03	0.00235	6.860e-03	[[15060, 75], [99, 6]]	6	Preeclampsia and eclampsia	14.22	2.949e-09	0.00	0.000e+00	12.17	1.978e-05	12.17	8.075e-04	7.254e-03	51.65
exm2230594	pheno_697	2.350e-03	0.00235	1.112e-02	[[24993, 116], [274, 9]]	9	Sarcoidosis	6.58	9.222e-08	6.94	3.657e-08	7.08	1.157e-05	7.08	3.939e-04	4.361e-03	136.70
exm2231819	pheno_642.1	1.808e-03	0.001807	6.860e-03	[[15089, 50], [100, 5]]	5	Preeclampsia and eclampsia	18.23	4.234e-09	0.00	0.000e+00	15.09	3.728e-05	15.09	1.172e-03	7.970e-03	31.39
exm2232306	pheno_110.12	1.531e-03	0.00153	4.029e-03	[[25632, 78], [99, 5]]	5	Althete's foot	16.46	6.595e-09	16.26	5.231e-09	16.60	2.180e-05	16.60	9.185e-04	7.381e-03	35.55
exm223243	pheno_642.1	2.010e-03	0.002009	6.860e-03	[[15086, 63], [100, 5]]	5	Preeclampsia and eclampsia	14.23	4.871e-08	0.00	0.000e+00	11.97	1.037e-04	11.97	1.624e-03	9.211e-03	26.46
exm223565	pheno_427.41	3.314e-03	0.003313	6.638e-03	[[18276, 130], [116, 7]]	7	Ventricular fibrillation and flutter	8.91	7.593e-08	8.67	9.381e-08	8.48	3.606e-05	8.48	8.207e-04	6.781e-03	62.10
exm223593	pheno_250.41	1.733e-03	0.001732	9.886e-03	[[21462, 71], [208, 7]]	7	Impaired fasting glucose	11.51	2.163e-09	10.68	4.860e-09	10.17	1.220e-05	10.17	5.739e-04	6.158e-03	79.62
exm2237991	pheno_642.1	2.067e-03	0.002066	6.860e-03	[[15037, 65], [98, 7]]	7	Preeclampsia and eclampsia	19.38	2.554e-12	0.00	0.000e+00	16.52	6.232e-07	16.52	2.514e-04	5.063e-03	133.87
exm2237991	pheno_642	2.067e-03	0.002066	1.209e-02	[[15037, 65], [178, 7]]	7	Hypertension complicating pregnancy, childbirth, and the puerperium	10.3	1.882e-08	0.00	0.000e+00	9.10	2.575e-05	9.10	7.722e-04	6.613e-03	65.24
exm2239640	pheno_713.5	1.699e-03	0.001699	3.364e-03	[[24219, 77], [78, 4]]	4	Arthropathy associated with neurological disorders	17.74	5.672e-08	16.90	8.193e-08	16.13	1.625e-04	16.13	1.985e-03	8.780e-03	16.92
exm2241854	pheno_642.1	2.327e-03	0.002326	6.860e-03	[[15097, 73], [98, 6]]	6	Preeclampsia and eclampsia	14.8	1.756e-09	0.00	0.000e+00	12.66	1.602e-05	12.66	7.563e-04	7.108e-03	53.71
exm2249412	pheno_305.2	1.364e-03	0.001364	3.807e-03	[[20340, 53], [73, 5]]	5	Eating disorder	29.47	7.969e-11	32.13	3.526e-11	26.29	2.760e-06	26.29	5.367e-04	5.276e-03	44.18
exm2249756	pheno_790.8	1.615e-03	0.001615	4.640e-03	[[25869, 84], [116, 5]]	5	Elevated C-reactive protein (CRP)	13.49	3.593e-08	13.38	3.628e-08	13.27	6.022e-05	13.27	1.272e-03	8.512e-03	30.18
exm2250946	pheno_750.21	1.262e-03	0.001261	3.538e-03	[[27814, 66], [95, 4]]	4	Congenital anomalies of intestine	22.13	9.03e-08	20.42	2.121e-07	17.74	1.130e-04	17.74	1.734e-03	8.074e-03	17.88
exm225114	pheno_696.41	2.338e-03	0.002338	1.226e-02	[[23730, 106], [287, 9]]	9	Psoriasis vulgaris	6.79	6.68e-08	6.97	3.748e-08	7.02	1.257e-05	7.02	4.124e-04	4.407e-03	132.21
exm2251653	pheno_642.1	2.566e-03	0.002565	6.860e-03	[[15075, 81], [98, 6]]	6	Preeclampsia and eclampsia	12.93	9.148e-09	0.00	0.000e+00	11.39	2.799e-05	11.39	9.010e-04	7.507e-03	48.33
exm2251653	pheno_575.1	2.566e-03	0.002565	8.587e-03	[[27137, 134], [229, 8]]	8	Cholangitis	7.3	8.908e-08	7.25	8.993e-08	7.07	3.358e-05	7.07	6.697e-04	5.743e-03	81.75
exm2251792	pheno_217	3.196e-03	0.003195	4.824e-03	[[26029, 166, 1], [120, 7, 0]]	7.0	Vascular hamartomas and non-neoplastic nevi	8.67	2.939e-08	8.39	4.206e-08	8.81	2.485e-05	8.81	6.509e-04	6.457e-03	72.24
exm2251792	pheno_217.1	3.196e-03	0.003195	3.765e-03	[[26029, 166, 1], [93, 6, 0]]	6.0	Nevus, non-neoplastic	9.55	7.554e-08	9.28	9.786e-08	9.71	5.519e-05	9.71	1.011e-03	7.968e-03	44.64
exm2252624	pheno_647.1	1.161e-03	0.00116	1.970e-03	[[15163, 39], [27, 3]]	3	Infections of genitourinary tract during pregnancy	62.45	6.559e-10	0.00	0.000e+00	43.20	7.515e-05	43.20	1.549e-03	2.019e-03	10.04
exm2252972	pheno_642.1	2.060e-03	0.00206	6.860e-03	[[15092, 63], [100, 5]]	5	Preeclampsia and eclampsia	14.12	5.536e-08	0.00	0.000e+00	11.98	1.036e-04	11.98	1.623e-03	9.209e-03	26.47
exm2253205	pheno_732	2.153e-03	0.002153	1.696e-03	[[25207, 106], [39, 4]]	4	Osteochondropathies	23.87	4.386e-09	24.01	4.198e-09	24.39	3.632e-05	24.39	1.241e-03	5.971e-03	20.02
exm2253759	pheno_368.4	2.641e-03	0.002641	6.090e-03	[[27112, 141], [160, 7]]	7	Visual field defects	8.8	4.304e-08	8.51	6.349e-08	8.41	3.565e-05	8.41	7.842e-04	6.736e-03	63.80
exm2254360	pheno_090	3.870e-03	0.003869	1.181e-03	[[29368, 224], [31, 4]]	4	Sexually transmitted infections (not HIV or hepatitis)	16.84	1.43e-07	17.30	1.079e-07	16.92	1.483e-04	16.92	2.061e-03	8.556e-03	16.59
exm2256301	pheno_523.32	1.699e-03	0.001699	1.126e-03	[[27410, 94], [28, 3]]	3	Chronic periodontitis	35.1	1.14e-08	34.47	1.101e-08	31.24	1.773e-04	31.24	2.032e-03	3.827e-03	9.74
exm2256986	pheno_585.32	4.610e-03	0.004609	3.419e-02	[[22068, 183, 1], [765, 23, 0]]	23.0	End stage renal disease	3.37	5.723e-08	3.39	4.769e-08	3.55	8.763e-07	3.55	3.264e-05	4.074e-04	2003.75
exm225807	pheno_656.1	5.249e-03	0.005247	5.495e-03	[[28664, 294, 1], [151, 8, 1]]	10.0	Perinatal jaundice/isoimmunization	10.42	2.74e-08	7.23	2.633e-06	6.28	8.910e-06	6.28	2.782e-04	3.504e-03	193.32
exm2258313	pheno_245.1	1.430e-03	0.00143	1.148e-03	[[23438, 61], [24, 3]]	3	Thyroiditis, acute and subacute	55.16	2.859e-10	53.31	2.883e-10	48.03	5.360e-05	48.03	1.343e-03	1.560e-03	10.34
exm225883	pheno_642.1	2.524e-03	0.002523	6.860e-03	[[15034, 78], [97, 6]]	6	Preeclampsia and eclampsia	13.67	5.197e-09	0.00	0.000e+00	11.92	2.204e-05	11.92	8.349e-04	7.331e-03	50.62
exm2258917	pheno_531	1.111e-03	0.00111	2.129e-02	[[28449, 45, 5], [611, 9, 0]]	9.0	Peptic ulcer (excl. esophageal)	5.78	1.056e-07	5.74	9.765e-08	7.57	8.415e-06	7.57	4.010e-04	4.322e-03	137.79
exm2259039	pheno_642.1	3.784e-03	0.003783	6.860e-03	[[14851, 117], [96, 7]]	7	Preeclampsia and eclampsia	9.63	4.312e-08	0.00	0.000e+00	9.26	2.219e-05	9.26	7.097e-04	6.494e-03	68.89
exm2259219	pheno_642.1	2.688e-03	0.002687	6.860e-03	[[15053, 86], [99, 6]]	6	Preeclampsia and eclampsia	12.38	1.541e-08	0.00	0.000e+00	10.61	4.083e-05	10.61	1.021e-03	7.805e-03	44.73
exm2259219	pheno_571.6	2.688e-03	0.002687	1.011e-02	[[23066, 128], [228, 9]]	9	Primary biliary cirrhosis	6.96	3.906e-08	6.77	5.543e-08	7.11	1.110e-05	7.11	3.867e-04	4.341e-03	138.57
exm2259699	pheno_110.2	9.249e-03	0.009246	1.670e-03	[[25214, 453, 5], [35, 7, 0]]	7.0	Dermatomycoses	9.3	1.099e-08	9.25	1.379e-08	9.99	1.258e-05	9.99	5.498e-04	6.134e-03	81.72
exm2260358	pheno_289.8	2.744e-02	0.02743	6.847e-03	[[20601, 1141, 13], [128, 20, 2]]	24.0	Polycythemia vera, secondary	3.13	1.347e-07	3.13	1.332e-07	3.16	3.015e-06	3.16	5.517e-05	5.039e-04	1245.51
exm2260378	pheno_250.15	2.574e-03	0.00259	2.178e-03	[[21430, 102, 2], [43, 4, 0]]	4.0	Diabetes type 1 with peripheral circulatory disorders	16.11	3.513e-08	15.05	4.801e-08	18.01	1.021e-04	18.01	1.615e-03	7.909e-03	18.47
exm2261884	pheno_369.2	4.273e-03	0.004272	2.718e-03	[[25469, 212, 1], [64, 6, 0]]	6.0	Eye infection, viral	11.54	8.605e-09	11.04	1.345e-08	10.70	3.305e-05	10.70	8.462e-04	7.552e-03	50.01
exm2262115	pheno_714	4.165e-01	0.4165	5.570e-02	[[8485, 11513, 4295], [406, 703, 323]]	1349.0	Rheumatoid arthritis and other inflammatory polyarthropathies	1.33	7.842e-11	1.25	4.934e-09	1.26	1.914e-09	1.26	nan	7.032e-09	11804190.32
exm2262115	pheno_714.1	4.165e-01	0.4165	4.433e-02	[[8485, 11513, 4295], [313, 556, 258]]	1072.0	Rheumatoid arthritis	1.36	6.718e-10	1.27	2.431e-08	1.28	7.600e-09	1.28	nan	2.702e-08	3205677.21
exm2262115	pheno_717	4.165e-01	0.4165	1.398e-02	[[10106, 13845, 5165], [103, 202, 108]]	408.0	Polymyalgia Rheumatica	1.53	1.207e-07	1.43	3.596e-07	1.44	1.969e-07	1.44	8.534e-07	9.995e-07	100810.66
exm2263673	pheno_250.1	1.151e-02	0.0115	6.411e-02	[[21068, 465], [1405, 70]]	70	Type 1 diabetes	2.33	1.902e-10	2.28	3.876e-10	2.26	1.648e-08	2.26	4.394e-07	4.919e-06	148597.84
exm2264099	pheno_384.4	1.918e-03	0.001918	4.583e-03	[[25958, 98], [114, 6]]	6	Perforation of tympanic membrane	13.22	2.558e-09	12.70	5.031e-09	13.94	8.610e-06	13.94	5.816e-04	6.673e-03	62.68
exm2264099	pheno_384	1.918e-03	0.001918	4.925e-03	[[25958, 98], [123, 6]]	6	Other disorders of tympanic membrane	12.19	7.269e-09	11.79	1.286e-08	12.92	1.300e-05	12.92	6.603e-04	6.933e-03	58.23
exm2264249	pheno_499	4.311e-01	0.4311	5.668e-03	[[9544, 14494, 5424], [32, 74, 62]]	138.0	Cystic fibrosis	1.92	7.173e-09	1.93	5.117e-09	1.90	6.872e-09	1.90	3.301e-07	3.730e-07	274381.02
exm2264606	pheno_172.1	4.443e-01	0.4443	4.747e-02	[[7263, 12011, 4797], [453, 552, 195]]	942.0	Melanomas of skin, dx or hx	0.78	1.704e-08	0.78	2.161e-08	0.79	5.589e-08	0.79	nan	4.304e-09	13023501.32
exm2264606	pheno_172.11	4.443e-01	0.4443	4.137e-02	[[7263, 12011, 4797], [395, 479, 165]]	809.0	Melanomas of skin	0.77	2.832e-08	0.77	3.322e-08	0.78	8.963e-08	0.78	nan	6.000e-09	9320308.77
exm2264606	pheno_172	4.443e-01	0.4443	1.130e-01	[[7263, 12011, 4797], [1080, 1430, 558]]	2546.0	Skin cancer	0.85	3.455e-08	0.86	1.019e-07	0.87	4.818e-07	0.87	nan	1.007e-07	681606.87
exm2264641	pheno_426.8	3.360e-02	0.03361	2.439e-03	[[17231, 1150, 24], [33, 11, 1]]	13.0	Other cardiac conduction disorders	4.91	9.752e-08	4.91	9.605e-08	5.02	7.587e-06	5.02	2.377e-04	2.219e-03	276.21
exm2265015	pheno_292.6	2.031e-02	0.0203	2.859e-03	[[23123, 927, 11], [56, 13, 0]]	13.0	Hallucinations	5.17	2.091e-08	5.18	1.976e-08	5.17	4.321e-06	5.17	1.600e-04	1.985e-03	375.10
exm2265871	pheno_213	1.295e-03	0.001295	4.712e-03	[[22338, 48], [102, 4]]	4	Benign neoplasm of bone and articular cartilage	18.01	5.436e-08	17.96	5.513e-08	18.25	1.060e-04	18.25	1.750e-03	7.925e-03	17.76
exm2268606	pheno_597.2	2.356e-03	0.002302	3.230e-03	[[26449, 58, 29], [82, 3, 1]]	5.0	Urinary complications NEC	17.77	5.101e-08	4.37	1.836e-05	13.67	4.874e-05	13.67	1.117e-03	8.253e-03	32.36
exm2268632	pheno_735.23	2.961e-03	0.002828	2.044e-03	[[26253, 71, 41], [50, 2, 2]]	6.0	Hallux rigidus	20.9	1.286e-08	6.28	1.812e-08	20.21	1.003e-06	20.21	2.953e-04	5.463e-03	90.62
exm2269634	pheno_345	2.291e-02	0.02291	7.247e-02	[[21701, 955, 14], [1650, 121, 2]]	125.0	Epilepsy, recurrent seizures, convulsions	1.68	1.348e-07	1.69	9.400e-08	1.65	1.010e-06	1.65	3.819e-06	1.342e-05	20021.15
exm2270675	pheno_499	3.948e-01	0.3948	5.668e-03	[[10772, 14033, 4651], [117, 45, 6]]	57.0	Cystic fibrosis	0.32	9.882e-15	0.32	1.092e-14	0.31	2.400e-12	0.31	nan	1.474e-34	37052029329199564252772302848.00
exm2270675	pheno_480.12	3.948e-01	0.3948	7.690e-03	[[8245, 10775, 3551], [109, 53, 13]]	79.0	Pseudomonal pneumonia	0.46	9.793e-10	0.46	9.285e-10	0.44	6.233e-11	0.44	nan	3.532e-17	95075924073637.30
exm2270675	pheno_480.13	3.948e-01	0.3948	5.592e-03	[[8245, 10775, 3551], [81, 42, 4]]	50.0	MRSA pneumonia	0.38	1.28e-09	0.38	1.235e-09	0.37	5.411e-11	0.37	nan	6.834e-19	1598660650625655.75
exm2270676	pheno_499	3.864e-01	0.3864	5.668e-03	[[11012, 14028, 4424], [141, 27, 0]]	27.0	Cystic fibrosis	0.14	4.752e-23	0.14	6.137e-23	0.14	-3.142e-11	0.14	nan	6.929e-104	9075471307770399951227634795241481849647609899408081715067065820933448276115456.00
exm2270676	pheno_480.12	3.864e-01	0.3864	7.690e-03	[[8411, 10761, 3407], [115, 49, 11]]	71.0	Pseudomonal pneumonia	0.4	8.603e-12	0.40	9.083e-12	0.40	-1.482e-11	0.40	nan	9.962e-22	690642534037057280.00
exm2270676	pheno_277	3.864e-01	0.3864	8.238e-03	[[10676, 13592, 4258], [137, 76, 24]]	124.0	Other disorders of metabolism	0.56	4.882e-08	0.56	5.802e-08	0.56	1.091e-08	0.56	nan	9.749e-12	1760546536.38
exm2270676	pheno_480.13	3.864e-01	0.3864	5.592e-03	[[8411, 10761, 3407], [80, 39, 8]]	55.0	MRSA pneumonia	0.43	5.333e-08	0.43	5.280e-08	0.43	6.302e-09	0.43	nan	1.318e-13	45091647213.60
exm2270678	pheno_499	3.562e-01	0.3562	5.668e-03	[[12230, 13554, 3684], [39, 77, 52]]	155.0	Cystic fibrosis	2.09	3.506e-11	2.09	3.342e-11	2.12	-9.328e-11	2.12	nan	1.149e-08	14243977.81
exm2270737	pheno_364.9	4.711e-03	0.00471	9.808e-04	[[26229, 240, 8], [23, 2, 1]]	4.0	Cornea replaced by transplant	15.85	2.119e-08	13.34	3.357e-08	17.15	1.273e-04	17.15	1.804e-03	8.309e-03	17.63
exm2270785	pheno_499	3.476e-01	0.3476	5.668e-03	[[12600, 13325, 3538], [33, 79, 56]]	145.0	Cystic fibrosis	2.43	1.734e-15	2.43	2.136e-15	2.49	-3.517e-11	2.49	nan	5.031e-11	4714268196.33
exm2270785	pheno_480.12	3.476e-01	0.3476	7.690e-03	[[9622, 10263, 2693], [52, 75, 48]]	171.0	Pseudomonal pneumonia	1.78	9.961e-08	1.78	9.498e-08	1.80	6.996e-08	1.80	1.077e-06	1.739e-06	81462.34
exm2271611	pheno_958.1	1.497e-03	0.001497	1.519e-03	[[28844, 79, 0], [42, 1, 1]]	3.0	Postoperative shock	22.0	1.192e-07	21.49	1.280e-07	25.81	2.750e-04	25.81	2.213e-03	5.129e-03	9.75
