ind	SNP	pheno	maf	prev	table	minN	logit_OR	logit_p-val	exact_OR	exact_p-val	bayes factor
1253	exm41	pheno_722.8	1.447e-03	8.687e-03	[[24234, 72], [212, 1]]	1.000e+00	1.568e+00	6.564e-01	1.588e+00	2.128e-01	1.06
1255	exm41	pheno_723	1.447e-03	5.076e-03	[[24234, 72], [123, 1]]	1.000e+00	2.712e+00	3.238e-01	2.736e+00	1.097e-01	1.24
1260	exm41	pheno_726	1.447e-03	9.000e-02	[[23493, 66], [2320, 10]]	1.000e+01	1.607e+00	1.667e-01	1.534e+00	1.134e-01	1.88
1261	exm41	pheno_726.1	1.447e-03	4.165e-02	[[23493, 66], [1023, 1]]	1.000e+00	3.766e-01	3.337e-01	3.480e-01	2.776e-03	3.14
1263	exm41	pheno_726.3	1.447e-03	1.108e-02	[[23493, 66], [262, 2]]	2.000e+00	2.714e+00	1.664e-01	2.717e+00	8.644e-02	1.64
1265	exm41	pheno_727	1.447e-03	5.899e-02	[[23493, 66], [1470, 7]]	7.000e+00	1.763e+00	1.561e-01	1.695e+00	1.033e-01	1.91
1270	exm41	pheno_729	1.447e-03	4.899e-03	[[23493, 66], [115, 1]]	1.000e+00	3.272e+00	2.418e-01	3.095e+00	9.482e-02	1.29
1271	exm41	pheno_729.3	1.447e-03	1.356e-03	[[23493, 66], [31, 1]]	1.000e+00	1.287e+01	1.293e-02	1.148e+01	2.230e-02	1.72
1274	exm41	pheno_733	1.447e-03	2.020e-02	[[25243, 70], [518, 4]]	4.000e+00	2.781e+00	4.748e-02	2.785e+00	4.596e-02	2.84
1275	exm41	pheno_733.4	1.447e-03	7.411e-03	[[25243, 70], [188, 1]]	1.000e+00	1.912e+00	5.212e-01	1.918e+00	1.688e-01	1.12
1277	exm41	pheno_733.8	1.447e-03	8.111e-03	[[25243, 70], [206, 1]]	1.000e+00	1.753e+00	5.781e-01	1.751e+00	1.888e-01	1.09
1278	exm41	pheno_735	1.447e-03	2.955e-02	[[26290, 78], [800, 3]]	3.000e+00	1.275e+00	6.804e-01	1.264e+00	2.840e-01	1.07
1280	exm41	pheno_735.2	1.447e-03	1.284e-02	[[26290, 78], [342, 1]]	1.000e+00	9.948e-01	9.958e-01	9.855e-01	1.774e-01	1.00
1281	exm41	pheno_735.21	1.447e-03	8.982e-03	[[26290, 78], [238, 1]]	1.000e+00	1.438e+00	7.197e-01	1.416e+00	2.445e-01	1.04
1285	exm41	pheno_735.4	1.447e-03	1.077e-02	[[26290, 78], [285, 2]]	2.000e+00	2.364e+00	2.313e-01	2.365e+00	1.069e-01	1.49
1286	exm41	pheno_736	1.447e-03	5.806e-03	[[26290, 78], [153, 1]]	1.000e+00	2.207e+00	4.334e-01	2.203e+00	1.424e-01	1.16
1292	exm41	pheno_738	1.447e-03	1.516e-02	[[26290, 78], [405, 1]]	1.000e+00	8.410e-01	8.636e-01	8.322e-01	1.227e-01	1.02
1295	exm41	pheno_740	1.447e-03	1.514e-01	[[23373, 68], [4166, 15]]	1.500e+01	1.210e+00	5.287e-01	1.238e+00	2.210e-01	1.30
1296	exm41	pheno_740.1	1.447e-03	6.021e-02	[[23373, 68], [1495, 7]]	7.000e+00	1.589e+00	2.586e-01	1.609e+00	1.216e-01	1.73
1297	exm41	pheno_740.11	1.447e-03	4.599e-02	[[23373, 68], [1124, 6]]	6.000e+00	1.793e+00	1.828e-01	1.835e+00	9.094e-02	2.02
1298	exm41	pheno_740.2	1.447e-03	4.750e-02	[[23373, 68], [1164, 5]]	5.000e+00	1.551e+00	3.632e-01	1.476e+00	1.835e-01	1.33
1300	exm41	pheno_740.9	1.447e-03	1.082e-01	[[23373, 68], [2836, 9]]	9.000e+00	1.064e+00	8.665e-01	1.091e+00	3.696e-01	1.03
1301	exm41	pheno_741	1.447e-03	3.847e-02	[[26445, 76], [1059, 2]]	2.000e+00	6.680e-01	5.739e-01	6.571e-01	3.003e-02	1.25
1303	exm41	pheno_741.2	1.447e-03	1.240e-02	[[26445, 76], [332, 1]]	1.000e+00	1.071e+00	9.456e-01	1.048e+00	3.511e-01	1.00
1304	exm41	pheno_741.4	1.447e-03	1.280e-02	[[26445, 76], [343, 1]]	1.000e+00	1.019e+00	9.855e-01	1.014e+00	3.657e-01	1.00
1305	exm41	pheno_742	1.447e-03	9.190e-03	[[26445, 76], [244, 2]]	2.000e+00	2.884e+00	1.411e-01	2.852e+00	7.982e-02	1.69
1307	exm41	pheno_742.9	1.447e-03	7.410e-03	[[26445, 76], [196, 2]]	2.000e+00	3.594e+00	7.580e-02	3.551e+00	5.727e-02	1.96
1308	exm41	pheno_743	1.447e-03	1.641e-01	[[22968, 67], [4511, 12]]	1.200e+01	9.423e-01	8.565e-01	9.119e-01	4.210e-01	1.04
1309	exm41	pheno_743.1	1.447e-03	1.085e-01	[[22968, 67], [2797, 8]]	8.000e+00	1.000e+00	9.993e-01	9.805e-01	5.618e-01	1.00
1310	exm41	pheno_743.11	1.447e-03	7.996e-02	[[22968, 67], [1996, 6]]	6.000e+00	1.071e+00	8.770e-01	1.030e+00	4.258e-01	1.00
1311	exm41	pheno_743.12	1.447e-03	3.072e-02	[[22968, 67], [726, 4]]	4.000e+00	2.050e+00	1.894e-01	1.889e+00	1.127e-01	1.67
1312	exm41	pheno_743.13	1.447e-03	3.173e-02	[[22968, 67], [754, 1]]	1.000e+00	4.693e-01	4.538e-01	4.546e-01	1.405e-02	1.71
1313	exm41	pheno_743.2	1.447e-03	2.149e-02	[[22968, 67], [505, 1]]	1.000e+00	7.074e-01	7.321e-01	6.788e-01	7.016e-02	1.11
1317	exm41	pheno_743.9	1.447e-03	7.974e-02	[[22968, 67], [1990, 6]]	6.000e+00	1.122e+00	7.935e-01	1.034e+00	4.228e-01	1.00
1318	exm41	pheno_745	1.447e-03	2.933e-01	[[18662, 49], [7740, 26]]	2.600e+01	1.302e+00	2.849e-01	1.279e+00	1.635e-01	1.63
1319	exm41	pheno_747	1.447e-03	3.902e-02	[[27970, 78], [1133, 6]]	6.000e+00	1.964e+00	1.249e-01	1.899e+00	8.100e-02	2.17
1320	exm41	pheno_747.1	1.447e-03	3.615e-02	[[27970, 78], [1046, 6]]	6.000e+00	2.141e+00	8.476e-02	2.057e+00	6.370e-02	2.54
1321	exm41	pheno_747.11	1.447e-03	2.415e-02	[[27970, 78], [690, 4]]	4.000e+00	2.277e+00	1.209e-01	2.079e+00	8.937e-02	1.90
1322	exm41	pheno_747.12	1.447e-03	1.444e-02	[[27970, 78], [410, 1]]	1.000e+00	1.005e+00	9.959e-01	8.746e-01	1.379e-01	1.01
1323	exm41	pheno_747.13	1.447e-03	1.378e-02	[[27970, 78], [390, 2]]	2.000e+00	2.268e+00	2.778e-01	1.839e+00	1.596e-01	1.26
1326	exm41	pheno_749	1.447e-03	6.246e-03	[[29029, 85], [182, 1]]	1.000e+00	1.967e+00	5.138e-01	1.876e+00	1.730e-01	1.11
1327	exm41	pheno_749.1	1.447e-03	1.041e-03	[[24870, 75], [25, 1]]	1.000e+00	1.251e+01	1.694e-02	1.326e+01	1.928e-02	1.75
1363	exm41	pheno_760	1.447e-03	1.384e-01	[[23493, 68], [3772, 12]]	1.200e+01	1.093e+00	7.793e-01	1.099e+00	3.558e-01	1.05
1364	exm41	pheno_761	1.447e-03	6.844e-02	[[26037, 70], [1910, 8]]	8.000e+00	1.576e+00	2.257e-01	1.558e+00	1.237e-01	1.73
1365	exm41	pheno_763	1.447e-03	1.799e-02	[[26832, 79], [491, 2]]	2.000e+00	1.383e+00	6.524e-01	1.383e+00	2.512e-01	1.08
1367	exm41	pheno_765	1.447e-03	8.876e-03	[[26832, 79], [239, 2]]	2.000e+00	2.834e+00	1.477e-01	2.842e+00	8.018e-02	1.69
1370	exm41	pheno_770	1.447e-03	4.609e-02	[[26949, 80], [1302, 4]]	4.000e+00	1.035e+00	9.468e-01	1.035e+00	4.120e-01	1.00
1372	exm41	pheno_771.1	1.447e-03	3.749e-02	[[25826, 76], [1003, 6]]	6.000e+00	2.057e+00	9.161e-02	2.033e+00	6.621e-02	2.47
1377	exm41	pheno_772.3	1.447e-03	3.182e-02	[[26662, 79], [876, 3]]	3.000e+00	1.160e+00	8.015e-01	1.156e+00	3.339e-01	1.03
1381	exm41	pheno_781	1.447e-03	6.088e-03	[[29139, 84], [178, 1]]	1.000e+00	1.950e+00	5.083e-01	1.949e+00	1.652e-01	1.12
1382	exm41	pheno_782.3	1.447e-03	1.015e-01	[[24422, 74], [2763, 4]]	4.000e+00	4.762e-01	1.515e-01	4.778e-01	4.175e-02	5.29
1383	exm41	pheno_782.6	1.447e-03	2.565e-03	[[24422, 74], [62, 1]]	1.000e+00	5.358e+00	9.860e-02	5.323e+00	5.076e-02	1.49
1384	exm41	pheno_783	1.447e-03	1.815e-01	[[22000, 62], [4877, 15]]	1.500e+01	1.097e+00	7.511e-01	1.091e+00	3.604e-01	1.05
1385	exm41	pheno_785	1.447e-03	2.828e-01	[[18957, 56], [7475, 22]]	2.200e+01	9.979e-01	9.934e-01	9.963e-01	5.396e-01	1.00
1386	exm41	pheno_788	1.447e-03	6.506e-02	[[26365, 75], [1835, 5]]	5.000e+00	9.418e-01	8.977e-01	9.579e-01	5.592e-01	1.00
1387	exm41	pheno_789	1.447e-03	1.968e-01	[[21478, 63], [5265, 13]]	1.300e+01	8.411e-01	5.718e-01	8.418e-01	2.989e-01	1.18
1389	exm41	pheno_790.1	1.447e-03	6.127e-03	[[25878, 75], [159, 1]]	1.000e+00	2.139e+00	4.527e-01	2.170e+00	1.451e-01	1.16
1390	exm41	pheno_790.6	1.447e-03	4.969e-02	[[25878, 75], [1353, 4]]	4.000e+00	1.028e+00	9.569e-01	1.020e+00	4.246e-01	1.00
1391	exm41	pheno_790.8	1.447e-03	4.640e-03	[[25878, 75], [120, 1]]	1.000e+00	2.913e+00	2.905e-01	2.875e+00	1.033e-01	1.26
1393	exm41	pheno_792	1.447e-03	2.117e-02	[[25544, 75], [551, 3]]	3.000e+00	1.974e+00	2.616e-01	1.854e+00	1.359e-01	1.44
1397	exm41	pheno_796	1.447e-03	7.081e-02	[[9656, 28], [735, 3]]	3.000e+00	0.000e+00	0.000e+00	1.408e+00	2.419e-01	1.15
1398	exm41	pheno_797	1.447e-03	3.177e-02	[[28168, 84], [926, 1]]	1.000e+00	3.594e-01	3.094e-01	3.621e-01	3.682e-03	2.82
1399	exm41	pheno_798	1.447e-03	3.133e-01	[[17357, 52], [7925, 19]]	1.900e+01	7.855e-01	3.749e-01	8.002e-01	1.974e-01	1.43
1400	exm41	pheno_798.1	1.447e-03	3.149e-03	[[17357, 52], [54, 1]]	1.000e+00	5.751e+00	8.700e-02	6.181e+00	4.335e-02	1.54
1401	exm41	pheno_800	1.447e-03	3.643e-02	[[25367, 76], [959, 3]]	3.000e+00	1.041e+00	9.457e-01	1.044e+00	3.985e-01	1.00
1402	exm41	pheno_800.1	1.447e-03	1.601e-02	[[25367, 76], [412, 2]]	2.000e+00	1.638e+00	4.961e-01	1.620e+00	1.957e-01	1.17
1406	exm41	pheno_801	1.447e-03	2.603e-02	[[25367, 76], [677, 3]]	3.000e+00	1.494e+00	4.965e-01	1.479e+00	2.113e-01	1.19
1407	exm41	pheno_801.1	1.447e-03	1.391e-02	[[25367, 76], [358, 1]]	1.000e+00	9.392e-01	9.504e-01	9.323e-01	1.585e-01	1.00
1409	exm41	pheno_803	1.447e-03	3.449e-02	[[25367, 76], [907, 2]]	2.000e+00	7.461e-01	6.831e-01	7.360e-01	5.387e-02	1.12
1411	exm41	pheno_803.2	1.447e-03	2.003e-02	[[25367, 76], [518, 2]]	2.000e+00	1.314e+00	7.040e-01	1.289e+00	2.808e-01	1.05
1414	exm41	pheno_804	1.447e-03	1.456e-02	[[25367, 76], [375, 1]]	1.000e+00	8.894e-01	9.075e-01	8.901e-01	1.434e-01	1.01
1415	exm41	pheno_805	1.447e-03	2.304e-02	[[25367, 76], [597, 3]]	3.000e+00	1.664e+00	3.914e-01	1.677e+00	1.655e-01	1.32
1417	exm41	pheno_809	1.447e-03	2.622e-02	[[25367, 76], [681, 4]]	4.000e+00	1.962e+00	1.903e-01	1.961e+00	1.026e-01	1.76
1420	exm41	pheno_818	1.447e-03	6.918e-03	[[28624, 84], [199, 1]]	1.000e+00	1.712e+00	5.943e-01	1.712e+00	1.936e-01	1.08
1422	exm41	pheno_818.2	1.447e-03	2.571e-03	[[28624, 84], [73, 1]]	1.000e+00	4.674e+00	1.282e-01	4.668e+00	5.868e-02	1.44
1424	exm41	pheno_830	1.447e-03	2.570e-02	[[27748, 82], [733, 1]]	1.000e+00	4.618e-01	4.428e-01	4.617e-01	1.522e-02	1.67
1427	exm41	pheno_840	1.447e-03	3.909e-02	[[26369, 78], [1073, 3]]	3.000e+00	9.479e-01	9.276e-01	9.452e-01	1.283e-01	1.00
1432	exm41	pheno_850	1.447e-03	2.296e-02	[[24997, 70], [585, 4]]	4.000e+00	2.453e+00	8.212e-02	2.442e+00	6.203e-02	2.36
1435	exm41	pheno_854	1.447e-03	2.728e-02	[[24997, 70], [702, 1]]	1.000e+00	5.037e-01	4.963e-01	5.087e-01	2.399e-02	1.44
1439	exm41	pheno_858	1.447e-03	1.652e-02	[[24997, 70], [419, 2]]	2.000e+00	1.714e+00	4.538e-01	1.705e+00	1.807e-01	1.21
1440	exm41	pheno_859	1.447e-03	1.663e-02	[[24997, 70], [423, 1]]	1.000e+00	8.431e-01	8.656e-01	8.442e-01	1.269e-01	1.02
1442	exm41	pheno_870	1.447e-03	3.174e-02	[[26129, 77], [857, 2]]	2.000e+00	7.888e-01	7.408e-01	7.919e-01	7.512e-02	1.06
1448	exm41	pheno_871	1.447e-03	2.717e-02	[[26129, 77], [731, 1]]	1.000e+00	4.624e-01	4.438e-01	4.642e-01	1.563e-02	1.65
1450	exm41	pheno_871.2	1.447e-03	4.218e-03	[[26129, 77], [110, 1]]	1.000e+00	3.084e+00	2.653e-01	3.085e+00	9.501e-02	1.29
1456	exm41	pheno_907	1.447e-03	5.257e-03	[[29243, 83], [153, 2]]	2.000e+00	4.594e+00	3.445e-02	4.606e+00	3.912e-02	2.30
1458	exm41	pheno_913	1.447e-03	1.533e-03	[[28570, 82], [43, 1]]	1.000e+00	8.116e+00	3.967e-02	8.103e+00	3.200e-02	1.63
1460	exm41	pheno_938	1.447e-03	1.826e-02	[[24117, 71], [449, 1]]	1.000e+00	7.676e-01	7.937e-01	7.565e-01	9.610e-02	1.05
1461	exm41	pheno_938.2	1.447e-03	1.663e-02	[[24117, 71], [408, 1]]	1.000e+00	8.448e-01	8.677e-01	8.325e-01	1.228e-01	1.02
1462	exm41	pheno_939	1.447e-03	5.401e-02	[[24117, 71], [1378, 3]]	3.000e+00	7.435e-01	6.155e-01	7.395e-01	3.286e-02	1.17
1466	exm41	pheno_949	1.447e-03	5.509e-03	[[24117, 71], [133, 1]]	1.000e+00	2.548e+00	3.582e-01	2.554e+00	1.192e-01	1.22
1468	exm41	pheno_958	1.447e-03	1.128e-02	[[28841, 82], [328, 2]]	2.000e+00	2.144e+00	2.887e-01	2.145e+00	1.247e-01	1.40
1470	exm41	pheno_958.2	1.447e-03	4.611e-03	[[28841, 82], [133, 1]]	1.000e+00	2.678e+00	3.302e-01	2.645e+00	1.140e-01	1.23
1475	exm41	pheno_963	1.447e-03	3.117e-02	[[24601, 74], [792, 2]]	2.000e+00	8.344e-01	8.009e-01	8.395e-01	9.562e-02	1.03
1476	exm41	pheno_963.1	1.447e-03	3.049e-02	[[24601, 74], [774, 2]]	2.000e+00	8.538e-01	8.258e-01	8.590e-01	1.046e-01	1.03
1487	exm41	pheno_979	1.447e-03	3.820e-02	[[24601, 74], [977, 3]]	3.000e+00	1.022e+00	9.707e-01	1.021e+00	4.150e-01	1.00
1489	exm41	pheno_990	1.447e-03	1.193e-02	[[27095, 80], [327, 1]]	1.000e+00	1.044e+00	9.656e-01	1.036e+00	3.560e-01	1.00
1490	exm41	pheno_994	1.447e-03	4.333e-02	[[27759, 81], [1257, 4]]	4.000e+00	1.087e+00	8.708e-01	1.091e+00	3.724e-01	1.01
1491	exm41	pheno_994.1	1.447e-03	1.038e-02	[[27759, 81], [291, 1]]	1.000e+00	1.183e+00	8.676e-01	1.178e+00	3.056e-01	1.01
1492	exm41	pheno_994.2	1.447e-03	3.628e-02	[[27759, 81], [1045, 3]]	3.000e+00	9.793e-01	9.717e-01	9.838e-01	1.536e-01	1.00
1523	exm1916089	pheno_080	1.346e-04	3.394e-02	[[26919, 7], [945, 1]]	1.000e+00	4.316e+00	1.717e-01	4.069e+00	7.929e-02	1.41
1524	exm1916089	pheno_081	1.346e-04	3.695e-02	[[26919, 7], [1032, 1]]	1.000e+00	4.428e+00	1.651e-01	3.726e+00	8.759e-02	1.37
1552	exm1916089	pheno_151	1.346e-04	1.181e-02	[[25347, 7], [302, 1]]	1.000e+00	1.540e+01	1.269e-02	1.199e+01	2.446e-02	1.73
1558	exm1916089	pheno_157	1.346e-04	8.602e-03	[[25347, 7], [219, 1]]	1.000e+00	1.368e+01	1.646e-02	1.653e+01	1.748e-02	1.80
1570	exm1916089	pheno_172	1.346e-04	1.130e-01	[[24071, 7], [3067, 1]]	1.000e+00	1.056e+00	9.602e-01	1.121e+00	3.652e-01	1.01
1573	exm1916089	pheno_172.2	1.346e-04	8.372e-02	[[24071, 7], [2199, 1]]	1.000e+00	1.460e+00	7.293e-01	1.564e+00	2.407e-01	1.07
1576	exm1916089	pheno_172.3	1.346e-04	7.052e-03	[[24071, 7], [170, 1]]	1.000e+00	2.157e+01	5.058e-03	2.023e+01	1.420e-02	1.83
1577	exm1916089	pheno_173	1.346e-04	6.963e-02	[[24071, 7], [1801, 1]]	1.000e+00	1.716e+00	6.168e-01	1.909e+00	1.898e-01	1.13
1595	exm1916089	pheno_189	1.346e-04	3.627e-02	[[28240, 7], [1062, 1]]	1.000e+00	4.975e+00	1.426e-01	3.799e+00	8.570e-02	1.38
1596	exm1916089	pheno_189.1	1.346e-04	2.104e-02	[[28240, 7], [606, 1]]	1.000e+00	8.211e+00	5.214e-02	6.657e+00	4.593e-02	1.57
1597	exm1916089	pheno_189.11	1.346e-04	1.879e-02	[[28240, 7], [540, 1]]	1.000e+00	9.465e+00	3.825e-02	7.471e+00	4.052e-02	1.61
1620	exm1916089	pheno_199	1.346e-04	7.415e-02	[[20849, 4], [1669, 1]]	1.000e+00	2.926e+00	3.398e-01	3.123e+00	1.207e-01	1.32
1646	exm1916089	pheno_214	1.346e-04	8.475e-03	[[28890, 7], [246, 1]]	1.000e+00	1.644e+01	9.291e-03	1.678e+01	1.721e-02	1.80
1647	exm1916089	pheno_214.1	1.346e-04	4.238e-03	[[28890, 7], [122, 1]]	1.000e+00	3.244e+01	1.241e-03	3.383e+01	8.390e-03	1.89
1675	exm1916089	pheno_244	1.346e-04	1.401e-01	[[23494, 7], [3829, 1]]	1.000e+00	5.588e-01	5.907e-01	8.765e-01	1.294e-01	1.00
1678	exm1916089	pheno_244.4	1.346e-04	1.237e-01	[[23494, 7], [3315, 1]]	1.000e+00	6.290e-01	6.691e-01	1.012e+00	4.184e-01	1.00
1686	exm1916089	pheno_250	1.346e-04	1.888e-01	[[21528, 6], [5011, 1]]	1.000e+00	7.112e-01	7.557e-01	7.160e-01	nan	1.04
1693	exm1916089	pheno_250.2	1.346e-04	1.784e-01	[[21528, 6], [4674, 1]]	1.000e+00	7.551e-01	7.980e-01	7.677e-01	nan	1.02
1700	exm1916089	pheno_250.4	1.346e-04	6.018e-02	[[21528, 6], [1378, 1]]	1.000e+00	2.358e+00	4.304e-01	2.604e+00	1.354e-01	1.24
1702	exm1916089	pheno_250.42	1.346e-04	4.990e-02	[[21528, 6], [1130, 1]]	1.000e+00	2.903e+00	3.274e-01	3.175e+00	1.078e-01	1.32
1732	exm1916089	pheno_260	1.346e-04	7.998e-02	[[21999, 5], [1912, 1]]	1.000e+00	2.414e+00	4.218e-01	2.301e+00	1.618e-01	1.20
1735	exm1916089	pheno_260.6	1.346e-04	2.417e-02	[[21999, 5], [544, 1]]	1.000e+00	8.766e+00	4.842e-02	8.088e+00	3.995e-02	1.64
1740	exm1916089	pheno_264	1.346e-04	5.809e-02	[[21999, 5], [1356, 1]]	1.000e+00	7.490e+00	9.288e-02	3.245e+00	1.090e-01	1.33
1741	exm1916089	pheno_264.2	1.346e-04	3.483e-02	[[21999, 5], [793, 1]]	1.000e+00	8.089e+00	6.309e-02	5.548e+00	6.002e-02	1.52
1752	exm1916089	pheno_272	1.346e-04	3.256e-01	[[18589, 6], [8977, 2]]	2.000e+00	5.420e-01	4.733e-01	6.902e-01	3.473e-01	1.09
1753	exm1916089	pheno_272.1	1.346e-04	3.248e-01	[[18589, 6], [8945, 2]]	2.000e+00	5.434e-01	4.752e-01	6.927e-01	3.495e-01	1.08
1754	exm1916089	pheno_272.11	1.346e-04	1.705e-01	[[18589, 6], [3821, 1]]	1.000e+00	6.170e-01	6.636e-01	8.108e-01	nan	1.01
1756	exm1916089	pheno_272.13	1.346e-04	1.876e-01	[[18589, 6], [4292, 2]]	2.000e+00	1.179e+00	8.457e-01	1.444e+00	2.884e-01	1.12
1770	exm1916089	pheno_276	1.346e-04	2.728e-01	[[19210, 6], [7205, 2]]	2.000e+00	8.381e-01	8.298e-01	8.887e-01	5.124e-01	1.00
1771	exm1916089	pheno_276.1	1.346e-04	2.077e-01	[[19210, 6], [5034, 2]]	2.000e+00	1.147e+00	8.679e-01	1.272e+00	3.479e-01	1.06
1773	exm1916089	pheno_276.12	1.346e-04	6.922e-02	[[19210, 6], [1428, 1]]	1.000e+00	2.060e+00	5.074e-01	2.242e+00	1.610e-01	1.19
1774	exm1916089	pheno_276.13	1.346e-04	5.251e-02	[[19210, 6], [1064, 1]]	1.000e+00	3.211e+00	2.836e-01	3.009e+00	1.146e-01	1.30
1775	exm1916089	pheno_276.14	1.346e-04	1.307e-01	[[19210, 6], [2886, 2]]	2.000e+00	1.878e+00	4.446e-01	2.219e+00	1.551e-01	1.42
1779	exm1916089	pheno_276.5	1.346e-04	1.388e-01	[[19210, 6], [3095, 2]]	2.000e+00	2.055e+00	3.783e-01	2.069e+00	1.714e-01	1.36
1780	exm1916089	pheno_276.6	1.346e-04	4.659e-02	[[19210, 6], [938, 1]]	1.000e+00	3.385e+00	2.634e-01	3.413e+00	9.931e-02	1.34
1786	exm1916089	pheno_278	1.346e-04	1.094e-01	[[24860, 7], [3055, 1]]	1.000e+00	1.083e+00	9.408e-01	1.162e+00	3.482e-01	1.01
1787	exm1916089	pheno_278.1	1.346e-04	9.311e-02	[[24860, 7], [2552, 1]]	1.000e+00	1.303e+00	8.044e-01	1.392e+00	2.773e-01	1.04
1788	exm1916089	pheno_278.11	1.346e-04	3.739e-02	[[24860, 7], [965, 1]]	1.000e+00	3.149e+00	2.841e-01	3.680e+00	8.884e-02	1.37
1790	exm1916089	pheno_278.4	1.346e-04	1.286e-02	[[24860, 7], [323, 1]]	1.000e+00	9.355e+00	3.855e-02	1.100e+01	2.680e-02	1.71
1791	exm1916089	pheno_279	1.346e-04	3.469e-02	[[27321, 5], [980, 2]]	2.000e+00	1.161e+01	3.600e-03	1.115e+01	2.079e-02	3.16
1792	exm1916089	pheno_279.1	1.346e-04	2.128e-02	[[27321, 5], [592, 2]]	2.000e+00	2.152e+01	2.643e-04	1.846e+01	1.178e-02	3.60
1810	exm1916089	pheno_284	1.346e-04	4.896e-02	[[19053, 4], [980, 1]]	1.000e+00	6.204e+00	1.030e-01	4.860e+00	7.358e-02	1.48
1811	exm1916089	pheno_284.1	1.346e-04	3.440e-02	[[19053, 4], [678, 1]]	1.000e+00	8.697e+00	5.367e-02	7.025e+00	4.933e-02	1.60
1812	exm1916089	pheno_285	1.346e-04	2.617e-01	[[19053, 4], [6753, 3]]	3.000e+00	1.868e+00	4.186e-01	2.116e+00	1.892e-01	1.55
1814	exm1916089	pheno_285.2	1.346e-04	9.040e-02	[[19053, 4], [1893, 1]]	1.000e+00	2.486e+00	4.181e-01	2.516e+00	1.549e-01	1.24
1817	exm1916089	pheno_285.9	1.346e-04	2.053e-01	[[19053, 4], [4920, 3]]	3.000e+00	2.539e+00	2.269e-01	2.904e+00	1.159e-01	2.00
1818	exm1916089	pheno_286	1.346e-04	1.274e-01	[[22560, 6], [3294, 2]]	2.000e+00	2.209e+00	3.377e-01	2.283e+00	1.490e-01	1.44
1822	exm1916089	pheno_286.2	1.346e-04	9.297e-02	[[22560, 6], [2311, 2]]	2.000e+00	2.955e+00	1.983e-01	3.254e+00	9.092e-02	1.79
1825	exm1916089	pheno_286.5	1.346e-04	1.264e-02	[[22560, 6], [288, 1]]	1.000e+00	1.097e+01	3.061e-02	1.306e+01	2.308e-02	1.75
1835	exm1916089	pheno_288	1.346e-04	8.476e-02	[[21753, 4], [2014, 1]]	1.000e+00	2.878e+00	3.459e-01	2.700e+00	1.427e-01	1.26
1839	exm1916089	pheno_288.3	1.346e-04	5.349e-03	[[21753, 4], [116, 1]]	1.000e+00	5.405e+01	3.982e-04	4.688e+01	6.960e-03	1.92
1845	exm1916089	pheno_290	1.346e-04	3.932e-02	[[24057, 6], [983, 2]]	2.000e+00	6.919e+00	3.063e-02	8.158e+00	2.772e-02	2.86
1846	exm1916089	pheno_290.1	1.346e-04	2.571e-02	[[24057, 6], [634, 1]]	1.000e+00	5.517e+00	1.640e-01	6.324e+00	5.002e-02	1.56
1849	exm1916089	pheno_290.13	1.346e-04	8.937e-03	[[24057, 6], [216, 1]]	1.000e+00	1.597e+01	3.130e-02	1.856e+01	1.601e-02	1.82
1857	exm1916089	pheno_292	1.346e-04	9.265e-02	[[24057, 6], [2456, 1]]	1.000e+00	1.547e+00	6.895e-01	1.633e+00	2.343e-01	1.09
1862	exm1916089	pheno_292.4	1.346e-04	5.309e-02	[[24057, 6], [1348, 1]]	1.000e+00	2.802e+00	3.456e-01	2.974e+00	1.161e-01	1.29
1871	exm1916089	pheno_296	1.346e-04	1.679e-01	[[20408, 4], [4117, 2]]	2.000e+00	2.009e+00	4.228e-01	2.479e+00	1.552e-01	1.51
1873	exm1916089	pheno_296.2	1.346e-04	1.524e-01	[[20408, 4], [3668, 2]]	2.000e+00	2.100e+00	3.946e-01	2.782e+00	1.325e-01	1.62
1878	exm1916089	pheno_300	1.346e-04	1.311e-01	[[20408, 4], [3079, 1]]	1.000e+00	1.427e+00	7.518e-01	1.657e+00	2.552e-01	1.10
1879	exm1916089	pheno_300.1	1.346e-04	1.040e-01	[[20408, 4], [2369, 1]]	1.000e+00	1.830e+00	5.906e-01	2.154e+00	1.860e-01	1.18
1880	exm1916089	pheno_300.11	1.346e-04	1.586e-02	[[20408, 4], [328, 1]]	1.000e+00	1.420e+01	1.903e-02	1.555e+01	2.138e-02	1.79
1882	exm1916089	pheno_300.3	1.346e-04	3.223e-03	[[20408, 4], [65, 1]]	1.000e+00	1.086e+02	7.106e-05	7.849e+01	4.167e-03	1.95
1905	exm1916089	pheno_315.1	1.346e-04	7.491e-04	[[28007, 7], [20, 1]]	1.000e+00	5.469e+02	6.530e-07	2.000e+02	1.471e-03	1.97
1919	exm1916089	pheno_327	1.346e-04	7.185e-02	[[24344, 6], [1884, 1]]	1.000e+00	1.901e+00	5.537e-01	2.154e+00	1.687e-01	1.17
1931	exm1916089	pheno_333	1.346e-04	2.471e-02	[[22686, 5], [574, 1]]	1.000e+00	7.341e+00	7.178e-02	7.905e+00	4.093e-02	1.63
1933	exm1916089	pheno_333.2	1.346e-04	3.338e-03	[[22686, 5], [75, 1]]	1.000e+00	6.752e+01	1.420e-04	6.050e+01	5.061e-03	1.94
