"Chr","Chr_pos","SNP","jd_code","PUBMEDID","Disease_Trait","Reported_Gene","Mapped_gene","p_value","OR_or_beta_text","CI_95","Context","Risk_Allele_Frequency","Initial_Sample_Size","SNP","jd_code","jd_string","cases","controls","odds_ratio","P","CHR","BP","gene","rsID","Mutation","MAF_W","PHRED","catalog_assoc_SNP","catalog_assoc_gene","RawScore","Category","Category_string"
4,90637601,"rs356219",332,22438815,"Parkinson's disease","SNCA","GPRIN3 - SNCA",6E-65,1.29,"[1.25-1.33]","Intergenic",0.41,"2,197 cases, 2,061 controls","rs356219",332,"Parkinson's disease",240,22691,1.30,0.007539,4,90637601,"","rs356219","",0.36010000,4.5770,"Parkinson's disease || Parkinson's disease (European)",NULL,0.107211,6,"neurological"
4,90641340,"rs356220",332,21738487,"Parkinson's disease","SNCA","GPRIN3 - SNCA",2E-19,1.29,"[1.22-1.36]","Intergenic",0.375,"3,426 cases, 29,624 controls","rs356220",332,"Parkinson's disease",240,22691,1.30,0.005801,4,90641340,"","rs356220","",0.36670000,2.4030,"Parkinson's disease",NULL,-0.337163,6,"neurological"
4,90637601,"rs356219",332,21292315,"Parkinson's disease","SNCA","GPRIN3 - SNCA",2E-47,1.29,"[1.25-1.33]","Intergenic",0.39,"5,333 European ancestry cases, 12,019 European ancestry controls","rs356219",332,"Parkinson's disease",240,22691,1.30,0.007539,4,90637601,"","rs356219","",0.36010000,4.5770,"Parkinson's disease || Parkinson's disease (European)",NULL,0.107211,6,"neurological"
17,43714850,"rs2942168",332,21292315,"Parkinson's disease","MAPT","CRHR1;CRHR1-IT1;MGC57346",1E-28,1.27,"[1.23-1.31]","intron;nearGene-5;ncRNA",0.78,"5,333 European ancestry cases, 12,019 European ancestry controls","rs2942168",332,"Parkinson's disease",240,22691,0.72,0.007222,17,43714850,"CRHR1,MGC57346","rs2942168","Silent,Silent,Silent,Silent",0.22500000,8.0780,"Parkinson's disease",NULL,0.771792,6,"neurological"
4,90641340,"rs356220",332,21084426,"Parkinson's disease","SNCA","GPRIN3 - SNCA",3E-8,1.37,"[NR]","Intergenic",0.35,"1,039 French cases, 1,984 French controls","rs356220",332,"Parkinson's disease",240,22691,1.30,0.005801,4,90641340,"","rs356220","",0.36670000,2.4030,"Parkinson's disease",NULL,-0.337163,6,"neurological"
4,90641340,"rs356220",332,21044948,"Parkinson's disease","SNCA","GPRIN3 - SNCA",9E-16,1.27,"[1.17-1.37]","Intergenic",0.36,"1,705 UK cases, 5,175 UK controls","rs356220",332,"Parkinson's disease",240,22691,1.30,0.005801,4,90641340,"","rs356220","",0.36670000,2.4030,"Parkinson's disease",NULL,-0.337163,6,"neurological"
17,44081064,"rs8070723",332,21044948,"Parkinson's disease","MAPT","MAPT",7E-12,1.30,"[1.19-1.43]","intron",0.76,"1,705 UK cases, 5,175 UK controls","rs8070723",332,"Parkinson's disease",240,22691,0.75,0.01511,17,44081064,"MAPT","rs8070723","Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent",0.22670000,2.8200,"Progressive supranuclear palsy || Parkinson's disease","Progressive supranuclear palsy (controlling for rs8070723) || Bone mineral density (LSBMD) || Interstitial lung disease || Parkinson's disease || Progressive supranuclear palsy",-0.245110,6,"neurological"
4,90641340,"rs356220",332,20711177,"Parkinson's disease","SNCA","GPRIN3 - SNCA",3E-11,1.38,"[1.25-1.52]","Intergenic",0.36,"2,000 European ancestry cases, 1,986 European ancestry controls","rs356220",332,"Parkinson's disease",240,22691,1.30,0.005801,4,90641340,"","rs356220","",0.36670000,2.4030,"Parkinson's disease",NULL,-0.337163,6,"neurological"
17,43719143,"rs393152",332,19915575,"Parkinson's disease","MAPT,  C17orf69, KIAA1267, LOC644246","CRHR1;CRHR1-IT1",2E-16,1.30,"[NR]","intron;ncRNA",0.82,"1,713 European ancestry cases, 3,978 European ancestry controls","rs393152",332,"Parkinson's disease",240,22691,0.72,0.007731,17,43719143,"CRHR1,C17orf69","rs393152","Silent,Silent,Silent,Silent",0.22680000,4.4400,"Parkinson's disease",NULL,0.081367,6,"neurological"
17,44828931,"rs199533",332,19915575,"Parkinson's disease","NSF","NSF",1E-14,1.28,"[NR]","cds-synon",0.83,"1,713 European ancestry cases, 3,978 European ancestry controls","rs199533",332,"Parkinson's disease",240,22691,0.78,0.03995,17,44828931,"NSF","rs199533","Silent,Synonymous_K702K",0.21260000,8.8820,"Parkinson's disease","Ovarian cancer in BRCA1 mutation carriers || Parkinson's disease",0.951922,6,"neurological"
3,189645933,"rs710521",189.21,24163127,"Bladder cancer","TP63","MIR944 - MTAPP2",2E-11,1.14,"[1.10-1.19]","Intergenic",0.73,"up to 2,305 European ancestry cases, up to 3,901 European ancestry controls","rs710521",189.21,"Malignant neoplasm of bladder",490,28247,0.78,0.001219,3,189645933,"","rs710521","",0.28110000,6.6930,"Bladder cancer || Urinary bladder cancer",NULL,0.496503,2,"neoplasms"
8,128718068,"rs9642880",189.21,24163127,"Bladder cancer","Intergenic","POU5F1B - MYC",4E-38,1.24,"[1.20-1.28]","Intergenic",0.45,"up to 2,305 European ancestry cases, up to 3,901 European ancestry controls","rs9642880",189.21,"Malignant neoplasm of bladder",490,28247,1.14,0.04677,8,128718068,"","rs9642880","",0.44930000,1.9760,"Bladder cancer || Urinary bladder cancer",NULL,-0.435311,2,"neoplasms"
19,30296853,"rs8102137",189.21,24163127,"Bladder cancer","CCNE1","C19orf12 - CCNE1",1E-11,1.13,"[1.09-1.17]","Intergenic",0.33,"up to 2,305 European ancestry cases, up to 3,901 European ancestry controls","rs8102137",189.21,"Malignant neoplasm of bladder",490,28247,1.20,0.006992,19,30296853,"","rs8102137","",0.32870000,4.9440,"Bladder cancer",NULL,0.175460,2,"neoplasms"
19,30296853,"rs8102137",189.21,20972438,"Bladder cancer","CCNE1","C19orf12 - CCNE1",2E-11,1.13,"[1.09-1.17]","Intergenic",0.33,"3,532 European descent cases, 5,120 European descent controls","rs8102137",189.21,"Malignant neoplasm of bladder",490,28247,1.20,0.006992,19,30296853,"","rs8102137","",0.32870000,4.9440,"Bladder cancer",NULL,0.175460,2,"neoplasms"
8,128718068,"rs9642880",189.21,20972438,"Bladder cancer","MYC","POU5F1B - MYC",2E-18,1.21,"[1.16-1.27]","Intergenic",0.45,"3,532 European descent cases, 5,120 European descent controls","rs9642880",189.21,"Malignant neoplasm of bladder",490,28247,1.14,0.04677,8,128718068,"","rs9642880","",0.44930000,1.9760,"Bladder cancer || Urinary bladder cancer",NULL,-0.435311,2,"neoplasms"
3,189645933,"rs710521",189.21,20972438,"Bladder cancer","TP63","MIR944 - MTAPP2",2E-10,1.18,"[1.12-1.24]","Intergenic",0.73,"3,532 European descent cases, 5,120 European descent controls","rs710521",189.21,"Malignant neoplasm of bladder",490,28247,0.78,0.001219,3,189645933,"","rs710521","",0.28110000,6.6930,"Bladder cancer || Urinary bladder cancer",NULL,0.496503,2,"neoplasms"
6,31018407,"rs2517532",244.4,22493691,"Hypothyroidism","LOC729792, HCG22, C6orf15, HLA-C, HLA-B, DHFRP2, HCP5","MUC22 - HCG22",1E-8,1.16,"[1.10-1.22]","Intergenic",0.597,"3,736 European ancestry cases, 35,546 European ancestry controls","rs2517532",244.4,"Hypothyroidism NOS",3316,23501,0.94,0.04517,6,31018407,"","rs2517532","",0.44080000,4.0410,"Hypothyroidism",NULL,0.005215,3,"endocrine/metabolic"
1,114303808,"rs6679677",244.4,22493691,"Hypothyroidism","PHTF1, RSBN1, PTPN22","PHTF1 - RSBN1",3E-13,1.36,"[1.25-1.48]","Intergenic",0.091,"3,736 European ancestry cases, 35,546 European ancestry controls","rs6679677",244.4,"Hypothyroidism NOS",3316,23501,1.33,0.00000000003441,1,114303808,"","rs6679677","",0.09870000,3.6100,"Type 1 diabetes || Rheumatoid arthritis || Hypothyroidism || Crohn's disease",NULL,-0.079829,3,"endocrine/metabolic"
7,20994491,"rs12155172",185,23535732,"Prostate cancer","SP8, ABCB5, RPL23P8","RPS26P30 - ASS1P11",5E-13,1.11,"[1.07-1.15]","Intergenic",0.23,"11,085 European ancestry cases, 11,463 European ancestry controls","rs12155172",185,"Cancer of prostate",1606,9684,1.11,0.03483,7,20994491,"","rs12155172","",0.21480000,1.9210,"Prostate cancer",NULL,-0.448325,2,"neoplasms"
12,53273904,"rs902774",185,21743057,"Prostate cancer","KRT8, EIF4B, TENC1","KRT78 - RPL7P41",5E-9,1.17,"[1.11-1.24]","Intergenic",0.17,"2,782 European ancestry cases, 4,458 European ancestry controls","rs902774",185,"Cancer of prostate",1606,9684,1.19,0.001768,12,53273904,"","rs902774","",0.15200000,4.0760,"Prostate cancer",NULL,0.011908,2,"neoplasms"
6,41536427,"rs1983891",185,20676098,"Prostate cancer","FOXP4","FOXP4",8E-8,1.15,"[1.09-1.21]","intron",0.41,"1,583 Japanese ancestry cases, 3,386 Japanese ancestry controls","rs1983891",185,"Cancer of prostate",1606,9684,1.13,0.005483,6,41536427,"FOXP4","rs1983891","Silent,Silent,Silent",0.27160000,4.3820,"Prostate cancer","Prostate cancer",0.070574,2,"neoplasms"
6,117210052,"rs339331",185,20676098,"Prostate cancer","GPRC6A,RFX6","RFX6",2E-12,1.22,"[1.15-1.28]","intron",0.37,"1,583 Japanese ancestry cases, 3,386 Japanese ancestry controls","rs339331",185,"Cancer of prostate",1606,9684,0.90,0.0155,6,117210052,"RFX6","rs339331","Silent",0.30780000,17.3200,"Prostate cancer","Prostate cancer",3.360740,2,"neoplasms"
2,173311553,"rs12621278",185,19767753,"Prostate cancer","ITGA6","ITGA6",9E-23,1.33,"[1.25-1.43]","intron",0.94,"1,854 European ancestry cases, 1,894 European ancestry controls","rs12621278",185,"Cancer of prostate",1606,9684,0.79,0.01186,2,173311553,"ITGA6","rs12621278","Silent,Silent",0.05940000,3.8150,"Prostate cancer","Prostate cancer",-0.038840,2,"neoplasms"
4,106061534,"rs7679673",185,19767753,"Prostate cancer","TET2","RPL6P14 - TET2",3E-14,1.10,"[1.06-1.14]","Intergenic",0.55,"1,854 European ancestry cases, 1,894 European ancestry controls","rs7679673",185,"Cancer of prostate",1606,9684,0.89,0.006577,4,106061534,"","rs7679673","",0.39310000,4.6290,"Prostate cancer",NULL,0.116841,2,"neoplasms"
8,23526463,"rs1512268",185,19767753,"Prostate cancer","NKX3.1","FAM60DP - NKX3-1",3E-30,1.18,"[1.14-1.22]","Intergenic",0.45,"1,854 European ancestry cases, 1,894 European ancestry controls","rs1512268",185,"Cancer of prostate",1606,9684,1.21,0.000004022,8,23526463,"","rs1512268","",0.42680000,8.0200,"Prostate cancer (Japanese) || Prostate cancer",NULL,0.759377,2,"neoplasms"
22,43500212,"rs5759167",185,19767753,"Prostate cancer","NR","RPS25P10 - BIK",6E-29,1.16,"[1.14-1.20]","Intergenic",0.53,"1,854 European ancestry cases, 1,894 European ancestry controls","rs5759167",185,"Cancer of prostate",1606,9684,1.12,0.004029,22,43500212,"","rs5759167","",0.49680000,1.5960,"Prostate cancer",NULL,-0.527860,2,"neoplasms"
3,128038373,"rs10934853",185,19767754,"Prostate cancer","Intergenic","EEFSEC",3E-10,1.12,"[1.08-1.16]","intron",0.28,"Up to 1,968 Icelandic cases, 35,382 Icelandic controls","rs10934853",185,"Cancer of prostate",1606,9684,1.12,0.01193,3,128038373,"EEFSEC","rs10934853","Silent",0.26990000,21.9000,"Prostate cancer","Menarche (age at onset) || Prostate cancer",4.213290,2,"neoplasms"
8,128323181,"rs445114",185,19767754,"Prostate cancer","Intergenic","SRRM1P1 - POU5F1B",5E-10,1.14,"[1.10-1.19]","Intergenic",0.64,"Up to 1,968 Icelandic cases, 35,382 Icelandic controls","rs445114",185,"Cancer of prostate",1606,9684,0.91,0.02727,8,128323181,"","rs445114","",0.36510000,4.0810,"Prostate cancer",NULL,0.012901,2,"neoplasms"
11,68978580,"rs11228565",185,19767754,"Prostate cancer","Intergenic","MIR3164 - MYEOV",7E-12,1.23,"[1.16-1.31]","Intergenic",0.20,"Up to 1,968 Icelandic cases, 35,382 Icelandic controls","rs11228565",185,"Cancer of prostate",1606,9684,1.25,0.000004197,11,68978580,"","rs11228565","",0.21510000,3.8970,"Prostate cancer",NULL,-0.022869,2,"neoplasms"
8,128124916,"rs16901979",185,19767754,"Prostate cancer","Intergenic","SRRM1P1 - POU5F1B",3E-14,1.80,"[1.55-2.09]","Intergenic",0.04,"Up to 1,968 Icelandic cases, 35,382 Icelandic controls","rs16901979",185,"Cancer of prostate",1606,9684,1.76,0.0000000006848,8,128124916,"","rs16901979","",0.03589000,5.4970,"Prostate cancer (EA) || Prostate cancer",NULL,0.276720,2,"neoplasms"
8,128320346,"rs16902094",185,19767754,"Prostate cancer","Intergenic","SRRM1P1 - POU5F1B",6E-15,1.21,"[1.15-1.26]","Intergenic",0.15,"Up to 1,968 Icelandic cases, 35,382 Icelandic controls","rs16902094",185,"Cancer of prostate",1606,9684,1.14,0.02043,8,128320346,"","rs16902094","",0.14470000,9.0100,"Prostate cancer",NULL,0.982202,2,"neoplasms"
8,128485038,"rs1447295",185,19767754,"Prostate cancer","Intergenic","LOC727677",2E-19,1.58,"[1.43-1.74]","intron",0.11,"Up to 1,968 Icelandic cases, 35,382 Icelandic controls","rs1447295",185,"Cancer of prostate",1606,9684,1.43,0.0000000134,8,128485038,"LOC727677","rs1447295","Silent",0.09861000,3.4410,"Prostate cancer","Prostate cancer",-0.114115,2,"neoplasms"
10,51549496,"rs10993994",185,18264097,"Prostate cancer","MSMB","MSMB",9E-29,1.25,"[1.17-1.34]","nearGene-5",0.40,"1,854 cases, 1,894 controls","rs10993994",185,"Cancer of prostate",1606,9684,1.32,0.000000000009154,10,51549496,"","rs10993994","",0.40160000,5.3470,"Prostate cancer || Prostate-specific antigen levels || PCA3 expression level",NULL,0.249264,2,"neoplasms"
7,97816327,"rs6465657",185,18264097,"Prostate cancer","LMTK2","LMTK2",1E-9,1.12,"[1.05-1.20]","intron",0.46,"1,854 cases, 1,894 controls","rs6465657",185,"Cancer of prostate",1606,9684,1.13,0.002498,7,97816327,"LMTK2","rs6465657","Silent",0.46330000,3.8160,"Prostate cancer","Prostate cancer",-0.038701,2,"neoplasms"
3,87110674,"rs2660753",185,18264097,"Prostate cancer","Intergenic","PPATP1 - MIR4795",3E-8,1.18,"[1.06-1.31]","Intergenic",0.11,"1,854 cases, 1,894 controls","rs2660753",185,"Cancer of prostate",1606,9684,1.23,0.001264,3,87110674,"","rs2660753","",0.10240000,4.4200,"Prostate cancer",NULL,0.077588,2,"neoplasms"
8,128413305,"rs6983267",185,18264097,"Prostate cancer","Intergenic","SRRM1P1 - POU5F1B",9E-13,1.42,"[NR]","Intergenic",0.49,"1,854 cases, 1,894 controls","rs6983267",185,"Cancer of prostate",1606,9684,0.82,0.000001244,8,128413305,"","rs6983267","",0.48490000,11.7500,"Prostate cancer || Colorectal cancer (colorectal cancer) || Colorectal cancer",NULL,1.730915,2,"neoplasms"
8,128518554,"rs4242384",185,18264097,"Prostate cancer","Intergenic","POU5F1B - MYC",3E-16,1.88,"[NR]","Intergenic",0.09,"1,854 cases, 1,894 controls","rs4242384",185,"Cancer of prostate",1606,9684,1.40,0.0000001216,8,128518554,"","rs4242384","",0.09743000,2.8330,"Prostate cancer",NULL,-0.242162,2,"neoplasms"
17,36101156,"rs7501939",185,18264097,"Prostate cancer","HNF1B","HNF1B",9E-12,1.41,"[NR]","intron",0.57,"1,854 cases, 1,894 controls","rs7501939",185,"Cancer of prostate",1606,9684,0.87,0.0007465,17,36101156,"HNF1B","rs7501939","Silent,Silent",0.40440000,5.5360,"Prostate cancer","Ovarian cancer (Serious invasive) || Endometrial cancer || Prostate cancer || Prostate-specific antigen levels || Type 2 diabetes",0.283783,2,"neoplasms"
23,51229683,"rs5945572",185,18264098,"Prostate cancer","NUDT10, NUDT11, LOC340602","NUDT10 - NUDT11",4E-13,1.23,"[1.16-1.30]","Intergenic",0.35,"1,854 cases,21,372 controls","rs5945572",185,"Cancer of prostate",1606,9684,1.18,0.004414,23,51229683,"","rs5945572","",0.36230000,0.2860,"Prostate cancer",NULL,-0.983301,2,"neoplasms"
10,51549496,"rs10993994",185,18264096,"Prostate cancer","MSMB","MSMB",7E-13,1.16,"[1.04-1.29]","nearGene-5",0.40,"1,172 cases,1,157 controls","rs10993994",185,"Cancer of prostate",1606,9684,1.32,0.000000000009154,10,51549496,"","rs10993994","",0.40160000,5.3470,"Prostate cancer || Prostate-specific antigen levels || PCA3 expression level",NULL,0.249264,2,"neoplasms"
11,68994667,"rs10896449",185,18264096,"Prostate cancer","Intergenic","MIR3164 - MYEOV",2E-9,1.10,"[0.98-1.23]","Intergenic",0.52,"1,172 cases,1,157 controls","rs10896449",185,"Cancer of prostate",1606,9684,0.85,0.00005739,11,68994667,"","rs10896449","",0.49300000,1.4420,"Prostate cancer",NULL,-0.567486,2,"neoplasms"
8,128413305,"rs6983267",185,18264096,"Prostate cancer","Intergenic","SRRM1P1 - POU5F1B",7E-12,1.28,"[1.15-1.45]","Intergenic",0.53,"1,172 cases,1,157 controls","rs6983267",185,"Cancer of prostate",1606,9684,0.82,0.000001244,8,128413305,"","rs6983267","",0.48490000,11.7500,"Prostate cancer || Colorectal cancer (colorectal cancer) || Colorectal cancer",NULL,1.730915,2,"neoplasms"
8,128517573,"rs4242382",185,18264096,"Prostate cancer","Intergenic","POU5F1B - MYC",3E-19,1.66,"[1.47-1.87]","Intergenic",0.12,"1,172 cases,1,157 controls","rs4242382",185,"Cancer of prostate",1606,9684,1.39,0.0000001964,8,128517573,"","rs4242382","",0.09834000,3.7970,"Prostate cancer",NULL,-0.042535,2,"neoplasms"
17,36098040,"rs4430796",185,18264096,"Prostate cancer","HNF1B","HNF1B",1E-9,1.18,"[1.04-1.32]","intron",0.54,"1,172 cases,1,157 controls","rs4430796",185,"Cancer of prostate",1606,9684,0.83,0.000006516,17,36098040,"HNF1B","rs4430796","Silent,Silent",0.48770000,7.2200,"Type 2 diabetes || Prostate cancer || Endometrial cancer || Prostate-specific antigen levels","Ovarian cancer (Serious invasive) || Endometrial cancer || Prostate cancer || Prostate-specific antigen levels || Type 2 diabetes",0.597267,2,"neoplasms"
17,36098040,"rs4430796",185,17603485,"Prostate cancer","TCF2","HNF1B",1E-11,1.22,"[1.15-1.30]","intron",0.49,"1,501 cases,11,290 controls","rs4430796",185,"Cancer of prostate",1606,9684,0.83,0.000006516,17,36098040,"HNF1B","rs4430796","Silent,Silent",0.48770000,7.2200,"Type 2 diabetes || Prostate cancer || Endometrial cancer || Prostate-specific antigen levels","Ovarian cancer (Serious invasive) || Endometrial cancer || Prostate cancer || Prostate-specific antigen levels || Type 2 diabetes",0.597267,2,"neoplasms"
17,69108753,"rs1859962",185,17603485,"Prostate cancer","Intergenic","CALM2P1 - SOX9",3E-10,1.20,"[1.14-1.27]","Intergenic",0.46,"1,501 cases,11,290 controls","rs1859962",185,"Cancer of prostate",1606,9684,1.11,0.01026,17,69108753,"","rs1859962","",0.47330000,2.3430,"Prostate cancer",NULL,-0.350667,2,"neoplasms"
8,128124916,"rs16901979",185,17401366,"Prostate cancer","Intergenic","SRRM1P1 - POU5F1B",1E-12,1.79,"[1.53-2.11] (EA)","Intergenic","0.03 (EA)","1,453 cases,3,064 controls","rs16901979",185,"Cancer of prostate",1606,9684,1.76,0.0000000006848,8,128124916,"","rs16901979","",0.03589000,5.4970,"Prostate cancer (EA) || Prostate cancer",NULL,0.276720,2,"neoplasms"
8,128485038,"rs1447295",185,17401366,"Prostate cancer","Intergenic","LOC727677",6E-18,1.60,"[1.43-1.77]","intron",0.09,"1,453 cases,3,064 controls","rs1447295",185,"Cancer of prostate",1606,9684,1.43,0.0000000134,8,128485038,"LOC727677","rs1447295","Silent",0.09861000,3.4410,"Prostate cancer","Prostate cancer",-0.114115,2,"neoplasms"
8,128413305,"rs6983267",185,17401363,"Prostate cancer","Intergenic","SRRM1P1 - POU5F1B",9E-13,1.26,"[1.13-1.41]","Intergenic",0.50,"1,172 cases,1,157 controls","rs6983267",185,"Cancer of prostate",1606,9684,0.82,0.000001244,8,128413305,"","rs6983267","",0.48490000,11.7500,"Prostate cancer || Colorectal cancer (colorectal cancer) || Colorectal cancer",NULL,1.730915,2,"neoplasms"
8,128485038,"rs1447295",185,17401363,"Prostate cancer","Intergenic","LOC727677",2E-14,1.43,"[1.29-1.59]","intron",0.11,"1,172 cases,1,157 controls","rs1447295",185,"Cancer of prostate",1606,9684,1.43,0.0000000134,8,128485038,"LOC727677","rs1447295","Silent",0.09861000,3.4410,"Prostate cancer","Prostate cancer",-0.114115,2,"neoplasms"
12,57527283,"rs11172113",340,23793025,"Migraine","LRP1","LRP1",4E-19,1.11,"[1.09-1.14]","intron",0.57,"23,285 European ancestry cases, 95,425 European ancestry controls","rs11172113",340,"Migraine",826,28026,0.90,0.04143,12,57527283,"LRP1","rs11172113","Silent",0.40970000,6.2360,"Migraine || Migraine without aura || Pulmonary function (interaction) (FEV1/FVC, Pack-years) || Migraine - clinic-based || Pulmonary function (FEV1/FVC)","Abdominal aortic aneurysm || Migraine || Migraine - clinic-based || Migraine without aura || Pulmonary function (FEV1/FVC) || Pulmonary function (interaction) (FEV1/FVC, Pack-years)",0.411749,6,"neurological"
2,234825093,"rs10166942",340,22683712,"Migraine","TRPM8","TRPM8",1E-12,1.28,"[1.19-1.37]","nearGene-5",0.82,"2,326 European ancestry cases, 4,580 European ancestry controls","rs10166942",340,"Migraine",826,28026,0.84,0.008698,2,234825093,"","rs10166942","",0.19940000,4.8620,"Migraine",NULL,0.160276,6,"neurological"
12,57527283,"rs11172113",340,22683712,"Migraine","LRP1","LRP1",3E-8,1.16,"[1.10-1.23]","intron",0.60,"2,326 European ancestry cases, 4,580 European ancestry controls","rs11172113",340,"Migraine",826,28026,0.90,0.04143,12,57527283,"LRP1","rs11172113","Silent",0.40970000,6.2360,"Migraine || Migraine without aura || Pulmonary function (interaction) (FEV1/FVC, Pack-years) || Migraine - clinic-based || Pulmonary function (FEV1/FVC)","Abdominal aortic aneurysm || Migraine || Migraine - clinic-based || Migraine without aura || Pulmonary function (FEV1/FVC) || Pulmonary function (interaction) (FEV1/FVC, Pack-years)",0.411749,6,"neurological"
2,234825093,"rs10166942",340,21666692,"Migraine","TRPM8","TRPM8",6E-12,1.18,"[1.12-1.22]","nearGene-5",0.81,"5,122 European ancestry cases, 18,108 European ancestry controls","rs10166942",340,"Migraine",826,28026,0.84,0.008698,2,234825093,"","rs10166942","",0.19940000,4.8620,"Migraine",NULL,0.160276,6,"neurological"
12,57527283,"rs11172113",340,21666692,"Migraine","LRP1","LRP1",4E-9,1.11,"[1.08-1.15]","intron",0.59,"5,122 European ancestry cases, 18,108 European ancestry controls","rs11172113",340,"Migraine",826,28026,0.90,0.04143,12,57527283,"LRP1","rs11172113","Silent",0.40970000,6.2360,"Migraine || Migraine without aura || Pulmonary function (interaction) (FEV1/FVC, Pack-years) || Migraine - clinic-based || Pulmonary function (FEV1/FVC)","Abdominal aortic aneurysm || Migraine || Migraine - clinic-based || Migraine without aura || Pulmonary function (FEV1/FVC) || Pulmonary function (interaction) (FEV1/FVC, Pack-years)",0.411749,6,"neurological"
6,32586854,"rs9271366",555.2,23511034,"Ulcerative colitis","HLA-DRB1, HLA-DQA1","HLA-DRB1 - HLA-DQA1",1E-18,2.10,"[1.78-2.48]","Intergenic",0.11,"388 Korean ancestry cases, 739 Korean ancestry controls","rs9271366",555.2,"Ulcerative colitis",346,21248,1.47,0.004872,6,32586854,"","rs9271366","",0.14750000,1.9930,"Multiple sclerosis || Inflammatory bowel disease (UC vs. Control) || Ulcerative colitis || Inflammatory bowel disease (UC vs. CD) || Immunoglobulin A || Inflammatory bowel disease (CD vs. Control) || Crohn's disease",NULL,-0.431274,10,"digestive"
16,86014241,"rs16940202",555.2,23511034,"Ulcerative colitis","Intergenic","IRF8 - FENDRR",3E-9,1.52,"[1.32-1.74]","Intergenic",0.22,"388 Korean ancestry cases, 739 Korean ancestry controls","rs16940202",555.2,"Ulcerative colitis",346,21248,1.27,0.01456,16,86014241,"","rs16940202","",0.16550000,2.9030,"Ulcerative colitis",NULL,-0.227035,10,"digestive"
16,68591230,"rs1728785",555.2,23128233,"Ulcerative colitis","ZFP90","ZFP90",4E-8,1.08,"[1.031-1.121]","intron",0.767,"Up to 12,924 European ancestry cases, up to 21,442 European ancestry controls","rs1728785",555.2,"Ulcerative colitis",346,21248,0.79,0.01348,16,68591230,"ZFP90","rs1728785","Silent",0.22700000,4.6440,"Ulcerative colitis","Ulcerative colitis || HIV-1 viral setpoint || Reasoning (risperidone)",0.119738,10,"digestive"
2,61204856,"rs7608910",555.2,21297633,"Ulcerative colitis","PUS10","PUS10",2E-14,1.19,"[1.14-1.24]","intron",0.39,"6,687 European ancestry cases, 19,718 European ancestry controls","rs7608910",555.2,"Ulcerative colitis",346,21248,1.30,0.0007755,2,61204856,"PUS10","rs7608910","Silent",0.38660000,15.6200,"Ulcerative colitis || Inflammatory bowel disease","Inflammatory bowel disease || Ulcerative colitis || Crohn's disease || Crohn's disease and celiac disease (combined) || Celiac disease",2.886302,10,"digestive"
3,49719729,"rs9822268",555.2,21297633,"Ulcerative colitis","MST1, UBA7, APEH, AMIGO3, GMPPB, BSN","APEH",2E-17,1.21,"[1.16-1.26]","intron",0.30,"6,687 European ancestry cases, 19,718 European ancestry controls","rs9822268",555.2,"Ulcerative colitis",346,21248,1.21,0.02249,3,49719729,"APEH","rs9822268","Silent",0.28920000,4.5540,"Ulcerative colitis","Ulcerative colitis",0.102900,10,"digestive"
6,32429643,"rs9268853",555.2,21297633,"Ulcerative colitis","HLA-DRB5, HLA-DQA1, HLA-DRB1, HLA-DRA, BTNL2","HLA-DRB9 - HLA-DRB5",1E-55,1.40,"[1.34-1.47]","Intergenic",0.66,"6,687 European ancestry cases, 19,718 European ancestry controls","rs9268853",555.2,"Ulcerative colitis",346,21248,0.66,0.000005927,6,32429643,"","rs9268853","",0.34320000,0.4860,"Rheumatoid arthritis || Ulcerative colitis || Lymphoma (FL)",NULL,-0.877652,10,"digestive"
12,68500075,"rs7134599",555.2,21297633,"Ulcerative colitis","IFNG, IL26","RPL39P28 - IFNG",1E-16,1.19,"[1.19-1.24]","Intergenic",0.39,"6,687 European ancestry cases, 19,718 European ancestry controls","rs7134599",555.2,"Ulcerative colitis",346,21248,1.21,0.01621,12,68500075,"","rs7134599","",0.39060000,4.1000,"Ulcerative colitis || Inflammatory bowel disease",NULL,0.016704,10,"digestive"
16,68674788,"rs6499188",555.2,21297633,"Ulcerative colitis","ZFP90","ZFP90 - CDH3",4E-8,1.14,"[1.09-1.20]","Intergenic",0.75,"6,687 European ancestry cases, 19,718 European ancestry controls","rs6499188",555.2,"Ulcerative colitis",346,21248,0.77,0.005144,16,68674788,"","rs6499188","",0.24920000,0.1570,"Ulcerative colitis",NULL,-1.085028,10,"digestive"
21,40465534,"rs2836878",555.2,21297633,"Ulcerative colitis","Intergenic","RPSAP64 - RPL23AP12",2E-22,1.25,"[1.20-1.32]","Intergenic",0.74,"6,687 European ancestry cases, 19,718 European ancestry controls","rs2836878",555.2,"Ulcerative colitis",346,21248,0.77,0.003709,21,40465534,"","rs2836878","",0.27500000,1.0360,"C-reactive protein || Inflammatory bowel disease || Ulcerative colitis",NULL,-0.680443,10,"digestive"
