SNP_name	Phenotype	Chr	Disease_Trait	Sample Size	p-val_rep	OR_rep	MAF_rep	Gene_rep	OR_combined	p-val_combined	MAF_combined	P_12_max	SNPS_rare	MAFs_rare_snps	p-vals_rare_snps	ORs_rare_snps	A_cmb
rs7934606	pheno_504.1	11	Interstitial lung disease	1,161 European ancestry cases, 4,683 European ancestry controls	7E-34	1.52	0.42	MUC2	73.1992753623	0.00252911944732	8.42232927939e-05	0.00965708646795	exm874404	8.42232927939e-05	73.1992753623	0.0203587083714	[[20203, 2], [138, 1]]
rs5219	pheno_250.2	11	Type 2 diabetes	1,161 cases,1,174 controls	7E-11	1.14	0.46	KCNJ11	1.14014886437	0.0101514981482	0.039836740201	0.0866129178118	exm893246	0.039836740201	1.14014886437	0.0203629837514	[[19830, 1601, 48], [4252, 410, 4]]
rs8181588	pheno_250.2	11	Type 2 diabetes	278 American Indian young-onset cases, 129 American Indian cases, and 424 American Indian controls from 514 sibships	5E-9	1.3	0.48	KCNQ1	5.76204496788	0.00759721816288	0.000201891046132	0.00186427129235	exm878864	0.000201891046132	5.76204496788	0.0120084145876	[[21527, 4], [4670, 5]]
rs7944004	pheno_204.12	11	Chronic lymphocytic leukemia	2,179 European ancestry cases, 6,221 European ancestry controls	2E-10	1.2	0.49	TSPAN32	6.15737704918	0.00539212914461	0.00112711123074	0.0118028041225	exm878339	0.00112711123074	6.15737704918	0.0147863681089	[[26918, 61], [215, 3]]
rs11568818	pheno_185	11	Prostate cancer	11,085 European ancestry cases, 11,463 European ancestry controls	2E-11	1.1	0.56	BIRC2, BIRC3, MMP10, MMP20, MMP27, MMP7, MMP8,TMEM123, YAP1	0.418753800851	0.000854476296494	0.00731279908337	-0.0171486695017	exm951249	0.00731279908337	0.418753800851	0.00251424028563	[[9515, 157], [1592, 11]]
rs1801516	pheno_172.11	11	Melanoma	2,804 European ancestry cases, 7,618 European ancestry controls	3E-9	1.19	0.87	ATM	0.168726651649	0.00850063610194	0.00267523639668	-0.00206686211176	exm953775	0.00267523639668	0.168726651649	0.0488762115437	[[23938, 135, 1], [1038, 1, 0]]
SNP_name	Phenotype	Chr	Disease_Trait	Sample Size	p-val_rep	OR_rep	MAF_rep	Gene_rep	OR_combined	p-val_combined	MAF_combined	P_12_max	SNPS_rare	MAFs_rare_snps	p-vals_rare_snps	ORs_rare_snps	A_cmb
rs17095830	pheno_715.2	12	Ankylosing spondylitis	1,837 Han Chinese cases, 4,231 Han Chinese controls	2E-8	1.29	0.1	ANO6	25.9668449198	0.00628451782181	0.000336451113653	0.0677253790025	exm996364	0.000336451113653	25.9668449198	0.0406075497312	[[24279, 17], [55, 1]]
rs1385374	pheno_695.42	12	Systemic lupus erythematosus	1,656 Han Chinese cases, 3,394 Han Chinese controls	8E-8	1.41	0.17	SLC15A4	2.43625259025	0.00919718355747	0.00435704192181	0.044283916011	exm1050848	0.00435704192181	2.43625259025	0.0150844222007	[[24717, 206, 3], [428, 9, 0]]
rs10859871	pheno_615	12	Endometriosis	3,181 European ancestry cases, 8,075 European ancestry controls, 1,423 Japanese ancestry cases, 1,318 Japanese ancestry controls	5E-13	1.2	0.295	VEZT	3.88044662309	0.0213583765884	0.00255702846376	0.0280294137496	exm1027270	0.00255702846376	3.88044662309	0.0472136726303	[[14249, 72], [153, 3]]
rs11532322	pheno_295.1	12	Schizophrenia	5,001 European ancestry cases, 6,243 European ancestry controls, 8,832 cases, 12,067 controls	2E-8	1.09	0.318	C12orf65, ABCB9, ARL6IP4, CDK2AP1, MIR4304, MPHOSPH9, OGFOD2, PITPNM2, RILPL2, SBNO1, SETD8	12.9698717949	1.82940542143e-05	0.00261771262582	0.0979499081204	exm1047756,exm1047380	0.000100935334096,0.00261771262582	51.6632911392,12.9698717949	0.0231991505764,6.91437235041e-05	[[20233, 104], [75, 5]]
rs1558744	pheno_555.2	12	Ulcerative colitis	1,022 cases, 2,503 controls	3E-12	1.35	0.38	IFNG, IL26, IL22	61.5855072464	0.00535979813995	5.0467667048e-05	0.00605862938536	exm1020316	5.0467667048e-05	61.5855072464	0.031789933277	[[21247, 1], [345, 1]]
rs11171747	pheno_709.3	12	Systemic sclerosis	2,296 European ancestry cases, 5,172 European ancestry controls	6E-8	1.23	0.39	RPL41, ESYT1	3.3537625276	0.0173048615152	0.00296196566813	0.0207082123531	exm1012527	0.00296196566813	3.3537625276	0.0349852614292	[[24608, 143, 1], [201, 4, 0]]
rs12817488	pheno_332	12	Parkinson's disease	5,333 European ancestry cases, 12,019 European ancestry controls	3E-13	1.14	0.41	CCDC62, HIP1R	6.34761904762	0.0152542000944	0.000706547338672	0.00959540724218	exm1046955	0.000706547338672	6.34761904762	0.0440465403896	[[22661, 30], [238, 2]]
SNP_name	Phenotype	Chr	Disease_Trait	Sample Size	p-val_rep	OR_rep	MAF_rep	Gene_rep	OR_combined	p-val_combined	MAF_combined	P_12_max	SNPS_rare	MAFs_rare_snps	p-vals_rare_snps	ORs_rare_snps	A_cmb
rs11571833	pheno_174.11	13	Breast cancer	10,052 European ancestry cases, 12,575 European ancestry controls	5E-8	1.26	0.008	BRCA2, N4BP2L1, N4BP2L2	3.01278096927	0.000513131981899	0.00190537277392	0.569491154031	exm1062290,exm1061972	0.00115076969514,0.000754603078781	3.03157283058,2.95988660524	0.00836110531756,0.0319216265165	[[10419, 37], [1402, 15]]
rs9568867	pheno_278.1	13	Obesity	93,015 European ancestry overweight individuals, 32,858 European ancestry individuals with class I obesity, 9,889 European ancestry individuals with class II obesity, 2,896 European ancestry individuals with class III obesity, up to 65,840 European ancestry controls	2E-9	1.15	0.13	OLFM4	2.73192458759	0.0157267422279	0.000588809259446	0.0107597491189	exm1070938	0.000588809259446	2.73192458759	0.0253736806165	[[24841, 25], [2546, 7]]
rs753955	pheno_165.1	13	Lung cancer	2,331 Chinese ancestry cases, 3,077 Chinese ancestry controls	2E-12	1.18	0.29	MIPEP	4.36444086887	0.00105978344809	0.000757499242501	0.00966119419084	exm1057213,exm1057227	0.000134666532,0.000622434560258	8.95224358974,3.61453425154	0.0333440816941,0.017896094415	[[27900, 36], [1243, 7]]
rs4773144	pheno_411	13	Coronary heart disease	22,233 European ancestry cases, 64,762 European ancestry controls	4E-9	1.07	0.44	COL4A1, COL4A2	2.27067263163	0.000426288582058	0.00146607798861	0.00707090731641	exm1079748,exm1079230	0.00104472078994,0.000420592193809	2.15645361312,2.56559078408	0.00751434337819,0.0335250654488	[[21895, 51], [5483, 29]]
rs9552911	pheno_250.2	13	Type 2 diabetes	842 Punjabi Sikh cases, 774 Punjabi Sikh controls	2E-8	1.49	0.93	SGCG, SACS	0.447390797626	0.0122124877302	0.00156455031796	-0.00132850578704	exm1056928	0.00156455031796	0.447390797626	0.038429380483	[[21463, 68, 2], [4668, 7, 0]]
SNP_name	Phenotype	Chr	Disease_Trait	Sample Size	p-val_rep	OR_rep	MAF_rep	Gene_rep	OR_combined	p-val_combined	MAF_combined	P_12_max	SNPS_rare	MAFs_rare_snps	p-vals_rare_snps	ORs_rare_snps	A_cmb
rs7141529	pheno_185	14	Prostate cancer	11,085 European ancestry cases, 11,463 European ancestry controls	3E-10	1.09	0.5	ACTN1, RAD51B, ZFP36L1	6.03930131004	0.0226181297628	0.000269169947175	0.00298274938459	exm1110404	0.000269169947175	6.03930131004	0.0411132228477	[[9681, 3], [1603, 3]]
rs4899554	pheno_555	14	Inflammatory bowel disease	12,924 European ancestry cases, 21,442 European ancestry controls	3E-8	1.08	0.819	FOS,MLH3	0.570130124069	0.0155014463901	0.0184051144011	-0.107425262732	exm1115974	0.0184051144011	0.570130124069	0.0394401550141	[[20481, 756, 9], [608, 13, 0]]
rs8008270	pheno_185	14	Prostate cancer	11,085 European ancestry cases, 11,463 European ancestry controls	2E-14	1.12	0.82	DDHD1, ERO1L, FERMT2, GNPNAT1, GPR137C, PSMC6, STYX,TXNDC16	0.384615384615	0.00922507556929	0.00338133369221	-0.00888683855005	exm1102292	0.00338133369221	0.384615384615	0.0271444592173	[[9606, 78], [1601, 5]]
SNP_name	Phenotype	Chr	Disease_Trait	Sample Size	p-val_rep	OR_rep	MAF_rep	Gene_rep	OR_combined	p-val_combined	MAF_combined	P_12_max	SNPS_rare	MAFs_rare_snps	p-vals_rare_snps	ORs_rare_snps	A_cmb
rs4924410	pheno_170.1	15	Ewing sarcoma	Up to 427 European ancestry cases, up to 4,352 European ancestry controls	7E-9	1.46	0.27	EIF2AK4, SRP14, BMF	6.4492377188	0.0151784180158	0.000420875420875	0.00688565611169	exm1147965	0.000420875420875	6.4492377188	0.0436402711466	[[28554, 23], [385, 2]]
rs8034191	pheno_496	15	Chronic obstructive pulmonary disease	823 cases, 810 controls	1E-10	1.4	0.33	CHRNA3,CHRNA4,CHRNA5, LOC123688	3.39026121522	0.0272617183798	0.000302826379542	0.00222220893833	exm1180585	0.000302826379542	3.39026121522	0.0488042704948	[[23876, 10, 1], [2346, 4, 0]]
rs13180	pheno_496	15	Chronic obstructive pulmonary disease	2,940 white cases, 1,380 white controls	2E-8	1.3	0.36	CHRNA3, CHRNA5, IREB2	3.39026121522	0.0272617183798	0.000302826379542	0.00219371908014	exm1180585	0.000302826379542	3.39026121522	0.0488042704948	[[23876, 10, 1], [2346, 4, 0]]
rs4380028	pheno_411	15	Coronary heart disease	8,424 European ancestry cases, 7,268 European ancestry controls, 6,996 South Asian cases, 7,794 South Asian controls	4E-9	1.07	0.65	ADAMTS7, MORF4L1	0.398149156233	0.00254989295062	0.00166582534074	-0.00615872171428	exm1181205	0.00166582534074	0.398149156233	0.00746501545007	[[21903, 78, 1], [5507, 8, 0]]
SNP_name	Phenotype	Chr	Disease_Trait	Sample Size	p-val_rep	OR_rep	MAF_rep	Gene_rep	OR_combined	p-val_combined	MAF_combined	P_12_max	SNPS_rare	MAFs_rare_snps	p-vals_rare_snps	ORs_rare_snps	A_cmb
rs2066847	pheno_555.1	16	Crohn's disease	3,230 cases4,829 controls	3E-24	3.99	0.02	NOD2	2.76631685596	3.96650873925e-05	0.00869784656797	0.301516285357	exm1239878,exm1239871,exm1239990	0.00711641991925,0.000386918780701,0.00119440145347	2.24777777778,8.47657705616,3.76986350096	0.0073066403781,0.007540064256,0.0262022893569	[[20881, 364, 2], [425, 19, 1]]
rs1805007	pheno_172.21	16	Basal cell carcinoma	2,045 European ancestry cases, 6,013 European ancestry controls	4E-17	1.55	0.07	MC1R	1.96207953085	0.025462702055	0.0108691994481	0.196555149806	exm1272357	0.0108691994481	1.96207953085	0.0431368568503	[[23569, 506, 1], [234, 10, 0]]
rs258322	pheno_172.11	16	Melanoma	1,539 European ancestry cases, 3,917 European ancestry controls	3E-27	1.67	0.09	MC1R	1.60859561665	0.0190291820011	0.00744558991982	0.0796869148927	exm1272376	0.00744558991982	1.60859561665	0.0428066623213	[[23710, 334], [1015, 23]]
rs5743289	pheno_555	16	Inflammatory bowel disease	1,011 cases,4,250 controls	4E-10	1.46	0.17	NOD2	1.60013006823	5.75398271894e-06	0.069405528209	0.447453153056	exm1239871,exm1239948,exm1239939,exm-rs2066847,exm1239990,exm-IND16-49321279	0.000386918780701,0.0474937533126,0.000201911428187,0.0226768050602,0.00119440145347,0.0226768050602	6.06253569389,1.38800651038,9.81923254739,2.01166618259,3.37359943978,2.01166618259	0.0181265393657,0.0131883700933,0.0253192267096,6.77265740278e-06,0.0211212806928,6.77265740278e-06	[[16112, 2440, 51], [433, 97, 8]]
rs2106261	pheno_427.21	16	Atrial fibrillation	3,413 cases, 37,105 referents	2E-15	1.25	0.174	ZFHX3	2.4656908311	0.000281081223085	0.00206938322285	0.0234595827063	exm1257591,exm1257236,exm1257326	0.000285993068874,0.00164866592645,0.000134584973588	4.24236834824,1.94173062811,8.90516129032	0.0203917481397,0.0313766696974,0.0238875590646	[[18347, 58], [3079, 24]]
rs11574637	pheno_695.42	16	Systemic lupus erythematosus	1,311 cases,3,340 controls	3E-11	1.33	0.19	ITGAM, ITGAX	3.81880539499	0.000472072219516	0.00290275761974	0.0438665075529	exm1236368,exm1236430	0.00254826515458,0.000353297442799	3.25335471348,9.54482758621	0.00762648586675,0.0235085506915	[[24708, 133, 1], [428, 9, 0]]
rs879324	pheno_433.11	16	Stroke (ischemic)	12,389 European ancestry cases, 62,004 European ancestry controls	2E-8	1.25	0.19	ZFHX3	22.6369485294	0.00848087273505	0.000151408095286	0.0144312305681	exm2276457	0.000151408095286	22.6369485294	0.0486907883018	[[24629, 8], [136, 1]]
rs2076756	pheno_555.1	16	Crohn's disease	737 Ashkenazi Jewish cases, 2,257  Ashkenazi Jewish controls	1E-37	1.66	0.246	NOD2, CYLD, SNX20, NKD1	1.98646117831	5.42946205585e-11	0.0893533242466	0.434657923813	exm1239878,exm1239871,exm1239948,exm-rs2066847,exm1239999,exm1239990,exm-IND16-49321279	0.00711641991925,0.000386918780701,0.0474937533126,0.0226768050602,0.0144001076644,0.00119440145347,0.0226768050602	2.24777777778,8.47657705616,1.76862529006,2.52294476107,1.91049041408,3.76986350096,2.52294476107	0.0073066403781,0.007540064256,6.195314404e-05,7.04539329888e-08,0.00532271204307,0.0262022893569,7.04539329888e-08	[[15393, 3156, 53], [276, 108, 9]]
rs17221417	pheno_555.1	16	Crohn's disease	1,748 cases,2,938 controls	4E-11	1.29	0.29	NOD2	1.98646117831	5.42946205585e-11	0.0893533242466	0.47446380585	exm1239878,exm1239871,exm1239948,exm-rs2066847,exm1239999,exm1239990,exm-IND16-49321279	0.00711641991925,0.000386918780701,0.0474937533126,0.0226768050602,0.0144001076644,0.00119440145347,0.0226768050602	2.24777777778,8.47657705616,1.76862529006,2.52294476107,1.91049041408,3.76986350096,2.52294476107	0.0073066403781,0.007540064256,6.195314404e-05,7.04539329888e-08,0.00532271204307,0.0262022893569,7.04539329888e-08	[[15393, 3156, 53], [276, 108, 9]]
rs9929218	pheno_153	16	Colorectal cancer	1,902 cases,1,929 controls	1E-8	1.1	0.29	CDH1	3.21456901111	4.28722418279e-05	0.00284339457568	0.0286529407189	exm1865596,exm1252100	0.000201891046132,0.00264123010666	19.4105497299,2.37392237874	4.48738862406e-05,0.0117993104883	[[24315, 124], [1037, 17]]
rs4785763	pheno_172.11	16	Melanoma	1,539 European ancestry cases, 3,917 European ancestry controls	6E-22	1.36	0.32	MC1R	1.60859561665	0.0190291820011	0.00744558991982	0.0275205498814	exm1272376	0.00744558991982	1.60859561665	0.0428066623213	[[23710, 334], [1015, 23]]
SNP_name	Phenotype	Chr	Disease_Trait	Sample Size	p-val_rep	OR_rep	MAF_rep	Gene_rep	OR_combined	p-val_combined	MAF_combined	P_12_max	SNPS_rare	MAFs_rare_snps	p-vals_rare_snps	ORs_rare_snps	A_cmb
rs757210	pheno_184.11	17	Ovarian cancer	3,769 European ancestry cases, 4,396 European ancestry controls	8E-10	1.12	0.37	HNF1B, ACACA, C17orf78, TADA2A, DUSP14, SYNRG, DDX52, TBC1D3F, TBC1D3, MRPL45, GPR179, SOCS7, ARHGAP23	4.25358692025	0.000973618381381	0.0031124869612	0.0319479580783	exm1314145,exm1314161	0.000471031559114,0.00264140785356	6.47222222222,3.70457448044	0.0457406526645,0.0145993406622	[[12748, 81], [259, 7]]
rs216172	pheno_411	17	Coronary heart disease	22,233 European ancestry cases, 64,762 European ancestry controls	1E-9	1.07	0.37	SMG6, SRR	1.74816611992	0.00934872213992	0.00176636834668	0.00779971027776	exm1276268	0.00176636834668	1.74816611992	0.0181038862385	[[21925, 64], [5487, 28]]
rs2945412	pheno_555.1	17	Crohn's disease	Up to 12,924 European ancestry cases, up to 21,442 European ancestry controls	9E-17	1.14	0.587	LGALS9,NOS2	0.419168556311	0.00266154069461	0.0214838492598	-0.0377581631708	exm1304944	0.0214838492598	0.419168556311	0.0087188644888	[[20353, 886, 7], [437, 8, 0]]
SNP_name	Phenotype	Chr	Disease_Trait	Sample Size	p-val_rep	OR_rep	MAF_rep	Gene_rep	OR_combined	p-val_combined	MAF_combined	P_12_max	SNPS_rare	MAFs_rare_snps	p-vals_rare_snps	ORs_rare_snps	A_cmb
rs613872	pheno_364.51	18	Fuchs's corneal dystrophy	130 European descent cases, 260 European descent controls	1E-18	5.47	0.15	TCF4	3.01395112289	0.00105877600842	0.0337314939435	0.123906245031	exm-rs17512836,exm-rs17594526	0.0257738896366,0.0297254558913	3.18890727681,3.09633967084	0.00321413567273,0.00245718922215	[[24731, 1719, 30], [48, 9, 1]]
rs2542151	pheno_250.1	18	Type 1 diabetes	1,963 cases,2,938 controls	1E-14	1.3	0.16	PTPN2	5.4836107337	0.0133297391882	0.00021870058208	0.00576571567	exm1376399	0.00021870058208	5.4836107337	0.0294180212767	[[21525, 8], [1472, 3]]
rs1893217	pheno_557.1	18	Celiac disease	4,533 European descent cases, 10,750 European descent controls	3E-10	1.17	0.17	PTPN2	31.0497076023	0.00524357939828	0.00021870058208	0.034140719588	exm1376399	0.00021870058208	31.0497076023	0.0355357858816	[[21238, 9], [76, 1]]
rs8090011	pheno_250.2	18	Type 2 diabetes	2,112 lean type 2 diabetes cases, 4,123 obese type 2 diabetes cases, 54,412 controls	8E-9	1.13	0.38	LAMA1	2.5200445652	0.000319220166264	0.00126177658143	0.00740506105383	exm1373509,exm1373490,exm1373563,exm1373564	0.000201870668192,0.000201870668192,0.000841127784133,0.000420592193809	3.2925971245,3.2925971245,2.46164412964,2.63466895222	0.0472247316665,0.0472247316665,0.00578823204054,0.0437819553546	[[21488, 44], [4651, 24]]
SNP_name	Phenotype	Chr	Disease_Trait	Sample Size	p-val_rep	OR_rep	MAF_rep	Gene_rep	OR_combined	p-val_combined	MAF_combined	P_12_max	SNPS_rare	MAFs_rare_snps	p-vals_rare_snps	ORs_rare_snps	A_cmb
rs2230199	pheno_362.2	19	Age-related macular degeneration (GA)	819 European ancestry GA cases, 4,134 European ancestry controls	5E-13	1.83	0.19	C3	1.95234093637	0.015263863156	0.00415545087483	0.0233329216337	exm1414614	0.00415545087483	1.95234093637	0.0292875975519	[[26271, 210], [833, 13]]
rs115550680	pheno_290.11	19	Alzheimer's disease (late onset)	1,968 African American cases, 3,928 African American controls	2E-9	1.79	0.07	ABCA7, HMHA1, GRIN3B	105.995594714	0.0024186535852	3.36462433969e-05	0.0284625185853	exm1399075	3.36462433969e-05	105.995594714	0.0186854326336	[[24061, 1], [227, 1]]
rs12720356	pheno_555.1	19	Crohn's disease	6,333 European ancestry cases, 15,056 European ancestry controls	1E-12	1.12	0.084	TYK2,ICAM1,ICAM3	2.95842923903	0.0173975918737	0.00198506157055	0.0624220258461	exm1425571	0.00198506157055	2.95842923903	0.0321266663766	[[21169, 77, 2], [440, 5, 0]]
rs3764650	pheno_290.11	19	Alzheimer's disease	6,688 European ancestry cases, 13,685 European ancestry controls	5E-17	1.23	0.1	ABCA7	105.995594714	0.0024186535852	3.36462433969e-05	0.0289947445426	exm1399075	3.36462433969e-05	105.995594714	0.0186854326336	[[24061, 1], [227, 1]]
rs2233152	pheno_446.2	19	Kawasaki disease	428 Japanese ancestry cases, 3,379 Japanese ancestry controls	4E-10	1.52	0.158	NUMBL,MIA	28.0760233918	0.00544664752924	0.000925271693415	0.108169344221	exm1469247	0.000925271693415	28.0760233918	0.0375503681918	[[24005, 45], [19, 1]]
rs8170	pheno_174.11	19	Breast cancer	1,193 white cases, 1,190 white controls	2E-9	1.26	0.17	ABHD8,ANKLE1,C19orf62	16.9226480836	0.0142344107341	0.000185091704526	0.0146229774925	exm1441827	0.000185091704526	16.9226480836	0.0312057292828	[[12142, 1], [1435, 2]]
rs4147929	pheno_290.11	19	Alzheimer's disease (late onset)	17,008 European ancestry cases, 37,154 European ancestry controls	1E-15	1.15	0.19	ABCA7	105.995594714	0.0024186535852	3.36462433969e-05	0.016321984342	exm1399075	3.36462433969e-05	105.995594714	0.0186854326336	[[24061, 1], [227, 1]]
rs11083846	pheno_204.12	19	Chronic lymphocytic leukemia	505 cases, 1,438 controls	4E-9	1.35	0.22	PRKD2,STRN4	124.322580645	0.00191120537658	3.36451113653e-05	0.0140836601718	exm1483491	3.36451113653e-05	124.322580645	0.0159672226643	[[26978, 1], [217, 1]]
rs12610495	pheno_504.1	19	Interstitial lung disease	1,161 European ancestry cases, 4,683 European ancestry controls	2E-12	1.29	0.29	DPP9	4.67345201238	0.0010358101499	0.00461108680287	0.0576040975625	exm1410386,exm1410361	6.72902227306e-05,0.00454377166706	73.2898550725,3.92175200686	0.0203338907544,0.010726686197	[[20033, 188, 1], [133, 6, 0]]
rs12608932	pheno_334.21	19	Amyotrophic lateral sclerosis	4,243 European ancestry cases, 5,112 European ancestry controls	5E-8	1.37	0.34	UNC13A	121.97311828	0.00119011080996	5.04710632571e-05	0.0132162150458	exm1926809	5.04710632571e-05	121.97311828	0.0123271903609	[[22687, 2], [93, 1]]
rs2905424	pheno_295.1	19	Schizophrenia	5,001 European ancestry cases, 6,243 European ancestry controls, 8,832 cases, 12,067 controls	3E-9	1.09	0.348	MAU2, CILP2, GATAD2A, GMIP, HAPLN4, LPAR2, MIR640, NCAN, NDUFA13, PBX4, SUGP1, TM6SF2, TSSK6, YJEFN3	47.4592074592	0.000159842508993	0.000286542610572	0.0358512211353	exm1447773,exm1448156	5.05629339985e-05,0.000235547479642	128.930379747,28.6905766526	0.0116889517084,0.0383765155423	[[20360, 11], [78, 2]]
rs516246	pheno_555.1	19	Crohn's disease	Up to 12,924 European ancestry cases, up to 21,442 European ancestry controls	1E-15	1.11	0.483	DBP,SPHK2,IZUMO1,FUT2	47.8536036036	0.00772953754355	3.36451113653e-05	0.00300307728065	exm-IND19-53898835	3.36451113653e-05	47.8536036036	0.0406071807699	[[21247, 1], [444, 1]]
rs281379	pheno_555.1	19	Crohn's disease	6,333 European ancestry cases, 15,056 European ancestry controls	7E-12	1.07	0.487	FUT2,RASIP1	47.8536036036	0.00772953754355	3.36451113653e-05	0.00308975382847	exm-IND19-53898835	3.36451113653e-05	47.8536036036	0.0406071807699	[[21247, 1], [444, 1]]
rs12720356	pheno_696.4	19	Psoriasis	2,178 European ancestry cases, 5,175 European ancestry controls	4E-11	1.4	0.9	TYK2	0.644546667802	0.012841319352	0.0455892255892	-0.0661148627428	exm1425579	0.0455892255892	0.644546667802	0.0320960744442	[[21634, 2130, 53], [366, 24, 0]]
SNP_name	Phenotype	Chr	Disease_Trait	Sample Size	p-val_rep	OR_rep	MAF_rep	Gene_rep	OR_combined	p-val_combined	MAF_combined	P_12_max	SNPS_rare	MAFs_rare_snps	p-vals_rare_snps	ORs_rare_snps	A_cmb
rs12105918	pheno_189.11	2	Renal cell carcinoma	2,215 European ancestry cases, 8,566 European ancestry controls	2E-8	1.45	0.056	ZEB2	8.05879834451	0.0102425686182	0.000269160890923	0.0267132184997	exm231522	0.000269160890923	8.05879834451	0.031486493017	[[28234, 13], [539, 2]]
rs1559040	pheno_427.42	2	Sudden cardiac arrest	89 European ancestry cases, 520 European ancestry controls	4E-8	1.54	0.11	ACYP2	30.2648026316	0.00669154277328	0.000100942126514	0.0180342003315	exm194088,exm194061	0.000100935334096,0.000100942126514	30.2680921053,30.2648026316	0.0405479902668,0.0405522885567	[[18401, 4], [152, 1]]
rs10495903	pheno_555.1	2	Crohn's disease	6,333 European ancestry cases, 15,056 European ancestry controls	2E-14	1.14	0.129	THADA	2.18604247339	0.00824848328615	0.00629163582531	0.0935249771606	exm189579	0.00629163582531	2.18604247339	0.0157209680405	[[20982, 266], [433, 12]]
rs3771570	pheno_185	2	Prostate cancer	11,085 European ancestry cases, 11,463 European ancestry controls	5E-9	1.12	0.15	ANO7, ATG4B, BOK, BOK-AS1, DTYMK, FARP2, HDLBP, SEP2,STK25, THAP4	1.47633128953	8.24529800335e-05	0.0285848961314	0.251195098612	exm284337,exm284448,exm284235	0.0238183409642,0.00402059080816,0.00089168545375	1.36044146259,1.98313406467,2.64138065523	0.0061918924449,0.0104457716143,0.0358987878374	[[9148, 522, 8], [1479, 122, 4]]
rs7423615	pheno_555.1	2	Crohn's disease	6,333 European ancestry cases, 15,056 European ancestry controls	3E-13	1.12	0.187	SP140	16.1111111111	0.00276887008604	0.000135011982313	0.0103857574885	exm273513	0.000135011982313	16.1111111111	0.0106721427473	[[21170, 6], [438, 2]]
rs721048	pheno_185	2	Prostate cancer	1,854 cases,21,372 controls	8E-9	1.15	0.19	EHBP1	1.79720410065	0.0112438306479	0.00412332963075	0.0339151712619	exm197197	0.00412332963075	1.79720410065	0.0189757442525	[[9605, 74, 0], [1584, 22, 0]]
rs6716753	pheno_555.1	2	Crohn's disease	Up to 12,924 European ancestry cases, up to 21,442 European ancestry controls	1E-16	1.13	0.196	SP140	16.1111111111	0.00276887008604	0.000135011982313	0.0098211714303	exm273513	0.000135011982313	16.1111111111	0.0106721427473	[[21170, 6], [438, 2]]
rs17483466	pheno_204.12	2	Chronic lymphocytic leukemia	2,179 European ancestry cases, 6,221 European ancestry controls	4E-17	1.37	0.2	ACOXL	2.99716669641	0.0154953511963	0.00395423186943	0.0432536206896	exm220604	0.00395423186943	2.99716669641	0.0292295413867	[[26766, 206, 1], [213, 5, 0]]
rs917997	pheno_557.1	2	Celiac disease	4,533 European descent cases, 10,750 European descent controls	1E-15	1.19	0.24	IL18RAP, IL18R1, IL1RL1, IL1RL2	279.565789474	0.0005786782115	5.0467667048e-05	0.0494013766847	exm217557	5.0467667048e-05	279.565789474	0.00720870188581	[[21247, 1], [76, 1]]
rs2300478	pheno_327.71	2	Restless legs syndrome	922 European ancestry cases, 1,526 European ancestry controls	3E-49	1.68	0.24	MEIS1	57.6966824645	0.00358450861485	5.0467667048e-05	0.00722176825493	exm198256	5.0467667048e-05	57.6966824645	0.025671842219	[[24348, 2], [211, 1]]
rs7590720	pheno_317.1	2	Alcohol dependence	476 European ancestry cases, 1,358 European ancestry controls	1E-8	1.35	0.29	PECR	7.80024622961	0.0101814799693	0.000403768506057	0.00804468395147	exm2273365	0.000403768506057	7.80024622961	0.0317126028487	[[25343, 19], [342, 2]]
rs13428812	pheno_555.1	2	Crohn's disease	6,333 European ancestry cases, 15,056 European ancestry controls	9E-10	1.06	0.326	DNMT3A	7.37246049661	0.0125483654275	0.000370195867268	0.00789806229726	exm177559	0.000370195867268	7.37246049661	0.0369770731796	[[21229, 13], [443, 2]]
rs7579899	pheno_189.11	2	Renal cell carcinoma	3,772 European descent cases, 8,505 European descent controls	2E-9	1.15	0.4	EPAS1	1.76999792443	0.00203928107375	0.0166543301258	0.0640828907728	exm191537	0.0166543301258	1.76999792443	0.0036779261653	[[27331, 906, 10], [511, 29, 1]]
rs2111485	pheno_555	2	Inflammatory bowel disease	12,924 European ancestry cases, 21,442 European ancestry controls	2E-8	1.07	0.404	IFIH1	1.95845225284	0.00564279176978	0.00768790794698	0.0348302041233	exm236840,exm236879	0.00760379516856,8.41127784133e-05	1.74620538624,34.3231017771	0.0430577928171,0.00465016101603	[[20929, 319], [603, 18]]
rs2382817	pheno_555	2	Inflammatory bowel disease	12,924 European ancestry cases, 21,442 European ancestry controls	4E-12	1.07	0.408	SLC11A1,CXCR2,CXCR1,PNKD,ARPC2,TMBIM1,CTDSP1	3.00811524463	1.35045669903e-05	0.00598610549035	0.0412472401995	exm264499,exm265220,exm264515	0.00304590737749,0.00197235333783,0.000958885673912	2.90472981337,2.99880566802,3.27328856989	0.00380686735527,0.0120942889044,0.0410879695511	[[20956, 239, 1], [600, 21, 0]]
rs10181042	pheno_555.1	2	Crohn's disease	6,333 European ancestry cases, 15,056 European ancestry controls	7E-9	1.14	0.42	C2orf74,REL	47.8536036036	0.00772953754355	3.36451113653e-05	0.00336265627083	exm196039	3.36451113653e-05	47.8536036036	0.0406071807699	[[21247, 1], [444, 1]]
