SNP_name	Phenotype	Chr	Disease_Trait	Sample Size	p-val_rep	OR_rep	MAF_rep	Gene_rep	OR_combined	p-val_combined	MAF_combined	P_12_max	SKAT_p-val	Logit_no-covariates	Logit	SNPS_rare	MAFs_rare_snps	p-vals_rare_snps	ORs_rare_snps	A_cmb
rs2476601	pheno_714.1	1	Rheumatoid arthritis	5,539 European ancestry cases, 20,169 European ancestry controls	9E-74	1.94	0.1	PTPN22	1.81435269208	0.00409000366572	0.00651098623776	0.060892914477	0.0260760187486	-1	-1	exm85400,exm85515	0.00635956795316,0.000151408095286	1.6947740113,8.63644444444	0.019465152787,0.035542508546	[[23993, 300], [1102, 25]]
rs6679677	pheno_714.1	1	Rheumatoid arthritis	3,393 cases,12,460 controls	6E-42	1.79	0.1	PTPN22,PHTF1,RSBN1	1.6947740113	0.0113931711265	0.00635956795316	0.0602124608386	-1	-1	-1	exm85400	0.00635956795316	1.6947740113	0.019465152787	[[23998, 295], [1104, 23]]
rs2476601	pheno_358.1	1	Myasthenia gravis	400 European ancestry cases, 5,505 European ancestry controls	8E-10	1.71	0.11	PTPN22	32.7303921569	0.00526927809274	0.000117761851889	0.0204911833783	-1	-1	-1	exm85573	0.000117761851889	32.7303921569	0.0351774235259	[[26708, 6], [136, 1]]
rs1018827	pheno_452	1	Venous thromboembolism	1,542 European ancestry cases, 1,110 European ancestry controls	2E-26	2.52	0.12	NME7,SLC19A2,F5	5.1358782095	0.0065264625744	0.000302887527765	0.00514415824661	-1	-1	-1	exm122036	0.000302887527765	5.1358782095	0.0139515979361	[[22603, 12], [1467, 4]]
rs4656461	pheno_365	1	Glaucoma	590 European ancestry cases, 3,956 European ancestry controls	6E-14	1.51	0.12	TMCO1,ALDH9A1	3.05973773677	0.0168036458471	0.000807509841526	0.0136355868373	-1	-1	-1	exm119657	0.000807509841526	3.05973773677	0.0307952970838	[[26440, 40, 1], [1027, 5, 0]]
rs11552449	pheno_174.11	1	Breast cancer	10,052 European ancestry cases, 12,575 European ancestry controls	2E-8	1.07	0.17	PTPN22,BCL2L15,AP4B1;DCLRE1B,HIPK1,AP4B1,DCLRE1B	4.83187425388	0.0118994445363	0.000336462433969	0.00893757103955	-1	-1	-1	exm2249697	0.000336462433969	4.83187425388	0.0224535006917	[[12139, 7, 0], [1434, 4, 0]]
rs2797685	pheno_555.1	1	Crohn's disease	6,333 European ancestry cases, 15,056 European ancestry controls	7E-9	1.05	0.19	PER3,VAMP3	3.04023791608	0.0257220365367	0.00134603089141	0.0205125521418	-1	-1	-1	exm10872	0.00134603089141	3.04023791608	0.0489245722323	[[21181, 63, 0], [441, 4, 0]]
rs3790567	pheno_571.6	1	Primary biliary cirrhosis	453 European ancestry cases, 945 European ancestry controls,	8E-12	1.48	0.232	IL12RB2	14.2446351931	7.62100953347e-05	0.00065727383039	0.0272676664023	-1	-1	-1	exm67329	0.00065727383039	14.2446351931	0.000290593439736	[[23233, 28], [233, 4]]
rs3180018	pheno_555.1	1	Crohn's disease	6,333 European ancestry cases, 15,056 European ancestry controls	2E-13	1.13	0.25	MUC1,SCAMP3	2.85313067151	0.00358048629121	0.00355522448703	0.035906265586	-1	-1	-1	exm106607	0.00355522448703	2.85313067151	0.00628186259522	[[20961, 152], [435, 9]]
rs2072499	pheno_187.2	1	Testicular germ cell tumor	986 European ancestry cases, 4,946 European ancestry controls	3E-8	1.19	0.35	SLC25A44	2.77270729271	0.0144107800222	0.0201534217078	0.134164560246	-1	-1	-1	exm108407	0.0201534217078	2.77270729271	0.0259902452061	[[11343, 443, 6], [52, 6, 0]]
rs7538876	pheno_172.21	1	Basal cell carcinoma	930 cases,33,117 controls	4E-12	1.28	0.35	ARHGEF10L,RCC2,PADI4,PADI6	1.84244365301	0.00416544357296	0.0263777673104	0.108481138307	-1	-1	-1	exm23601	0.0263777673104	1.84244365301	0.00950312217441	[[22835, 1227, 16], [222, 21, 1]]
rs1329424	pheno_362.2	1	Age-related macular degeneration	2,978 European ancestry cases, 2,859 European ancestry controls	6E-16	1.88	0.351	CFH	9.93113645965	0.00848055893155	0.000226380923634	0.00340701316069	-1	-1	-1	exm133428	0.000226380923634	9.93113645965	0.0260016596743	[[23507, 6], [789, 2]]
rs1061147	pheno_362.2	1	Age-related macular degeneration	3,772 European ancestry cases, 16,033 European ancestry controls	7E-32	1.4	0.37	CFH	9.93113645965	0.00848055893155	0.000226380923634	0.00434019274995	-1	-1	-1	exm133428	0.000226380923634	9.93113645965	0.0260016596743	[[23507, 6], [789, 2]]
rs1061170	pheno_362.2	1	Age-related macular degeneration	2,594 European ancestry cases, 4,134 European ancestry controls	1E-261	2.41	0.37	CFH	9.93113645965	0.00848055893155	0.000226380923634	0.00252127379665	-1	-1	-1	exm133428	0.000226380923634	9.93113645965	0.0260016596743	[[23507, 6], [789, 2]]
rs10801555	pheno_362.2	1	Age-related macular degeneration	893 European ancestry cases, 2,199 European ancestry controls	2E-47	2.33	0.4	CFH	9.93113645965	0.00848055893155	0.000226380923634	0.00241225305201	-1	-1	-1	exm133428	0.000226380923634	9.93113645965	0.0260016596743	[[23507, 6], [789, 2]]
rs2240335	pheno_714.1	1	Rheumatoid arthritis	801 Korean cases, 757 Korean controls	2E-8	1.5	0.4	PADI4	8.6368	0.0127982904028	0.000134580445461	0.00193724065227	-1	-1	-1	exm23613	0.000134580445461	8.6368	0.0355399216267	[[24291, 5], [1125, 2]]
rs1514177	pheno_278.1	1	Obesity	93,015 European ancestry overweight individuals, 32,858 European ancestry individuals with class I obesity, 9,889 European ancestry individuals with class II obesity, 2,896 European ancestry individuals with class III obesity, up to 65,840 European ancestry controls	5E-9	1.06	0.43	TNNI3K;FPGT-TNNI3K,TNNI3K	2.02424390227	0.000219906280276	0.00370096225019	0.0164362664929	0.00225033312221	-1	-1	exm68757,exm68776,exm68638	6.72902227306e-05,0.000117757889779,0.00351591413768	9.74715797726,7.31264705882,1.79737922232	0.0457699642709,0.0211799027832,0.00579410401533	[[24699, 167, 1], [2520, 31, 2]]
rs1514174	pheno_278.1	1	Obesity	93,015 European ancestry overweight individuals, 32,858 European ancestry individuals with class I obesity, 9,889 European ancestry individuals with class II obesity, 2,896 European ancestry individuals with class III obesity, up to 65,840 European ancestry controls	1E-8	1.04	0.44	TNNI3K;FPGT-TNNI3K,TNNI3K	2.02424390227	0.000219906280276	0.00370096225019	0.0163716133467	0.00225033312221	-1	-1	exm68757,exm68776,exm68638	6.72902227306e-05,0.000117757889779,0.00351591413768	9.74715797726,7.31264705882,1.79737922232	0.0457699642709,0.0211799027832,0.00579410401533	[[24699, 167, 1], [2520, 31, 2]]
rs3126085	pheno_939	1	Atopic dermatitis	1,012 Han Chinese cases, 1,362 Han Chinese controls	6E-12	1.22	0.58	FLG2,FLG	0.248780945236	0.00024873762282	0.00532273278534	-0.00349105821034	0.0310073424362	-1	-1	exm99328,exm100625	0.00257532401953,0.00279461279461	0.258452937698,0.237005026811	0.0355846957159,0.0265003585643	[[23877, 279], [1376, 4]]
rs3219090	pheno_172.11	1	Melanoma	2,168 European ancestry cases, 4,387 European ancestry controls	9E-8	1.15	0.67	PARP1	0.245577684315	0.00670675589618	0.00349154943832	-0.0038299282616	-1	-1	-1	exm2232632	0.00349154943832	0.245577684315	0.0264215371773	[[23823, 188], [1032, 2]]
rs599839	pheno_411	1	Coronary heart disease	1,926 cases,2,938 controls	4E-9	1.29	0.77	PSRC1	0.782712831096	0.00733447994081	0.0125841184388	-0.0261527870584	-1	-1	-1	exm80613	0.0125841184388	0.782712831096	0.0169085883081	[[21413, 569, 5], [5401, 114, 0]]
rs426736	pheno_041	1	Meningococcal disease	475 UK Caucasian cases, 4,703 UK controls	5E-13	1.59	0.84	CFHR3,CFH	0.772099241459	0.00864630468237	0.0193808882907	-0.0213046340413	-1	-1	-1	exm133490	0.0193808882907	0.772099241459	0.0197784376196	[[23977, 978, 7], [2770, 82, 3]]
rs4845604	pheno_555	1	Inflammatory bowel disease	12,924 European ancestry cases, 21,442 European ancestry controls	4E-16	1.14	0.857	RORC	0.165518700487	0.0075245303169	0.00449752383519	-0.00455694018301	-1	-1	-1	exm97673	0.00449752383519	0.165518700487	0.0337219567049	[[21021, 204, 1], [619, 1, 0]]
SNP_name	Phenotype	Chr	Disease_Trait	Sample Size	p-val_rep	OR_rep	MAF_rep	Gene_rep	OR_combined	p-val_combined	MAF_combined	P_12_max	SKAT_p-val	Logit_no-covariates	Logit	SNPS_rare	MAFs_rare_snps	p-vals_rare_snps	ORs_rare_snps	A_cmb
rs4812829	pheno_250.2	20	Type 2 diabetes	5,561 South Asian ancestry cases, 14,458 South Asian ancestry controls	3E-10	1.09	0.29	HNF4A	1.31051966807	0.025382475411	0.00610658771281	0.0253173150978	-1	-1	-1	exm1543211	0.00610658771281	1.31051966807	0.0482106153475	[[21285, 248, 1], [4606, 67, 2]]
rs259964	pheno_555	20	Inflammatory bowel disease	12,924 European ancestry cases, 21,442 European ancestry controls	1E-12	1.09	0.464	ZNF831,CTSZ	3.96228528753	0.0223780368501	0.000588789448893	0.00461276449462	-1	-1	-1	exm1553860	0.000588789448893	3.96228528753	0.0482019623992	[[21222, 26], [618, 3]]
rs6017317	pheno_250.2	20	Type 2 diabetes	4,026 Chinese ancestry cases, 1,042 Korean ancestry cases, 794 Malaysian ancestry cases, 931 Japanese ancestry cases, 159 Filipino ancestry cases, 4,654 Chinese ancestry controls, 2,943 Korean ancestry controls, 1,240 Malaysian ancestry controls, 1,404 Japanese ancestry controls, 1,624 Filipino ancestry controls.	1E-11	1.09	0.48	R3HDML,FITM2,HNF4A	1.31051966807	0.025382475411	0.00610658771281	0.0152958778716	-1	-1	-1	exm1543211	0.00610658771281	1.31051966807	0.0482106153475	[[21285, 248, 1], [4606, 67, 2]]
rs6017342	pheno_555.2	20	Ulcerative colitis	2,361 European ancestry cases, 5,417 European ancestry controls	9E-17	1.17	0.52	RPL37AP1,MIR3646,HNF4A	0.400089684645	0.000836604426404	0.0313067761254	-0.0383133497493	-1	-1	-1	exm1543276	0.0313067761254	0.400089684645	0.00284892460984	[[19908, 1325, 15], [337, 9, 0]]
rs2281808	pheno_250.1	20	Type 1 diabetes	7,514 cases, 9,045 controls	1E-11	1.11	0.64	SIRPG,Intergenic	0.20903902303	0.00219519764961	0.00314963282355	-0.0038306686158	-1	-1	-1	exm1519321	0.00314963282355	0.20903902303	0.00890066571189	[[21371, 139], [1471, 2]]
rs6062509	pheno_185	20	Prostate cancer	11,085 European ancestry cases, 11,463 European ancestry controls	4E-16	1.12	0.7	STMN3,PTK6,EEF1A2,ARFRP1,RTEL1-TN,C20orf195,MIR941-3,MIR941-2,MIR941-1,PRPF6,MIR647,SAMD10,SRMS,MIR941-4,TNFRSF6B,ABHD16B,LOC100505815,RTEL1-TNFRSF6B,TPD52L2,GMEB2,RTEL1,UCKL1-AS1,PRIC285,LIME1,MIR1914,UCKL1,DNAJC5,SLC2A4RG,ZGPAT,ZBTB46,PPDPF,ZNF512B	0.240722741433	0.0072180752697	0.00203559772551	-0.00285841887882	-1	-1	-1	exm1560209	0.00203559772551	0.240722741433	0.0276152722674	[[9634, 50, 0], [1604, 2, 0]]
SNP_name	Phenotype	Chr	Disease_Trait	Sample Size	p-val_rep	OR_rep	MAF_rep	Gene_rep	OR_combined	p-val_combined	MAF_combined	P_12_max	SKAT_p-val	Logit_no-covariates	Logit	SNPS_rare	MAFs_rare_snps	p-vals_rare_snps	ORs_rare_snps	A_cmb
SNP_name	Phenotype	Chr	Disease_Trait	Sample Size	p-val_rep	OR_rep	MAF_rep	Gene_rep	OR_combined	p-val_combined	MAF_combined	P_12_max	SKAT_p-val	Logit_no-covariates	Logit	SNPS_rare	MAFs_rare_snps	p-vals_rare_snps	ORs_rare_snps	A_cmb
SNP_name	Phenotype	Chr	Disease_Trait	Sample Size	p-val_rep	OR_rep	MAF_rep	Gene_rep	OR_combined	p-val_combined	MAF_combined	P_12_max	SKAT_p-val	Logit_no-covariates	Logit	SNPS_rare	MAFs_rare_snps	p-vals_rare_snps	ORs_rare_snps	A_cmb
SNP_name	Phenotype	Chr	Disease_Trait	Sample Size	p-val_rep	OR_rep	MAF_rep	Gene_rep	OR_combined	p-val_combined	MAF_combined	P_12_max	SKAT_p-val	Logit_no-covariates	Logit	SNPS_rare	MAFs_rare_snps	p-vals_rare_snps	ORs_rare_snps	A_cmb
rs12105918	pheno_189.11	2	Renal cell carcinoma	2,215 European ancestry cases, 8,566 European ancestry controls	2E-8	1.45	0.056	ZEB2	8.05879834451	0.0102425686182	0.000269160890923	0.0267132184997	-1	-1	-1	exm231522	0.000269160890923	8.05879834451	0.031486493017	[[28234, 13], [539, 2]]
rs11887534	pheno_574	2	Gallstones	280 cases,360 controls	1E-14	2.2	0.1	ABCG8,ABCG5;ABCG8	4.11577838001	0.0103693078385	0.000588789448893	0.0110151222006	-1	-1	-1	exm190149	0.000588789448893	4.11577838001	0.0218309248997	[[27337, 27], [984, 4]]
rs3771570	pheno_185	2	Prostate cancer	11,085 European ancestry cases, 11,463 European ancestry controls	5E-9	1.12	0.15	HDLBP,FARP2,BOK-AS1,ANO7,ATG4B,STK25,BOK,DTYMK,THAP4,SEP2	1.44707053008	0.000227796033049	0.0277403716671	0.238942109125	-1	-1	-1	exm284448,exm284337	0.00402059080816,0.0238183409642	1.98313406467,1.36044146259	0.0104457716143,0.0061918924449	[[9164, 507, 8], [1485, 116, 4]]
rs7423615	pheno_555.1	2	Crohn's disease	6,333 European ancestry cases, 15,056 European ancestry controls	3E-13	1.12	0.187	SP140	16.1111111111	0.00276887008604	0.000135011982313	0.0103857574885	-1	-1	-1	exm273513	0.000135011982313	16.1111111111	0.0106721427473	[[21170, 6], [438, 2]]
rs721048	pheno_185	2	Prostate cancer	1,854 cases,21,372 controls	8E-9	1.15	0.19	EHBP1	1.79720410065	0.0112438306479	0.00412332963075	0.0339151712619	-1	-1	-1	exm197197	0.00412332963075	1.79720410065	0.0189757442525	[[9605, 74, 0], [1584, 22, 0]]
rs6716753	pheno_555.1	2	Crohn's disease	Up to 12,924 European ancestry cases, up to 21,442 European ancestry controls	1E-16	1.13	0.196	SP140	7.14739688979	0.000413975911165	0.00087760750692	0.0283213345016	0.000225104710712	-1	-1	exm273513,exm273376	0.000135011982313,0.000740217354732	16.1111111111,5.14382676147	0.0106721427473,0.0251950993048	[[21142, 34], [435, 5]]
rs7590720	pheno_317.1	2	Alcohol dependence	476 European ancestry cases, 1,358 European ancestry controls	1E-8	1.35	0.29	PECR,MREG	7.80024622961	0.0101814799693	0.000403768506057	0.00804468395147	-1	-1	-1	exm2273365	0.000403768506057	7.80024622961	0.0317126028487	[[25343, 19], [342, 2]]
rs13428812	pheno_555.1	2	Crohn's disease	6,333 European ancestry cases, 15,056 European ancestry controls	9E-10	1.06	0.326	DNMT3A	7.37246049661	0.0125483654275	0.000370195867268	0.00789806229726	-1	-1	-1	exm177559	0.000370195867268	7.37246049661	0.0369770731796	[[21229, 13], [443, 2]]
rs700651	pheno_433.5	2	Intracranial aneurysm	1,580 European ancestry cases,6,276 European ancestry controls	4E-8	1.24	0.35	BOLL,PLCL1	27.5525727069	0.00678353485369	0.000134580445461	0.00854386522697	-1	-1	-1	exm1994103	0.000134580445461	27.5525727069	0.0416028722626	[[24632, 6], [149, 1]]
rs7608910	pheno_555.2	2	Ulcerative colitis	6,687 European ancestry cases, 19,718 European ancestry controls	2E-14	1.19	0.39	PUS10	3.78442171518	0.00628272923658	0.00191790040377	0.0156391810721	0.0406498460065	-1	-1	exm196171,exm196039	0.00188425302826,3.36451113653e-05	3.05609703271,61.5855072464	0.0477668867275,0.031789933277	[[21164, 82], [341, 5]]
rs7579899	pheno_189.11	2	Renal cell carcinoma	3,772 European descent cases, 8,505 European descent controls	2E-9	1.15	0.4	EPAS1	1.76999792443	0.00203928107375	0.0166543301258	0.0640828907728	-1	-1	-1	exm191537	0.0166543301258	1.76999792443	0.0036779261653	[[27331, 906, 10], [511, 29, 1]]
rs2111485	pheno_555	2	Inflammatory bowel disease	12,924 European ancestry cases, 21,442 European ancestry controls	2E-8	1.07	0.404	IFIH1,FAP	1.95845225284	0.00564279176978	0.00768790794698	0.0348302041233	2.07230489756e-11	-1	-1	exm236840,exm236879	0.00760379516856,8.41127784133e-05	1.74620538624,34.3231017771	0.0430577928171,0.00465016101603	[[20929, 319], [603, 18]]
rs10181042	pheno_555.1	2	Crohn's disease	6,333 European ancestry cases, 15,056 European ancestry controls	7E-9	1.14	0.42	PUS10,C2orf74,REL	47.8536036036	0.00772953754355	3.36451113653e-05	0.00336265627083	-1	-1	-1	exm196039	3.36451113653e-05	47.8536036036	0.0406071807699	[[21247, 1], [444, 1]]
rs4664308	pheno_580.12	2	Nephropathy (idiopathic membranous)	556 European ancestry cases, 2,338 European ancestry controls	9E-29	2.28	0.43	PLA2R1,LY75,RBMS1,ITGB6	9.13348837209	0.00157053984278	0.00186771308908	0.017399771299	1.59999772724e-11	-1	-1	exm236158,exm236181	0.00181111572275,6.72902227306e-05	6.18453786805,78.914893617	0.0448642099763,0.0168937649499	[[19637, 75], [86, 3]]
rs13003464	pheno_555.1	2	Crohn's disease	737 Ashkenazi Jewish cases, 2,257  Ashkenazi Jewish controls	5E-9	1.05	0.487	C2orf74,REL,KIAA1841,PUS10,PAPOLG,USP34,PEX13	47.8536036036	0.00772953754355	3.36451113653e-05	0.00314860628234	-1	-1	-1	exm196039	3.36451113653e-05	47.8536036036	0.0406071807699	[[21247, 1], [444, 1]]
rs11676348	pheno_555.2	2	Ulcerative colitis	6,687 European ancestry cases, 19,718 European ancestry controls	1E-10	1.07	0.49	SLC11A1,IL8RB,IL8RA,ARPC,CXCR2,CXCR1,AAMP	2.60233125508	0.0282554301955	0.00304590737749	0.0151181765564	-1	-1	-1	exm264499	0.00304590737749	2.60233125508	0.0495876069357	[[21120, 119], [341, 5]]
rs10166942	pheno_340	2	Migraine	5,122 European ancestry cases, 18,108 European ancestry controls	6E-12	1.18	0.81	TRPM8	0.743481589941	0.0119985117846	0.0452983390048	-0.151553164972	0.0133352359951	-1	-1	exm277828,exm277825	0.0452022071193,0.0450624978943	0.745203761755,0.747447853634	0.0306997239449,0.0306247846082	[[25485, 2435, 66], [769, 57, 0]]
rs6741751	pheno_340	2	Migraine without aura	7,107 European ancestry cases, 69,427 European ancestry controls	9E-11	1.25	0.9	TRPM8	0.743481589941	0.0119985117846	0.0452983390048	-0.121242531978	0.0133352359951	-1	-1	exm277828,exm277825	0.0452022071193,0.0450624978943	0.745203761755,0.747447853634	0.0306997239449,0.0306247846082	[[25485, 2435, 66], [769, 57, 0]]
SNP_name	Phenotype	Chr	Disease_Trait	Sample Size	p-val_rep	OR_rep	MAF_rep	Gene_rep	OR_combined	p-val_combined	MAF_combined	P_12_max	SKAT_p-val	Logit_no-covariates	Logit	SNPS_rare	MAFs_rare_snps	p-vals_rare_snps	ORs_rare_snps	A_cmb
rs189897	pheno_149.2	3	Nasopharyngeal carcinoma	111 Chinese ancestry cases, 260 Chinese ancestry controls	7E-8	3.18	0.09	ITGA9	28.6861538462	0.000441023312787	0.000605652759085	0.0607052698269	7.26060660483e-08	-1	-1	exm299376,exm299402	0.000252355316285,0.000353273669336	35.3371212121,23.5547138047	0.03059979626,0.0444067639105	[[27969, 30], [65, 2]]
rs13098911	pheno_557.1	3	Celiac disease	4,533 European descent cases, 10,750 European descent controls	3E-17	1.3	0.1	CCRL2,CCR1,CCR2,CCR3,FLT1P1,CCR5,CCR9	27.9052631579	0.00602579381052	0.000319983832396	0.0686864080714	-1	-1	-1	exm307498	0.000319983832396	27.9052631579	0.0390722497728	[[21208, 10], [76, 1]]
rs11708996	pheno_747.1	3	Brugada syndrome	312 European ancestry cases, 1,115 European ancestry controls	1E-14	1.73	0.15	SCN5A	2.72126259844	0.0172464623737	0.00112711123074	0.0118195207572	-1	-1	-1	exm301236	0.00112711123074	2.72126259844	0.0298190944517	[[27990, 59], [1046, 6]]
rs3197999	pheno_575.1	3	Primary sclerosing cholangitis	715 European ancestry cases, 2,962 European ancestry controls	1E-16	1.39	0.28	MST1	4.64183087028	0.00244483805069	0.00241423554835	0.028793610217	0.256742442023	-1	-1	exm315523,exm316065	0.00237501684409,0.000675151065051	4.72851779755,14.6131974249	0.00522927433159,0.000254817247881	[[27138, 126], [232, 5]]
rs9822268	pheno_555.2	3	Ulcerative colitis	6,687 European ancestry cases, 19,718 European ancestry controls	2E-17	1.21	0.3	MST1,GMPPB,UBA7,BSN,APEH,AMIGO3	4.63146146102	0.00264785900316	0.00170050846887	0.0216965273766	-1	-1	-1	exm316201	0.00170050846887	4.63146146102	0.00599534019504	[[21163, 67], [341, 5]]
rs11177	pheno_740	3	Osteoarthritis	7,410 European ancestry cases, 11,009 European ancestry controls	5E-9	1.09	0.38	GNL3,GNL3;PBRM1;SNORD19,GLT8D1	3.45503142915	0.00556547025121	0.000353273669336	0.00294681707061	-1	-1	-1	exm322606	0.000353273669336	3.45503142915	0.00876500941459	[[23429, 13], [4173, 8]]
rs11712165	pheno_557.1	3	Celiac disease	4,533 European descent cases, 10,750 European descent controls	8E-9	1.13	0.39	KTELC1,CD80,ARHGAP31	15.2864864865	0.0019626279582	0.00087480232832	0.0303441206494	-1	-1	-1	exm340044	0.00087480232832	15.2864864865	0.00874695965548	[[21210, 37], [75, 2]]
rs10428132	pheno_747.1	3	Brugada syndrome	312 European ancestry cases, 1,115 European ancestry controls	1E-68	2.55	0.41	SCN10A	8.9019047619	0.0108534359168	0.000151413189771	0.00128920688191	-1	-1	-1	exm301341	0.000151413189771	8.9019047619	0.0316282111267	[[28041, 6], [1050, 2]]
rs7613051	pheno_939	3	Atopic dermatitis	1,472 Japanese ancestry cases, 7,971 Japanese ancestry controls	6E-21	1.29	0.453	GLB1	1.68110878456	0.000113960943563	0.0144193559242	0.0414814345567	-1	-1	-1	exm297422	0.0144193559242	1.68110878456	0.000204625381884	[[23514, 667, 3], [1318, 62, 1]]
rs4607103	pheno_250.2	3	Type 2 diabetes	4,549 cases,5,579 controls	1E-8	1.09	0.76	ADAMTS9,ADAMTS9-AS2	0.854748641905	0.0139956600918	0.0281320456304	-0.203053656949	-1	-1	-1	exm328250	0.0281320456304	0.854748641905	0.0295493710755	[[20309, 1204, 18], [4445, 225, 3]]
rs11708067	pheno_250.2	3	Type 2 diabetes	2,112 lean type 2 diabetes cases, 4,123 obese type 2 diabetes cases, 54,412 controls	6E-8	1.25	0.78	ADCY5	0.587555841464	0.00526510797365	0.00385236525133	-0.00706205668544	-1	-1	-1	exm343931	0.00385236525133	0.587555841464	0.0130478968325	[[21355, 178, 1], [4652, 23, 0]]
SNP_name	Phenotype	Chr	Disease_Trait	Sample Size	p-val_rep	OR_rep	MAF_rep	Gene_rep	OR_combined	p-val_combined	MAF_combined	P_12_max	SKAT_p-val	Logit_no-covariates	Logit	SNPS_rare	MAFs_rare_snps	p-vals_rare_snps	ORs_rare_snps	A_cmb
rs6599389	pheno_332	4	Parkinson's disease	3,426 cases, 29,624 controls	4E-8	1.31	0.075	TMEM175,GAK	8.1931283906	0.00236482261103	0.000858065818696	0.0715546404087	0.0791591667254	-1	-1	exm379811,exm379651	0.000773941718824,8.41127784133e-05	5.94984243697,31.6429567643	0.0491572290537,0.0412147065214	[[22654, 35], [237, 3]]
rs2231142	pheno_274.1	4	Gout	968 Icelandic ancestry cases, 40,000 Icelandic ancestry controls	3E-12	1.67	0.101	ABCG2	2.13520408163	0.0216114995088	0.00206917434897	0.0261938075267	-1	-1	-1	exm412787	0.00206917434897	2.13520408163	0.0441098982883	[[27900, 112], [1050, 9]]
rs11248060	pheno_332	4	Parkinson's disease	2,197 cases, 2,061 controls	3E-12	1.21	0.12	DGKQ,GAK	8.1931283906	0.00236482261103	0.000858065818696	0.0484176544088	0.0791591667254	-1	-1	exm379811,exm379651	0.000773941718824,8.41127784133e-05	5.94984243697,31.6429567643	0.0491572290537,0.0412147065214	[[22654, 35], [237, 3]]
rs7659024	pheno_452	4	Venous thromboembolism	1,542 European ancestry cases, 1,110 European ancestry controls	2E-13	1.53	0.25	FGG,FGA	1.93941646623	0.000282518192809	0.00659688330921	0.033448638211	0.0220507839051	-1	-1	exm430529,exm430467,exm430340	0.000824471665096,0.000168248199744,0.00560209952559	3.52762425544,11.5519414169,1.55470711181	0.0040520771491,0.00660520309392,0.0416925171951	[[22323, 285, 1], [1435, 36, 0]]
rs1713985	pheno_362.2	4	Age-related macular degeneration	827 Japanese ancestry cases, 3,323 Japanese ancestry controls	2E-8	1.3	0.29	C4orf14,IGFBP7,REST,POLR2B	1.26456956172	0.0223780572215	0.0400498098475	0.134338913755	-1	-1	-1	exm2256654	0.0400498098475	1.26456956172	0.0434513960822	[[24412, 2021, 41], [762, 82, 1]]
rs4698775	pheno_362.2	4	Age-related macular degeneration	6,713 European ancestry cases, 48,402 European ancestry contols, 110 Southern Indian ancestry cases, 119 Southern Indian ancestry controls, 827 Japanese ancestry cases, 3,323 Japanese ancestry controls	7E-11	1.14	0.31	CCDC109B,CFI	2.79998306376	0.0226831687098	0.00114401076716	0.00906398068142	-1	-1	-1	exm418323	0.00114401076716	2.79998306376	0.0404088701514	[[26425, 54, 1], [841, 5, 0]]
rs6599388	pheno_332	4	Parkinson's disease	5,333 European ancestry cases, 12,019 European ancestry controls	4E-12	1.16	0.31	TMEM175,GAK	8.1931283906	0.00236482261103	0.000858065818696	0.0195501763631	0.0791591667254	-1	-1	exm379811,exm379651	0.000773941718824,8.41127784133e-05	5.94984243697,31.6429567643	0.0491572290537,0.0412147065214	[[22654, 35], [237, 3]]
rs3774959	pheno_555.2	4	Ulcerative colitis	Up to 12,924 European ancestry cases, up to 21,442 European ancestry controls	4E-12	1.12	0.358	NFKB1,MANBA	9.11996066863	9.01470195641e-06	0.00121126476229	0.0275505960479	1.75117265133e-09	-1	-1	exm416171,exm416122,exm416053	0.000100935334096,0.000605612004576,0.000504693650954	30.7913043478,6.62848812995,10.315840622	0.047304970451,0.0131536493307,0.00437814968424	[[21200, 48], [339, 7]]
rs6536024	pheno_452	4	Venous thromboembolism	1,618 European ancestry cases, 42,881 European ancestry controls	2E-13	1.25	0.42	LRAT,FGG	1.93941646623	0.000282518192809	0.00659688330921	0.0243697221251	0.0220507839051	-1	-1	exm430529,exm430467,exm430340	0.000824471665096,0.000168248199744,0.00560209952559	3.52762425544,11.5519414169,1.55470711181	0.0040520771491,0.00660520309392,0.0416925171951	[[22323, 285, 1], [1435, 36, 0]]
rs17021463	pheno_187.2	4	Testicular germ cell tumor	582 European ancestry male cases, 1,056 European ancestry male controls	1E-8	1.19	0.42	SMARCAD1,HPGDS	103.368421053	0.00153332523487	0.000100996498788	0.0208880524441	-1	-1	-1	exm414240	0.000100996498788	103.368421053	0.0146203869823	[[11784, 2], [57, 1]]
rs3756008	pheno_452	4	Venous thromboembolism	1,542 European ancestry cases, 1,110 European ancestry controls	6E-11	1.4	0.44	F11	2.98408014973	0.013455634958	0.000706571111335	0.00342283251251	-1	-1	-1	exm438115	0.000706571111335	2.98408014973	0.0234264708959	[[22587, 31], [1465, 6]]
rs10033900	pheno_362.2	4	Age-related macular degeneration	2,594 European ancestry cases, 4,134 European ancestry controls	4E-10	1.18	0.46	PLA2G12A,CFI	2.79998306376	0.0226831687098	0.00114401076716	0.00590127261019	-1	-1	-1	exm418323	0.00114401076716	2.79998306376	0.0404088701514	[[26425, 54, 1], [841, 5, 0]]
